,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Cash & Equivalents,1173,1173,1210,1210,1813,1714,2374.0,2374.0,1679,1679,1579.0,1579.0,1345,1345,1520.0,1520.0,1303,1303,1417.0,1417.0,Upgrade
1,Accounts Receivable,977.45,977.45,1163,1163,1191,1126,899.27,899.27,1148,1148,1080.0,1080.0,1189,1189,983.8,983.8,778.41,778.41,676.53,676.53,Upgrade
2,Inventory,38.94,38.94,42.99,42.99,43.85,41.47,42.09,42.09,52.77,52.77,47.09,47.09,42.67,42.67,43.84,43.84,37.42,37.42,39.67,39.67,Upgrade
3,Prepaid Expenses,295.93,295.93,276.97,276.97,338.72,320.27,260.34,260.34,317.09,317.09,261.72,261.72,150.07,150.07,175.23,175.23,135.06,135.06,163.1,163.1,Upgrade
4,Other Current Assets,303.17,303.17,302.17,302.17,0,0,0.48,0.48,4.33,4.33,5.59,5.59,6.1,6.1,7.12,7.12,8.45,8.45,8.64,8.64,Upgrade
5,Total Current Assets,2789,2789,2995,2995,3386,3202,3576.0,3576.0,3201,3201,2973.0,2973.0,2733,2733,2730.0,2730.0,2263,2263,2305.0,2305.0,Upgrade
6,"Property, Plant & Equipment",573.27,573.27,611.62,611.62,620.33,586.54,947.04,947.04,1169,1169,1146.0,1146.0,1171,1171,1166.0,1166.0,1149,1149,1202.0,1202.0,Upgrade
7,Goodwill,1022,1022,1010,1010,1039,982.3,987.85,987.85,1123,1123,1123.0,1123.0,1123,1123,1123.0,1123.0,1123,1123,1123.0,1123.0,Upgrade
8,Other Intangible Assets,2842,2842,2771,2771,3281,3102,2789.0,2789.0,2972,2972,3047.0,3047.0,2710,2710,2495.0,2495.0,2241,2241,2245.0,2245.0,Upgrade
9,Long-Term Investments,-,-,-,-,6.16,5.82,5.85,5.85,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,Upgrade
10,Long-Term Deferred Tax Assets,174.99,174.99,159.68,159.68,101.02,95.52,50.72,50.72,72.6,72.6,62.04,62.04,16.79,16.79,18.31,18.31,5.19,5.19,7.68,7.68,Upgrade
11,Long-Term Accounts Receivable,2358,2358,2349,2349,2377,2247,2214.0,2214.0,2599,2599,2539.0,2539.0,2323,2323,2166.0,2166.0,1925,1925,1973.0,1973.0,Upgrade
12,Other Long-Term Assets,0.81,0.81,0.56,0.56,1.37,1.29,0.39,0.39,3.31,3.31,25.02,25.02,38.82,38.82,48.76,48.76,76.27,76.27,78.09,78.09,Upgrade
13,Total Assets,9759,9759,9897,9897,10812,10223,10571.0,10571.0,11147,11147,10921.0,10921.0,10122,10122,9753.0,9753.0,8788,8788,8940.0,8940.0,Upgrade
14,Accounts Payable,600.88,600.88,860.38,860.38,867.62,820.37,676.42,676.42,683.76,683.76,737.05,737.05,637.56,637.56,760.7,760.7,465.02,465.02,527.97,527.97,Upgrade
15,Accrued Expenses,-,-,-,-,127.03,120.11,147.38,147.38,178.15,178.15,1206.0,1206.0,1087,1087,1113.0,1113.0,1027,1027,1054.0,1054.0,Upgrade
16,Short-Term Debt,-,-,39.2,39.2,39.43,37.29,39.2,39.2,37.29,37.29,38.66,38.66,57.36,57.36,51.19,51.19,52.47,52.47,62.98,62.98,Upgrade
17,Current Portion of Long-Term Debt,2677,2677,2675,2675,260.41,246.23,248.59,248.59,186.23,186.23,2873.0,2873.0,2781,2781,2783.0,2783.0,578.91,578.91,631.45,631.45,Upgrade
18,Current Unearned Revenue,-,-,-,-,11.64,11,67.19,67.19,56.5,56.5,49.07,49.07,8.58,8.58,3.96,3.96,6.07,6.07,18.1,18.1,Upgrade
19,Current Portion of Leases,5.24,5.24,5.86,5.86,13.44,12.71,12.04,12.04,9.76,9.76,7.02,7.02,11.97,11.97,11.61,11.61,9.05,9.05,11.37,11.37,Upgrade
20,Current Income Taxes Payable,93.01,93.01,101.66,101.66,52.71,49.84,81.89,81.89,93.56,93.56,79.7,79.7,56.51,56.51,66.02,66.02,75.49,75.49,78.43,78.43,Upgrade
21,Other Current Liabilities,396.93,396.93,390.6,390.6,122.96,116.27,112.64,112.64,95.12,95.12,77.53,77.53,112.55,112.55,87.74,87.74,92.72,92.72,98.49,98.49,Upgrade
22,Total Current Liabilities,3773,3773,4073,4073,1495,1414,1385.0,1385.0,1340,1340,5068.0,5068.0,4753,4753,4877.0,4877.0,2306,2306,2483.0,2483.0,Upgrade
23,Long-Term Debt,1815,1815,1722,1722,5058,4783,5352.0,5352.0,5432,5432,1455.0,1455.0,1128,1128,886.44,886.44,2948,2948,2931.0,2931.0,Upgrade
24,Long-Term Leases,13.58,13.58,16.95,16.95,21.11,19.96,24.95,24.95,37.81,37.81,7.96,7.96,13.38,13.38,20.21,20.21,16.17,16.17,19.2,19.2,Upgrade
25,Long-Term Unearned Revenue,149.88,149.88,154.41,154.41,159.9,151.19,153.5,153.5,138.99,138.99,148.21,148.21,150.64,150.64,150.63,150.63,140.64,140.64,150.03,150.03,Upgrade
26,Long-Term Deferred Tax Liabilities,265.56,265.56,262.27,262.27,262.82,248.51,204.57,204.57,236.41,236.41,234.98,234.98,231.01,231.01,217.32,217.32,233.74,233.74,238.64,238.64,Upgrade
27,Other Long-Term Liabilities,13.52,13.52,12.93,12.93,11.66,11.03,10.75,10.75,11.74,11.74,11.23,11.23,10.37,10.37,9.28,9.28,7.96,7.96,7.3,7.3,Upgrade
28,Total Liabilities,6030,6030,6241,6241,7009,6627,7131.0,7131.0,7197,7197,6925.0,6925.0,6286,6286,6161.0,6161.0,5653,5653,5829.0,5829.0,Upgrade
29,Common Stock,1973,1973,1973,1973,2062,1949,1973.0,1973.0,2228,2228,2228.0,2228.0,2228,2228,2228.0,2228.0,2228,2228,2228.0,2228.0,Upgrade
30,Retained Earnings,1435,1435,1290,1290,1562,1477,1099.0,1099.0,1324,1324,1185.0,1185.0,912.94,912.94,753.6,753.6,717.03,717.03,624.57,624.57,Upgrade
31,Comprehensive Income & Other,29.39,29.39,66.65,66.65,-147.45,-139.42,50.83,50.83,-4.46,-4.46,167.51,167.51,262.9,262.9,213.33,213.33,-118.55,-118.55,-34.43,-34.43,Upgrade
32,Total Common Equity,3437,3437,3329,3329,3476,3287,3123.0,3123.0,3547,3547,3581.0,3581.0,3403,3403,3194.0,3194.0,2826,2826,2818.0,2818.0,Upgrade
33,Minority Interest,292.26,292.26,326.93,326.93,326.22,308.45,317.57,317.57,402.44,402.44,414.74,414.74,432.58,432.58,397.07,397.07,309.48,309.48,293.26,293.26,Upgrade
