,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Mar '25 Mar 5, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Market Capitalization,44204,40258,42626,53677,48151,43415,43415,42626,39468,48151,56045,58413,85324,66537,57926,46967,54795,36523,31759,30965,23025,Upgrade
1,Market Cap Growth,-7.27%,-7.27%,-1.82%,25.93%,22.00%,-9.84%,-22.54%,-27.03%,-53.74%,-27.63%,-3.25%,24.37%,55.71%,82.18%,82.39%,51.68%,137.98%,35.29%,-9.33%,-21.41%,-6.49%,Upgrade
2,Enterprise Value,59596,69881,92719,98040,56087,93194,71761,74553,134593,143276,81391,24421,51332,122161,113550,56786,64614,7470,2707,1913,-6027,Upgrade
3,Last Close Price,5600.00,5100.00,5400.00,6800.00,6100.00,5500.00,5500.00,5400.00,5000.00,5591.67,6508.33,6783.33,9991.67,7791.67,6783.33,5500.00,5983.11,3931.76,3418.92,3333.45,2478.72,Upgrade
4,PE Ratio,33.54,18.57,-,-,8.52,15.61,15.69,14.03,-,7.46,8.34,8.04,16.98,13.85,11.67,7.62,8.82,6.09,6.77,8.21,10.14,Upgrade
5,PS Ratio,0.08,0.07,0.10,0.11,0.08,0.08,0.06,0.06,0.06,0.07,0.09,0.09,0.12,0.09,0.08,0.05,0.07,0.05,0.05,0.06,0.04,Upgrade
6,PB Ratio,0.44,0.39,0.45,0.56,0.47,0.43,0.44,0.43,0.40,0.48,0.57,0.59,0.87,0.68,-,0.50,0.56,0.38,0.33,-,0.24,Upgrade
7,P/TBV Ratio,0.39,0.39,0.45,0.56,0.47,0.43,0.44,0.43,0.40,0.48,0.57,0.59,0.87,0.68,-,0.50,0.56,0.38,0.33,-,0.24,Upgrade
8,P/FCF Ratio,-,-5.40,2.11,-,-,2.31,-,-0.59,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-5.40,2.11,-,-,2.31,-,-0.59,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.10,0.12,0.21,0.20,0.10,0.18,0.10,0.10,0.21,0.20,0.13,0.04,0.07,0.17,0.16,0.06,0.08,0.01,0.00,0.00,-,Upgrade
11,EV/EBITDA Ratio,5.29,5.64,-,-,4.00,8.01,6.24,6.82,13.57,11.51,6.32,1.77,3.51,8.19,8.60,4.15,5.97,0.82,0.34,0.41,-,Upgrade
12,EV/EBIT Ratio,6.23,6.54,-,-,4.72,10.82,8.51,9.49,-,13.95,7.60,2.10,4.12,9.58,9.85,4.60,6.46,0.84,0.36,0.26,-,Upgrade
13,EV/FCF Ratio,-,-9.37,4.60,-,-,4.96,-,-1.03,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.89,0.89,0.67,0.64,0.44,0.41,0.62,0.35,0.35,1.07,1.04,0.76,0.74,0.74,-,0.95,0.76,0.76,0.76,-,0.21,Upgrade
15,Debt / EBITDA Ratio,8.11,1.95,-,-,4.04,1.99,6.68,2.34,21.25,5.28,14.72,6.94,6.17,3.29,-,6.31,5.68,4.85,5.87,-,3.31,Upgrade
