,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Revenue,379082,31982,58683,111079,245964,85441,133951,58670,459745,61499,76616,127650,379840,74386,150708,125609,381562,249707,66235,67726,Upgrade
1,Revenue Growth (YoY),54.12%,-62.57%,-56.19%,89.33%,-46.50%,38.93%,74.83%,-54.04%,21.04%,-17.33%,-49.16%,1.62%,-0.45%,-70.21%,127.53%,85.47%,87.98%,50.04%,-29.07%,-35.09%,Upgrade
2,Cost of Revenue,358815,28136,54682,100780,234052,78111,122114,55305,440639,53742,67945,120021,365002,66228,139912,116244,367843,238661,59157,58447,Upgrade
3,Gross Profit,20267,3846,4000,10299,11912,7331,11837,3365,19106,7757,8671,7629,14838,8159,10796,9365,13719,11046,7079,9279,Upgrade
4,"Selling, General & Admin",9066,5136,5475,8052,7210,5555,8670,4395,14588,6557,6509,5238,9887,6053,7790,6676,9993,8132,6408,7732,Upgrade
5,Operating Expenses,9066,5136,5475,8052,7210,5555,8670,4395,14588,6557,6509,5238,9887,6053,7790,6676,9993,8132,6408,7732,Upgrade
6,Operating Income,11201,-1290,-1474,2247,4702,1776,3167,-1030,4518,1200,2162,2391,4951,2106,3006,2689,3726,2914,670.86,1547,Upgrade
7,Interest Expense,-1621,-744.62,-1260,-696.17,-1258,-1181,-1045,-913.32,-2338,-682.6,-1722,-687.57,-1650,-943.86,-2882,-1936,-843.61,-460.96,-322.53,-267.45,Upgrade
8,Interest & Investment Income,12.24,827.76,30.63,7.85,22.77,7.97,571.66,39.81,598.55,16.71,438.29,84.18,25.15,10.44,392.36,217.23,230.85,167.59,80.48,91.91,Upgrade
9,Other Non Operating Income (Expenses),-1165,256.79,-3149,-286.53,-887.97,-130.25,26.72,31.25,-257.33,-48.59,2450,-53.21,-470.21,-3.61,7.3,488.08,-62.32,46,161.08,-180.33,Upgrade
10,Pretax Income,8428,-950.36,-5852,1273,2579,472.16,2721,-1872,2520,485.42,3328,1734,2855,1169,523.92,1458,3051,2667,589.89,1191,Upgrade
11,Income Tax Expense,456.42,-,-,273.56,549.02,353.69,216.15,-,504.09,97.08,665.56,346.78,571.05,233.75,104.78,291.69,610.24,533.89,117.98,238.26,Upgrade
12,Net Income,7971,-950.36,-5852,998.94,2030,118.47,2505,-1872,2016,388.34,2662,1387,2284,935,419.14,1167,2441,2133,471.91,953.03,Upgrade
13,Net Income to Common,7971,-950.36,-5852,998.94,2030,118.47,2505,-1872,2016,388.34,2662,1387,2284,935,419.14,1167,2441,2133,471.91,953.03,Upgrade
14,Net Income Growth,292.71%,-,-,-,0.67%,-69.49%,-5.90%,-,-11.73%,-58.47%,535.17%,18.89%,-6.42%,-56.16%,-11.18%,22.43%,115.97%,75.24%,-,-91.62%,Upgrade
15,Shares Outstanding (Basic),8,-,-,8,8,8,8,-,8,8,8,8,8,8,8,8,8,8,8,8,Upgrade
16,Shares Outstanding (Diluted),8,-,-,8,8,8,8,-,8,8,8,8,8,8,8,8,8,8,8,8,Upgrade
17,Shares Change (YoY),0.00%,-,-,-,-0.12%,-0.35%,-0.22%,-,0.14%,-0.83%,0.79%,0.10%,0.10%,0.50%,-1.13%,-0.14%,-0.11%,-0.04%,59.93%,59.52%,Upgrade
18,EPS (Basic),1001.37,-,-,125.00,255.00,15.00,315.00,-,253.00,49.00,334.00,174.00,287.00,117.00,53.00,146.50,307.00,268.22,59.00,119.50,Upgrade
19,EPS (Diluted),1001.37,-,-,125.00,255.00,15.00,315.00,-,253.00,49.00,334.00,174.00,287.00,117.00,53.00,146.50,307.00,268.22,59.00,119.50,Upgrade
20,EPS Growth,292.69%,-,-,-,0.79%,-69.39%,-5.69%,-,-11.85%,-58.12%,530.19%,18.77%,-6.51%,-56.38%,-10.17%,22.59%,116.20%,75.31%,-,-94.75%,Upgrade
21,Free Cash Flow,14231,20470,-5730,-36427,41857,-20166,6082,-8995,-,-69778,-,-84861,-,-,-31045,-31045,-,-10714,-7012,-7012,Upgrade
22,Free Cash Flow Per Share,1787.75,-,-,-4558.26,5258.36,-2553.41,764.78,-,-,-8804.54,-,-10644.94,-,-,-3925.62,-3898.04,-,-1347.42,-876.70,-879.28,Upgrade
23,Gross Margin,5.35%,12.03%,6.82%,9.27%,4.84%,8.58%,8.84%,5.74%,4.16%,12.61%,11.32%,5.98%,3.91%,10.97%,7.16%,7.46%,3.60%,4.42%,10.69%,13.70%,Upgrade
