,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters
0,Cash & Equivalents,6133,6123,7275,7241,5912,5295,5246,6335,7041,4395,4759,4881,3952,3995,3922,4036,4577,2822,2809,4086,Upgrade
1,Short-Term Investments,-,1500,-,-,-,2000,-,1000,-,1250,-,1140,-,1510,-,1500,-,2625,-,976,Upgrade
2,Trading Asset Securities,0.96,1.27,1.8,-,-,-,-,-,1.54,2.3,1.26,1.62,1.65,1.65,1.92,2.03,2.02,2.98,2.85,3.81,Upgrade
3,Cash & Short-Term Investments,6134,7624,7277,7241,5912,7295,5246,7335,7042,5647,4760,6023,3953,5506,3924,5538,4579,5450,2812,5066,Upgrade
4,Cash Growth,3.76%,4.51%,38.70%,-1.29%,-16.05%,29.18%,10.21%,21.79%,78.13%,2.56%,21.31%,8.75%,-13.67%,1.03%,39.57%,9.33%,17.91%,52.27%,6.76%,92.35%,Upgrade
5,Accounts Receivable,897.63,833.08,643.07,399.43,905.67,797.02,681.81,476.33,947.91,811.89,702.91,418.23,822.23,749.54,637.1,419.63,723.11,668.14,557.57,372.65,Upgrade
6,Other Receivables,31.79,94.65,23.18,18.27,7.83,22.62,8.16,8.66,15.89,14.42,10.39,8.92,9.26,7.28,6.87,6.28,10.65,9.81,7.36,8.81,Upgrade
7,Receivables,929.42,927.73,666.25,417.7,913.5,819.64,689.97,484.99,963.8,826.31,713.3,427.15,831.5,756.81,643.98,425.91,733.76,677.95,564.93,381.46,Upgrade
8,Inventory,7.84,8.45,9.53,14.73,38.13,32.54,17.61,16.47,22.11,18.13,11.87,8.29,9.86,9.25,10.86,12.08,16.01,13.74,14.34,14.24,Upgrade
9,Prepaid Expenses,-,0.23,-,10.33,-,15.1,-,17.88,-,0.07,-,16.17,-,-,-,0.13,-,-,-,-,Upgrade
10,Other Current Assets,2209,313.89,335.6,310.7,1981,243.26,2088,228.69,1379,138.06,1391,122.52,1714,113.36,1644,121.53,1453,62.16,2529,73.79,Upgrade
11,Total Current Assets,9280,8874,8288,7994,8844,8406,8042,8083,9406,6630,6876,6597,6509,6386,6223,6098,6782,6204,5920,5535,Upgrade
