,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,10157209,9287069,9705405,8228063,7840860,6630851,5299841,5154640,3339626,3412226,5166740,4743236,8642957,8412478,6614743,7271608,6086783,5940114,4971048,4651518,1705263,Upgrade
1,Market Cap Growth,40.06%,40.06%,83.13%,59.62%,134.78%,94.33%,2.58%,8.67%,-61.36%,-59.44%,-21.89%,-34.77%,42.00%,41.62%,33.07%,56.33%,256.94%,169.50%,140.37%,108.46%,-14.90%,Upgrade
2,Enterprise Value,14040745,13088767,15327963,13189930,13312234,10792358,9561530,9666571,6798589,6813900,8238929,7741222,11152512,10690095,8876002,10094559,8718281,9219048,8922493,8670594,5708224,Upgrade
3,Last Close Price,30350.00,27750.00,29000.00,29249.86,27873.40,23571.95,18840.35,18324.18,11872.00,12130.09,18367.19,16861.68,30724.64,29905.32,23514.59,24980.77,20910.28,20406.42,17077.33,15488.96,5530.00,Upgrade
4,PE Ratio,13.21,12.08,18.08,34.72,18.74,265.16,-25.79,-444.41,-,-,17.61,21.08,20.31,10.76,7.62,6.51,4.67,4.62,3.61,4.60,2.76,Upgrade
5,Forward PE,11.68,15.33,15.33,15.33,15.33,15.41,14.47,5.44,5.44,5.44,5.44,5.44,6.56,6.92,6.92,6.92,6.92,6.65,5.02,9.49,5.51,Upgrade
6,PS Ratio,0.75,0.68,0.77,0.70,0.65,0.60,0.49,0.45,0.30,0.30,0.42,0.41,0.78,0.78,0.62,0.69,0.60,0.59,0.54,0.55,0.22,Upgrade
7,PB Ratio,1.50,1.37,1.49,1.68,1.65,1.42,1.14,1.11,0.77,0.74,1.06,1.02,1.84,1.80,1.38,1.56,1.34,1.41,1.26,1.25,0.51,Upgrade
8,P/TBV Ratio,1.37,1.37,1.49,1.68,1.65,1.42,1.14,1.11,0.77,0.74,1.06,1.02,1.84,1.80,1.38,1.56,1.34,1.41,1.26,1.25,0.51,Upgrade
9,P/FCF Ratio,-,-,-9.73,-,-32.90,-,-7.79,-4.48,-,-3.89,-,-,-,-,6.36,4.16,-,3.71,3.95,22.45,-,Upgrade
10,P/OCF Ratio,17.91,12.44,-26.39,-,85.20,-,-139.45,-18.52,-,10.95,-,62.47,-,-,4.81,3.27,-,2.74,2.55,6.05,2.05,Upgrade
11,PEG Ratio,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,Upgrade
12,EV/Sales Ratio,1.03,0.96,1.22,1.12,1.10,0.97,0.89,0.84,0.61,0.59,0.66,0.67,1.00,0.99,0.84,0.96,0.86,0.92,0.97,1.02,0.72,Upgrade
13,EV/EBITDA Ratio,8.21,5.99,10.47,11.76,10.31,12.37,17.71,13.14,-,-,7.36,7.46,9.13,6.70,4.95,4.84,3.78,4.00,4.04,4.87,4.35,Upgrade
14,EV/EBIT Ratio,13.12,12.22,18.61,25.80,18.54,33.16,238.37,39.80,-,-,13.39,14.66,15.41,9.69,6.82,6.29,4.75,5.02,4.98,6.19,5.90,Upgrade
15,EV/FCF Ratio,-29.93,-,-15.37,-,-55.85,-,-14.05,-8.40,-,-7.77,-,-,-,-,8.54,5.78,-,5.76,7.08,41.85,-,Upgrade
16,Debt / Equity Ratio,0.84,0.84,0.87,1.36,1.23,1.40,1.08,1.12,1.21,0.99,0.86,0.81,0.81,0.70,0.62,0.63,0.80,0.81,1.04,1.22,1.38,Upgrade
17,Debt / EBITDA Ratio,3.33,1.50,2.57,4.30,4.90,7.25,5.97,2.34,-,-,2.56,4.41,4.82,2.72,2.30,1.85,1.60,1.70,1.65,1.82,2.07,Upgrade
18,Debt / FCF Ratio,-,-,-5.70,-,-24.39,-,-7.39,-4.53,-,-5.23,-,-,-,-,2.88,1.68,-,2.13,3.24,21.81,-,Upgrade
19,Asset Turnover,1.02,1.03,0.99,1.02,0.83,0.88,1.13,0.74,0.73,1.25,1.05,1.02,1.13,1.00,0.98,0.96,1.13,1.00,0.89,0.98,Upgrade,
20,Inventory Turnover,2.16,2.29,2.06,1.99,2.16,1.86,1.99,2.30,1.92,1.95,2.86,2.50,2.45,2.55,2.19,2.16,2.08,2.67,2.11,1.77,2.18,Upgrade
21,Quick Ratio,0.33,0.33,0.35,0.18,0.17,0.19,0.19,0.18,0.17,0.20,0.21,0.18,0.22,0.22,0.19,0.20,0.25,0.24,0.25,0.16,0.20,Upgrade
22,Current Ratio,1.19,1.19,1.25,1.01,1.02,0.99,1.02,0.96,0.93,0.98,1.05,1.00,1.10,1.09,1.17,1.13,1.17,1.09,1.11,1.05,1.05,Upgrade
23,Return on Equity (ROE),14.37%,21.88%,12.09%,6.18%,0.55%,1.07%,29.15%,-28.63%,-18.85%,17.33%,1.22%,0.73%,9.41%,11.65%,18.69%,33.43%,25.85%,40.41%,45.30%,43.59%,Upgrade,
24,Return on Assets (ROA),5.45%,7.25%,4.36%,2.78%,1.18%,1.71%,8.76%,-4.99%,-4.65%,6.30%,1.83%,1.56%,4.08%,4.67%,6.59%,10.87%,9.24%,12.37%,12.69%,11.59%,Upgrade,
25,Return on Capital (ROIC),6.22%,8.36%,5.09%,3.26%,1.42%,2.17%,11.13%,-6.67%,-6.18%,8.23%,2.45%,2.08%,5.60%,6.49%,8.82%,14.20%,12.00%,15.45%,15.61%,14.38%,Upgrade,
26,Return on Capital Employed (ROCE),13.91%,13.91%,10.81%,8.56%,12.03%,5.54%,0.67%,4.23%,-,-,10.30%,9.38%,12.21%,19.39%,21.54%,27.25%,29.94%,31.44%,30.77%,25.42%,17.83%,Upgrade
27,Earnings Yield,7.57%,8.28%,5.53%,2.88%,5.34%,0.38%,-3.88%,-0.23%,-9.71%,0.15%,6.60%,5.75%,5.47%,9.86%,14.84%,16.92%,23.27%,23.57%,28.06%,22.09%,37.17%,Upgrade
28,FCF Yield,-4.62%,-9.02%,-10.27%,-16.73%,-3.04%,-20.24%,-12.84%,-22.32%,-43.37%,-25.71%,-18.99%,-12.77%,0.35%,3.45%,15.71%,24.04%,23.32%,26.94%,25.35%,4.45%,2.50%,Upgrade
29,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.41%,-,-,4.90%,-,-,Upgrade
30,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,203.71%,-,-,-,-,40.63%,11.35%,-,Upgrade
31,Buyback Yield / Dilution,-38.29%,-39.99%,-0.96%,0.04%,-0.01%,1.17%,0.92%,0.48%,-0.40%,0.05%,0.00%,-0.53%,0.37%,0.00%,0.01%,-0.05%,0.02%,-3.93%,-3.85%,-8.35%,0.08%,Upgrade
32,Total Shareholder Return,-38.29%,-39.99%,-0.96%,0.04%,-0.01%,1.17%,0.92%,0.48%,-0.40%,0.05%,0.00%,-0.53%,0.37%,0.00%,0.01%,6.36%,0.02%,-3.93%,1.06%,-8.35%,0.08%,Upgrade
