,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,3611234,3525028,3184669,3252592,2613982,2709251,3473070,2313698,2218459,3566949,2966373,2805814,3060720,2681949,2596413,2473713,2867039,2549545,2218242,2386758,Upgrade
1,Revenue Growth (YoY),38.15%,30.11%,-8.30%,40.58%,17.83%,-24.05%,17.08%,-17.54%,-27.52%,33.00%,14.25%,13.43%,6.76%,5.19%,17.05%,3.64%,37.52%,40.80%,38.63%,41.14%,Upgrade
2,Cost of Revenue,3081995,2901414,2754155,2903750,2372290,2428438,2810865,2384167,2283623,3081345,2681532,2551558,2690885,2297707,2126048,1845196,2278314,1870200,1548426,1766958,Upgrade
3,Gross Profit,529239,623614,430514,348842,241692,280813,662205,-70469,-65164,485604,284840,254256,369836,384242,470365,628517,588725,679345,669816,619800,Upgrade
4,"Selling, General & Admin",222197,226210,205454,206957,182210,196068,230434,180084,160687,198092,202143,185768,193130,184209,191980,180397,213279,176875,161832,167590,Upgrade
5,Operating Expenses,222197,226210,205454,206957,182210,196068,230434,180084,160687,198092,202143,185768,193130,184209,191980,180397,213279,176875,161832,167590,Upgrade
6,Operating Income,307042,397404,225060,141884,59482,84745,431771,-250553,-225851,287512,82697,68488,176705,200033,278385,448119,375446,502470,507984,452210,Upgrade
7,Interest Expense,-69600,-71991,-,-43532,-62521,-60984,-,-68667,-45305,-39941,-48190,-46314,-45721,-40158,-48677,-47724,-63882,-71175,-91827,-82935,Upgrade
8,Interest & Investment Income,20535,6819,-,5083,9118,6841,-,6024,10218,4554,7622,4549,8245,4506,7989,4259,8993,5773,10343,4756,Upgrade
9,Earnings From Equity Investments,-1108,-,-322.46,-,291.83,-,-3057,-,1098,-,-1090,-,4905,-,-,-,929.36,-,-,-,Upgrade
10,Currency Exchange Gain (Loss),-,-,-,55.56,1320,-,-,-,-419.95,-,-15.43,-,10.18,-,-,-,68.75,-,-109.49,107.85,Upgrade
11,Other Non Operating Income (Expenses),6169,-1194,-67525,-4096,6629,-7129,-58282,2141,33576,-1699,-11182,-1757,4935,4458,1501,-69.56,3341,-9296,440,15.46,Upgrade
12,EBT Excluding Unusual Items,263038,331037,157213,99396,14320,23473,370432,-311056,-226684,250426,29842,24966,149079,168839,239197,404584,324895,427772,426830,374154,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,425.6,-,-,154.55,118.86,-,-,309.09,14597,-,-,3388,-1745,-,1612,454.55,Upgrade
14,Pretax Income,263038,331037,157213,99396,14746,23473,370432,-310901,-226565,250426,29842,25275,163677,168839,239197,407972,323151,427772,428442,374609,Upgrade
15,Income Tax Expense,24181,18867,11777,26788,8294,11009,43612,9828,-2520,44072,15566,16666,52045,30829,24303,42950,59745,40960,27081,25892,Upgrade
16,Net Income,238857,312170,145435,72608,6452,12464,326820,-320729,-224044,206354,14276,8609,111632,138010,214894,365022,263406,386812,401361,348717,Upgrade
17,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,47491,-,-,-,113546,-,-,-,Upgrade
18,Net Income to Common,238857,312170,145435,72608,6452,12464,326820,-320729,-224044,206354,14276,8609,64142,138010,214894,365022,149860,386812,401361,348717,Upgrade
19,Net Income Growth,3602.03%,2404.64%,-55.50%,-,-,-93.96%,2189.29%,-,-,49.52%,-93.36%,-97.64%,-57.62%,-64.32%,-46.46%,4.68%,2.03%,1895.60%,5228.80%,1638.68%,Upgrade
20,Shares Outstanding (Basic),335,242,242,242,239,240,242,242,242,242,243,241,242,242,242,242,242,242,242,242,Upgrade
21,Shares Outstanding (Diluted),335,242,242,242,239,240,242,242,242,242,243,241,242,242,242,242,242,242,242,242,Upgrade
22,Shares Change (YoY),39.99%,0.96%,-0.04%,0.01%,-1.17%,-0.92%,-0.48%,0.40%,-0.05%,-0.00%,0.53%,-0.37%,-0.00%,-0.01%,0.05%,-0.02%,3.93%,3.85%,8.35%,-0.08%,Upgrade
23,EPS (Basic),714.00,1290.00,601.00,300.00,27.00,52.00,1350.00,-1325.31,-926.56,853.00,58.69,35.71,265.13,570.48,888.10,1508.66,619.42,1598.70,1659.50,1440.99,Upgrade
24,EPS (Diluted),714.00,1290.00,601.00,300.00,26.66,52.00,1350.00,-1325.31,-927.03,853.00,58.69,35.71,265.13,570.48,888.10,1508.66,619.42,1598.70,1659.50,1440.99,Upgrade
25,EPS Growth,2578.07%,2380.77%,-55.48%,-,-,-93.90%,2200.23%,-,-,49.52%,-93.39%,-97.63%,-57.20%,-64.32%,-46.48%,4.70%,-40.30%,1821.70%,4818.20%,1640.00%,Upgrade
26,Free Cash Flow,-469104,484581,-922785,69925,-628865,105465,215137,-1034147,32793,-364246,-82797,-462886,-71051,10823,552958,-202832,678505,719214,224467,-21727,Upgrade
