,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,439332,541034,524316,357618,592137,319675,397273,149615,627012,239178,180439,228714,200057,174686,156180,300005,232604,310493,183355,153079,Upgrade
1,Short-Term Investments,1370891,1343156,520745,493368,489883,552181,550577,564396,504883,522700,522993,555328,577083,543896,525354,518715,537359,497707,383758,492841,Upgrade
2,Cash & Short-Term Investments,1810222,1884190,1045061,850986,1082020,871857,947850,714012,1131895,761878,703432,784041,777140,718581,681534,818720,769963,808200,567113,645921,Upgrade
3,Cash Growth,67.30%,116.11%,10.26%,19.18%,-4.41%,14.44%,34.75%,-8.93%,45.65%,6.03%,3.21%,-4.24%,0.93%,-11.09%,20.18%,26.75%,18.44%,33.70%,-20.48%,16.32%,Upgrade
4,Accounts Receivable,197354,263876,211536,237005,222496,222645,215203,336932,251010,265463,273900,274762,319929,151633,211081,246018,212526,226218,148435,179594,Upgrade
5,Other Receivables,98146,82642,82599,44305,21393,82977,75983,96335,44373,85859,96625,86911,43096,55118,34749,50699,33684,66178,31454,63803,Upgrade
6,Receivables,295499,346518,294135,281310,243889,305622,291186,433267,295383,351322,370525,361673,363025,206751,245830,296717,246210,292396,179889,243396,Upgrade
7,Inventory,5303051,5452642,5828803,5250293,5494431,4718067,5044332,4739394,5207103,4167258,4442128,4127802,4203443,4249678,4129533,3735449,3348893,3477061,3629634,3358805,Upgrade
8,Prepaid Expenses,41677,30131,43354,28206,31292,27352,26504,74414,78742,24891,27282,20531,20679,22152,19377,23404,12443,32724,36444,47363,Upgrade
9,Other Current Assets,173960,322277,191149,237739,249608,405675,223396,213999,352006,302214,350191,330169,273180,363195,233459,253044,275581,256512,396495,430743,Upgrade
10,Total Current Assets,7624409,8035758,7402502,6648534,7101241,6328573,6533268,6175086,7065130,5607564,5893559,5624216,5637467,5560358,5309733,5127334,4653090,4866893,4809575,4726228,Upgrade
11,"Property, Plant & Equipment",6083414,5751511,5583068,5586579,5624123,5694149,5743302,5741581,5699429,5536701,5435804,5263876,5049908,5056047,5089481,5182397,5234400,5141479,5063422,5035688,Upgrade
12,Long-Term Investments,116130,117238,117238,119561,119561,121269,111269,114326,114326,104228,104228,105317,105317,102413,102413,102413,102413,101483,101483,86483,Upgrade
13,Long-Term Deferred Tax Assets,22430,5770,5770,-,-,-,-,-,-,-,3215,-,-,-,-,-,-,-,-,-,Upgrade
14,Other Long-Term Assets,271608,159485,217704,157147,166780,80071,133484,105643,95218,65707,74924,65165,69861,72851,102332,94360,111368,104423,114511,71237,Upgrade
15,Total Assets,14117991,14069763,13326282,12511820,13011704,12224062,12521323,12136637,12974104,11314200,11511729,11058575,10862554,10791670,10603958,10506503,10101271,10214278,10088991,9919635,Upgrade
16,Accounts Payable,762647,765514,764805,921836,846470,1789367,1358790,1033804,2147055,1334569,1588409,1141145,1428670,1322457,1183533,1029818,1031774,820834,696183,843441,Upgrade
17,Accrued Expenses,110501,147905,124680,130939,167362,201940,603385,170280,204424,284425,260759,186004,247640,255513,238223,151146,186328,153015,145209,119752,Upgrade
18,Short-Term Debt,242200,231437,5748936,496130,5242285,240229,4084666,570942,3173372,365077,505646,142000,1962369,138777,1374343,192550,1609667,289171,2582349,2852786,Upgrade
19,Current Portion of Long-Term Debt,4570109,4447396,-,4188620,176205,3579136,156393,3688883,458179,2960254,2569910,2679811,565212,1871584,575478,2109001,442129,2189823,359464,-,Upgrade
20,Current Portion of Leases,116153,80155,-,77773,108490,68030,91082,55469,73059,43556,59165,52470,71878,65075,93588,80118,106146,84921,112394,85716,Upgrade
21,Current Income Taxes Payable,91516,51364,34908,17308,25863,21588,14089,17730,39019,55608,21690,23967,64368,66843,57181,44898,116347,84496,53100,26141,Upgrade
22,Other Current Liabilities,524015,725330,681164,713868,574931,299637,467817,1135460,1117921,293184,879334,908876,831562,1027138,1193896,774218,762194,774130,635170,569188,Upgrade
23,Total Current Liabilities,6417142,6449101,7354493,6546474,7141605,6199926,6776222,6672569,7213029,5336674,5884913,5134274,5171699,4747387,4716242,4381748,4254586,4396389,4583868,4497025,Upgrade
24,Long-Term Debt,571100,675813,917683,747249,716468,840627,669350,648094,642431,703041,592640,832198,611252,814194,797438,1118012,1098221,1327170,1269216,1479601,Upgrade
25,Long-Term Leases,193197,250087,-,303081,309947,305342,208048,262555,243818,91624,48261,75548,75983,106566,101947,141990,145299,196051,195135,246893,Upgrade
26,Other Long-Term Liabilities,170485,167553,168828,176174,177449,218384,220383,232920,233599,317589,326997,326961,317697,317372,317932,335693,396206,351114,326884,321442,Upgrade
27,Total Liabilities,7351924,7542554,8441004,7772978,8345469,7564279,7874004,7816138,8332876,6448928,6852811,6368980,6176631,5985520,5933559,5977443,5894311,6270724,6375104,6544961,Upgrade
28,Common Stock,3346691,3346691,2420019,2420019,2420019,2420019,2420019,2420019,2420019,2420019,2420019,1152394,1152394,1152394,1152394,1047639,1047639,1047639,1047639,910998,Upgrade
29,Additional Paid-In Capital,821521,821521,418433,418433,418433,418433,418433,418433,418433,418433,418433,418433,418433,418433,418433,418433,418433,418433,418433,418433,Upgrade
30,Retained Earnings,2596854,2357997,2045826,1900391,1827783,1821331,1808868,1482048,1802776,2026821,1820466,3118768,3115096,3235322,3099572,3062988,2740888,2477482,2247816,2045243,Upgrade
31,Total Common Equity,6765067,6526209,4884278,4738843,4666235,4659783,4647319,4320499,4641228,4865272,4658918,4689595,4685923,4806150,4670399,4529060,4206960,3943554,3713888,3374674,Upgrade
32,Minority Interest,1000,1000,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
33,Shareholders' Equity,6766067,6527209,4885278,4738843,4666235,4659783,4647319,4320499,4641228,4865272,4658918,4689595,4685923,4806150,4670399,4529060,4206960,3943554,3713888,3374674,Upgrade
34,Total Liabilities & Equity,14117991,14069763,13326282,12511820,13011704,12224062,12521323,12136637,12974104,11314200,11511729,11058575,10862554,10791670,10603958,10506503,10101271,10214278,10088991,9919635,Upgrade
