,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+10 Quarters
0,Market Capitalization,15,17,20,17,27,28,20,37,41,51,72,79,114,106,110,125,125,269,269,331,370,Upgrade
1,Market Cap Growth,-39.66%,-39.66%,-2.38%,-55.13%,-32.94%,-45.79%,-72.00%,-52.44%,-64.29%,-51.36%,-34.50%,-36.92%,-8.46%,-60.71%,-59.11%,-62.32%,-66.23%,-20.00%,-18.84%,25.45%,5.48%,Upgrade
2,Enterprise Value,3,-6,-3,-1,10,9,1,19,22,-5,16,15,50,40,44,55,55,206,206,272,311,Upgrade
3,Last Close Price,0.03,0.04,0.04,0.04,0.06,0.06,0.04,0.08,0.09,0.11,0.15,0.16,0.24,0.22,0.23,0.26,0.26,0.56,0.56,0.69,0.77,Upgrade
4,PE Ratio,-,-,-,-1.95,-,-,-,-,-5.61,-,-,-,-,-,-,-201.29,-56.06,-,-,-,-,Upgrade
5,PS Ratio,0.16,0.17,0.26,0.31,0.47,0.45,0.33,0.63,0.73,1.06,1.47,1.53,2.08,1.85,1.92,2.22,2.15,4.11,3.65,4.05,4.13,Upgrade
6,PB Ratio,0.31,0.36,0.42,0.31,0.51,0.52,0.34,0.63,-,0.84,1.14,1.25,-,1.45,1.37,1.56,-,3.39,3.24,4.00,-,Upgrade
7,P/TBV Ratio,0.34,0.34,0.40,0.30,0.47,0.48,0.31,0.58,-,0.78,1.03,1.13,-,1.38,1.33,1.51,-,3.37,3.24,3.99,-,Upgrade
8,EV/Sales Ratio,0.03,-,-,-,0.17,0.15,0.02,0.31,0.39,-,0.33,0.29,0.92,0.70,0.77,0.97,0.94,3.15,2.80,3.33,3.47,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-,-,-8.14,-3.58,-,-,-,-,-,-,-17.27,-16.71,-,-,-,-,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,-,-5.15,-2.91,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,0.09,0.09,0.09,0.01,0.04,0.04,0.05,0.05,-,0.08,0.11,0.11,-,0.12,0.08,0.08,-,0.09,0.11,0.11,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,0.05,-,-,-,1.15,-,-,-,-,-,-,-,25.01,-,-,-,-,-,Upgrade
13,Asset Turnover,2.12,1.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,135.78,118.92,222.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,1.35,1.35,1.35,1.25,-,1.95,-,2.01,-,2.50,-,4.50,-,5.04,-,5.70,-,5.05,-,5.37,-,Upgrade
16,Current Ratio,1.55,1.55,1.55,1.59,-,2.13,-,2.15,-,2.64,-,4.62,-,5.16,-,5.94,-,5.28,-,5.62,-,Upgrade
17,Return on Equity (ROE),-28.95%,-27.02%,22.69%,-21.10%,-25.43%,-18.14%,-,-,-18.70%,-2.35%,-,-,-23.91%,-14.58%,-,-,-6.50%,-11.12%,-,-,Upgrade,
18,Return on Assets (ROA),-13.25%,-11.59%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-16.34%,-15.82%,13.79%,-12.83%,-15.46%,-10.73%,-,-,-10.45%,-4.54%,-,-,-14.78%,-8.50%,-,-,-4.26%,-6.86%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),-,-,-,-11.55%,-,-,-,-5.97%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Earnings Yield,-58.69%,-53.66%,-47.03%,-51.20%,-37.80%,-26.93%,-32.62%,-11.87%,-17.84%,-20.63%,-16.21%,-17.14%,-7.37%,-3.66%,-0.92%,-0.50%,-1.78%,-1.73%,-1.54%,-0.46%,0.07%,Upgrade
22,FCF Yield,9.33%,-33.92%,-14.48%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
