,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,27291,30400,26463,24702,39550,35484,36916,48083,64674,44096,70288,86692,69569,53874,81679,84968,76812,75581,43795,22701,20937,Upgrade
1,Market Cap Growth,-14.33%,-14.33%,-28.32%,-48.63%,-38.85%,-19.53%,-47.48%,-44.54%,-7.04%,-18.15%,-13.95%,2.03%,-9.43%,-28.72%,86.50%,274.29%,266.88%,232.94%,86.79%,-3.18%,13.79%,Upgrade
2,Enterprise Value,27113,29739,24970,22686,36993,32045,32689,43090,63269,41797,66442,83614,66516,49763,78824,81959,73113,76085,43402,22308,19255,Upgrade
3,Last Close Price,14.48,15.70,11.70,9.87,19.44,17.48,22.80,27.40,48.50,24.95,42.25,55.70,58.00,39.60,64.50,81.20,56.80,48.05,55.85,28.95,26.70,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-67.43,-,-,-,-,-,Upgrade
5,Forward PE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79.00,-,-,-,-,-,Upgrade
6,PS Ratio,7.21,15.36,15.21,14.00,23.89,27.07,29.02,38.99,39.36,15.83,21.01,23.09,14.08,13.50,21.67,23.57,40.55,52.61,38.36,23.89,24.15,Upgrade
7,PB Ratio,0.46,4.37,3.73,3.25,4.90,3.97,3.89,4.54,5.85,5.79,7.97,8.45,6.81,5.80,8.44,11.44,11.10,10.42,16.72,6.96,6.28,Upgrade
8,P/TBV Ratio,4.86,4.86,4.14,3.60,5.44,4.30,4.18,4.87,6.24,6.41,8.82,9.40,7.38,5.92,8.62,11.75,11.42,10.65,17.77,7.32,6.60,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-58.13,-,-,-,-51.23,-,-,-,-,-,Upgrade
10,P/OCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-161.61,-,-,-,-101.83,-,-,-,-,-,Upgrade
11,EV/Sales Ratio,13.70,15.02,14.35,12.86,22.35,24.44,25.70,34.94,38.50,15.00,19.86,22.27,13.46,12.47,20.91,22.74,38.60,52.96,38.01,23.48,22.21,Upgrade
