,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,355,376,265,216,279,425,516,516,418,565,585,662,725,788,753,690,690,704,725,1464,1742,Upgrade
1,Market Cap Growth,-11.48%,-11.48%,-48.65%,-58.11%,-33.33%,-24.69%,-11.90%,-22.11%,-42.31%,-28.32%,-22.22%,-4.04%,5.05%,11.88%,3.85%,-52.86%,-60.40%,-56.09%,-57.38%,-12.86%,-13.79%,Upgrade
2,Enterprise Value,2840,9954,9842,9816,9878,10483,10574,11435,11338,12451,12469,13007,13069,12611,12575,11489,11489,9643,9659,11153,11432,Upgrade
3,Last Close Price,0.05,0.05,0.04,0.03,0.04,0.06,0.07,0.07,0.06,0.08,0.08,0.10,0.10,0.11,0.11,0.10,0.10,0.10,0.10,0.21,0.25,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-1.91,-1.51,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.37,0.40,0.24,0.17,0.20,0.27,0.34,0.40,0.40,0.62,0.62,0.72,0.89,1.08,1.02,0.92,0.84,0.80,0.90,1.94,2.24,Upgrade
6,PB Ratio,0.25,0.12,0.08,0.07,0.09,0.10,0.12,0.11,0.09,0.09,0.09,0.10,0.11,0.11,0.11,0.10,0.11,0.13,0.13,0.25,0.31,Upgrade
7,P/FCF Ratio,1.68,0.96,1.00,1.56,-6.28,-,-,-,-,-,-,-,-,-,-,-,-,6.70,17.59,-,-,Upgrade
8,P/OCF Ratio,1.68,0.96,1.00,1.56,-6.28,-,-,-,-,-,-,-,-,-,-,-,-,6.70,17.59,-,-,Upgrade
9,EV/Sales Ratio,2.93,10.62,9.04,7.84,7.04,6.54,7.04,8.85,10.75,13.77,13.28,14.17,15.96,17.25,17.10,15.31,14.04,10.96,11.95,14.76,14.68,Upgrade
10,EV/EBITDA Ratio,-,-41.53,-42.04,-,-,74.86,55.41,49.49,47.81,46.90,38.04,34.85,40.71,46.11,64.81,97.10,126.07,146.33,114.47,-,-,Upgrade
11,EV/EBIT Ratio,-,-39.00,-39.35,-,-,85.08,61.33,53.88,51.69,50.35,40.57,37.00,43.92,50.83,76.12,134.02,249.07,1015.63,308.63,-,-,Upgrade
