,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,516,642,730,1198,1650,2570,2911,3299,3022,3014,3855,Upgrade
1,Market Cap Growth,-46.36%,-46.36%,-55.77%,-53.40%,-43.32%,-22.12%,-3.67%,9.47%,-21.60%,-22.45%,23.04%,Upgrade
2,Enterprise Value,106,1041,1125,705,1453,2674,3195,2794,2480,2529,2879,Upgrade
3,Last Close Price,0.65,0.81,0.92,1.51,2.08,3.24,3.55,3.95,3.42,3.34,4.02,Upgrade
4,PE Ratio,-,-,-,-,-,5.62,4.30,3.51,2.79,2.37,3.05,Upgrade
5,PS Ratio,0.04,0.05,0.06,0.09,0.13,0.23,0.28,0.37,0.38,0.37,0.49,Upgrade
6,PB Ratio,0.07,0.08,0.08,0.12,0.15,0.23,0.25,0.30,0.29,0.33,0.43,Upgrade
7,P/TBV Ratio,0.09,0.09,0.09,0.13,0.17,0.26,0.29,0.33,0.32,0.36,0.47,Upgrade
8,P/FCF Ratio,2.14,2.67,2.91,2.58,1.68,-75.55,-,-,-,-25.99,-,Upgrade
9,P/OCF Ratio,2.01,2.01,2.34,2.18,1.52,15.04,-,-,-,15.12,-,Upgrade
10,EV/Sales Ratio,0.01,0.08,0.09,0.06,0.12,0.24,0.31,0.31,0.31,0.31,0.36,Upgrade
11,EV/EBITDA Ratio,1.76,1.76,1.39,1.00,2.16,4.48,6.80,7.29,7.08,6.27,7.72,Upgrade
12,EV/EBIT Ratio,2.05,2.05,1.56,1.16,3.02,6.26,9.14,11.11,9.11,7.49,11.91,Upgrade
13,EV/FCF Ratio,0.44,4.32,4.49,1.52,1.48,-78.61,-,-,-,-21.80,-,Upgrade
14,Debt / Equity Ratio,0.16,0.16,0.18,0.20,0.17,0.16,0.20,0.23,0.12,0.12,0.14,Upgrade
15,Debt / FCF Ratio,5.81,5.81,6.42,4.55,1.83,-54.40,-,-,-,-9.81,-,Upgrade
16,Return on Capital Employed (ROCE),5.84%,5.84%,6.77%,5.04%,3.91%,3.39%,2.73%,2.10%,2.48%,3.46%,2.48%,Upgrade
17,Earnings Yield,-304.88%,-244.66%,-217.92%,-40.30%,-0.41%,17.80%,23.23%,28.53%,35.85%,42.16%,32.80%,Upgrade
18,FCF Yield,46.69%,37.47%,34.35%,38.80%,59.53%,-1.32%,-26.30%,-10.61%,-6.00%,-3.85%,9.24%,Upgrade
19,Dividend Yield,0.00%,-,-,-,-,-,5.07%,7.85%,9.36%,9.58%,7.95%,Upgrade
20,Total Shareholder Return,-,-,-,-,-,5.07%,7.85%,9.36%,9.58%,7.95%,Upgrade,
