,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1513,1665,1743,2318,2097,2042,1770,1650,2038,2061,Upgrade
1,Short-Term Investments,116.27,159.32,144.72,343.5,228.49,106.07,263.03,79.54,0.28,76.78,Upgrade
2,Trading Asset Securities,1195,388.15,758.78,527.16,553.43,912.55,900.9,682.5,196.33,87.71,Upgrade
3,Cash & Short-Term Investments,2824,2212,2646,3189,2879,3061,2934,2412,2235,2226,Upgrade
4,Cash Growth,6.74%,-30.63%,-8.08%,4.18%,-1.87%,26.91%,31.25%,8.35%,-13.05%,9.50%,Upgrade
5,Accounts Receivable,4059,4345,3642,3464,3145,3384,3199,2449,2328,2895,Upgrade
6,Other Receivables,254.48,295.44,296.52,270.16,276.57,252.07,32.09,38.74,28.41,6.02,Upgrade
7,Receivables,4316,4643,3939,3734,3422,3636,3231,2488,2356,2901,Upgrade
8,Inventory,460.42,490.35,480.4,129.84,73.84,48.23,33.82,30.24,51.67,49.71,Upgrade
9,Prepaid Expenses,13.9,12.82,22.33,22.02,-,22.65,-,-,-,-,Upgrade
10,Other Current Assets,99.84,83.28,89.08,147.45,105.73,116.64,92.93,57.83,79.96,107.13,Upgrade
11,Total Current Assets,7715,7441,7176,7222,6480,6884,6292,4987,4723,5284,Upgrade
12,"Property, Plant & Equipment",554.8,571.96,573.06,623.67,611.86,611.74,517.53,485.43,448.18,331.97,Upgrade
13,Long-Term Investments,6395,7999,9077,9382,10172,10404,9824,9498,8280,8427,Upgrade
14,Goodwill,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,Upgrade
15,Other Intangible Assets,300.67,313.83,312.04,332.47,361.51,445,330.42,321.19,201.57,218.73,Upgrade
16,Long-Term Accounts Receivable,-,-,-,-,-,-,24.46,-,82.37,-,Upgrade
17,Long-Term Deferred Charges,-,-,-,0.06,-,1.14,-,2.62,-,5.54,Upgrade
18,Total Assets,14995,16356,17171,17592,17658,18404,17020,15352,13765,14353,Upgrade
19,Accounts Payable,309.74,441.39,431.43,618.35,445.44,470.31,445.81,356.46,178.11,452.03,Upgrade
20,Short-Term Debt,12.09,245.47,345.03,245.47,466.95,807,1132,628.82,257.25,175.77,Upgrade
21,Current Portion of Long-Term Debt,1178,136,114.25,145.78,35.75,136.8,361.44,259.22,417.4,504.94,Upgrade
22,Current Portion of Leases,60.91,59.37,56.7,43.28,34.19,27.94,34.33,39.88,33.84,33.77,Upgrade
23,Current Income Taxes Payable,78.45,202.09,111.49,231.47,159.69,83,50.5,33.11,55.02,175.6,Upgrade
24,Current Unearned Revenue,715.52,555.14,581.09,512.75,569.13,405.7,366.36,568.71,813.93,779.72,Upgrade
25,Other Current Liabilities,3951,4062,3495,3491,3352,3654,2638,2495,2258,2471,Upgrade
26,Total Current Liabilities,6306,5702,5135,5288,5063,5585,5028,4381,4013,4593,Upgrade
27,Long-Term Debt,103.05,1097,1517,1264,1297,1294,942.8,275.32,413.58,505.98,Upgrade
28,Long-Term Leases,45.25,70.24,79.07,102.36,16.93,23.29,23.14,33.53,16.04,23.84,Upgrade
29,Long-Term Deferred Tax Liabilities,5.75,5.75,5.75,5.75,5.75,18.47,5.75,5.75,5.75,5.75,Upgrade
30,Other Long-Term Liabilities,45.05,379.95,48.22,52.01,16.51,17.91,83.57,132.06,173.87,216.59,Upgrade
31,Total Liabilities,6505,7255,6786,6712,6398,6939,6083,4828,4623,5345,Upgrade
32,Common Stock,79.31,79.31,79.31,79.31,79.31,79.31,79.31,79.31,79.31,79.31,Upgrade
33,Additional Paid-In Capital,731.91,731.91,731.91,731.91,731.91,731.91,731.91,731.91,731.91,731.91,Upgrade
34,Retained Earnings,6461,6876,8033,8466,8516,8560,8201,8130,7514,7300,Upgrade
35,Comprehensive Income & Other,202.31,411.29,611.94,707.03,1101,1304,1201,914.1,262.52,400.9,Upgrade
36,Total Common Equity,7475,8098,9456,9984,10428,10675,10213,9855,8587,8512,Upgrade
37,Minority Interest,1015,1002,929.19,895.5,831.76,789.53,723.82,669.08,555.45,495.3,Upgrade
38,Shareholders' Equity,8490,9100,10385,10880,11260,11465,10937,10524,9143,9007,Upgrade
39,Total Liabilities & Equity,14995,16356,17171,17592,17658,18404,17020,15352,13765,14353,Upgrade
40,Total Debt,1399,1608,2113,1801,1850,2289,2494,1237,1138,1244,Upgrade
41,Net Cash (Debt),1425,603.6,533.6,1388,1028,771.33,440.03,1175,1097,981.57,Upgrade
42,Net Cash Growth,167.07%,-56.51%,-48.12%,79.94%,133.73%,-34.35%,-59.89%,19.70%,-22.24%,21.05%,Upgrade
43,Net Cash Per Share,1.80,0.76,0.67,1.75,1.30,0.97,0.55,1.48,1.38,1.24,Upgrade
44,Filing Date Shares Outstanding,793.12,793.12,793.12,793.12,793.12,793.12,793.12,793.12,793.12,793.12,Upgrade
