,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,60456,36794,27805,22100,21427,21826,37222,70214,52449,57464,82178,Upgrade
1,Market Cap Growth,66.49%,66.49%,29.77%,1.26%,-42.44%,-68.92%,-29.03%,22.19%,-36.18%,7.30%,48.69%,Upgrade
2,Enterprise Value,64920,40366,31246,26425,27630,28213,41833,73032,57166,61111,85316,Upgrade
3,Last Close Price,50.85,30.70,23.11,18.37,17.64,17.86,30.45,57.18,42.53,46.50,66.49,Upgrade
4,PE Ratio,49.71,30.38,34.09,32.91,23.08,25.00,23.04,27.71,29.31,29.54,33.06,Upgrade
5,Forward PE,25.46,18.92,20.03,17.32,17.95,15.37,17.42,23.32,18.19,20.49,23.85,Upgrade
6,PS Ratio,2.47,1.53,1.24,1.00,0.92,1.01,1.72,3.26,2.58,2.89,4.11,Upgrade
7,PB Ratio,2.55,1.51,1.13,0.93,0.85,0.83,1.35,2.59,2.02,2.67,3.79,Upgrade
8,P/TBV Ratio,1.87,1.87,1.19,1.00,0.90,0.88,1.42,2.74,2.13,2.75,3.90,Upgrade
9,P/FCF Ratio,15.44,9.40,7.72,5.64,7.25,-423.58,-,-,-67.26,-,71.25,Upgrade
10,P/OCF Ratio,6.55,6.55,5.45,4.10,4.34,7.80,13.94,17.39,12.29,14.89,19.11,Upgrade
11,PEG Ratio,0.49,0.57,0.98,0.72,6.86,2.54,0.95,0.86,2.17,1.59,-,Upgrade
12,EV/Sales Ratio,2.69,1.67,1.39,1.20,1.18,1.30,1.93,3.39,2.81,3.07,4.26,Upgrade
13,EV/EBITDA Ratio,15.05,9.86,9.07,7.94,7.03,6.75,8.47,13.71,13.19,13.57,16.86,Upgrade
14,EV/EBIT Ratio,55.01,34.21,62.05,-,32.79,26.80,22.95,30.75,35.66,28.03,30.86,Upgrade
15,EV/FCF Ratio,16.58,10.31,8.68,6.74,9.35,-547.54,-,-,-73.31,-,73.97,Upgrade
16,Debt / Equity Ratio,0.51,0.51,0.43,0.45,0.47,0.45,0.47,0.48,0.42,0.47,0.46,Upgrade
17,Debt / FCF Ratio,3.17,3.17,2.93,2.72,3.99,-231.78,-,-,-14.09,-,8.57,Upgrade
18,Return on Capital Employed (ROCE),3.39%,3.39%,1.59%,-,2.38%,2.76%,4.59%,6.05%,4.57%,7.42%,9.33%,Upgrade
19,Earnings Yield,2.00%,3.29%,2.93%,3.04%,4.33%,4.00%,4.34%,3.61%,3.41%,3.39%,3.03%,Upgrade
20,FCF Yield,6.48%,10.64%,12.95%,17.75%,13.79%,-0.24%,-3.85%,-0.88%,-1.49%,-0.66%,1.40%,Upgrade
21,Dividend Yield,0.20%,-,-,-,-,-,-,0.69%,0.71%,0.23%,0.60%,Upgrade
22,Buyback Yield / Dilution,1.40%,0.85%,1.93%,1.12%,0.15%,0.69%,0.35%,-,-0.00%,0.28%,1.01%,Upgrade
23,Total Shareholder Return,1.59%,0.85%,1.93%,1.12%,0.15%,0.69%,0.35%,0.69%,0.70%,0.51%,1.61%,Upgrade
