,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,4771,5700,4652,5270,4304,4883,4588,4778,4302,5053,3976,4171,3437,3390,3526,4247,3540,3714,2435,2893,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,20,-,100,-,122.29,-,1419,-,1913,Upgrade
2,Trading Asset Securities,102.08,101.74,115.68,114.85,92.59,123.54,94.91,420.81,950.41,1093,1065,1190,275.13,233.92,89.06,484.34,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,4873,5802,4767,5385,4397,5007,4683,5199,5252,6146,5041,5381,3712,3724,3615,4854,3540,5134,2435,4806,Upgrade
4,Cash Growth,10.82%,15.87%,1.80%,3.58%,-16.29%,-18.53%,-7.10%,-3.38%,41.50%,65.05%,39.45%,10.85%,4.84%,-27.46%,48.42%,1.00%,83.71%,28.46%,-32.70%,7.15%,Upgrade
5,Accounts Receivable,1294,1366,1538,1200,1352,1223,1581,1405,1166,1196,1442,1022,1668,1926,1633,1077,1268,764.08,1560,1132,Upgrade
6,Other Receivables,53.47,266.43,52.41,257.27,63.24,293.13,115.41,311.87,93.37,311.38,101.75,332.53,191,263.41,88.37,292.33,105.99,99.31,75.77,283.33,Upgrade
7,Receivables,1348,1632,1591,1458,1415,1516,1696,1717,1260,1507,1544,1354,1859,2189,1721,1369,1374,863.39,1635,1415,Upgrade
8,Inventory,1008,703.5,1219,985.66,1658,832.04,1426,1128,1675,795.65,1494,1274,1712,1216,1003,1171,1600,1489,1430,1213,Upgrade
9,Prepaid Expenses,-,29.18,-,26.03,-,28.57,-,14.47,-,4.9,-,6.98,-,9.36,-,9.38,-,-,-,2.08,Upgrade
10,Other Current Assets,489.66,262.61,502.35,299.93,522.42,307.19,529.09,330.7,532.42,348.52,627.54,352.72,1007,697.55,1348,417.18,1936,682.56,2289,408.17,Upgrade
