,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Sep '19 Sep 30, 2019",+2 Quarters
0,Market Capitalization,119,49,32,62,146,185,216,254,177,262,322,Upgrade
1,Market Cap Growth,-20.99%,-20.99%,-78.31%,-66.25%,-32.50%,-27.27%,21.74%,-2.94%,-45.05%,-28.51%,-41.78%,Upgrade
2,Enterprise Value,186,99,82,94,156,174,186,223,194,234,120,Upgrade
3,Last Close Price,0.15,0.06,0.04,0.08,0.19,0.24,0.28,0.33,0.23,0.34,0.41,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,6.95,-,-,-,Upgrade
5,PS Ratio,0.94,0.39,0.22,0.43,1.03,1.25,1.27,2.60,-,0.84,1.34,Upgrade
6,PB Ratio,-2.03,-2.03,7.18,0.58,1.05,1.04,1.12,0.76,0.60,0.93,1.07,Upgrade
7,P/TBV Ratio,-,-,7.18,0.58,1.05,1.04,1.12,0.76,0.60,0.93,0.94,Upgrade
8,P/FCF Ratio,10.56,-,2.21,-25.62,-,-,5.17,18.82,-,-,3.41,Upgrade
9,P/OCF Ratio,4.24,-,2.18,-34.08,-,-,5.13,18.39,-,-,3.41,Upgrade
10,EV/Sales Ratio,1.47,0.78,0.56,0.64,1.10,1.17,1.09,2.28,-,0.75,0.50,Upgrade
11,EV/EBITDA Ratio,-,-,-,-3.40,-,-,-,8.42,-,-15.65,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-3.37,-,-,-,8.48,-,-,-,Upgrade
13,EV/FCF Ratio,16.44,-,5.71,-38.41,-,-,4.45,16.50,-,-,1.27,Upgrade
14,Debt / Equity Ratio,-4.55,-4.55,24.76,1.04,0.79,0.61,0.47,0.31,0.38,0.52,0.51,Upgrade
15,Debt / FCF Ratio,9.76,-,7.61,-45.81,-,-,2.18,7.60,-,-,1.63,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-14.97%,-,-,-,6.23%,-,-,-,Upgrade
17,Earnings Yield,-109.99%,-266.39%,-425.96%,-113.70%,-37.27%,-83.71%,-47.77%,14.38%,-,-44.13%,-23.87%,Upgrade
18,FCF Yield,9.47%,22.93%,45.27%,-3.90%,-19.89%,1.07%,19.34%,5.31%,-,27.61%,29.34%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,9.51%,-,-9.02%,-,-,1.25%,Upgrade,
20,Total Shareholder Return,-,-,-,-,9.51%,-,-9.02%,-,-,1.25%,Upgrade,
