,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1612,1644,1568,1458,1218,1640,1533,1481,1317,1613
1,Revenue Growth (YoY),2.82%,12.77%,28.80%,-11.14%,-20.56%,10.76%,16.38%,-8.17%,-19.67%,1.61%
2,Cost of Revenue,424.32,456.5,415.19,417.01,337.77,465.01,431.75,451.4,388.55,472.55
3,Gross Profit,1188,1187,1153,1041,879.79,1175,1101,1030,928.39,1140
4,"Selling, General & Admin",601.02,588.83,544.77,540.75,466.69,547.33,534.38,535.06,448.97,501.8
5,Other Operating Expenses,217.84,197.93,220.34,212.17,193.53,214.4,194.39,200.24,162.74,184.35
6,Operating Expenses,1144,1097,1073,1060,950.96,1047,1072,1049,947.28,1052
7,Operating Income,44.6,90.79,79.69,-18.92,-71.17,128.16,28.85,-19.58,-18.89,87.83
8,Interest Expense,-17.85,-15.4,-14.62,-14.52,-14.92,-14.54,-20.31,-21.97,-24.7,-25.58
9,Interest & Investment Income,3.39,3.57,2.34,1.89,0.39,0.93,1.18,2.48,5.05,7.05
10,Currency Exchange Gain (Loss),0.71,-1.88,-,-1.81,1.02,0.15,-0.08,2.23,-1.6,0.01
11,Other Non Operating Income (Expenses),4.31,5.26,5.92,6.34,6.06,6.48,7.18,5.6,4.8,10.52
12,EBT Excluding Unusual Items,35.17,82.34,73.33,-27.03,-78.61,121.17,16.81,-31.25,-35.34,79.83
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-0.1
14,Gain (Loss) on Sale of Assets,-1.34,-9.07,-2.36,-18.05,-7.03,-8.92,-7.42,-15.01,-14.62,-8.13
15,Asset Writedown,-18.38,-17.82,-11.84,-0.27,-39.62,-32.06,-11.87,-42.03,-5.79,-29.46
16,Other Unusual Items,0.44,0.14,1.24,62.33,64.82,7.25,43.33,195.46,69.88,-
17,Pretax Income,15.89,55.58,60.37,16.99,-60.45,87.45,40.86,107.17,14.13,42.13
18,Income Tax Expense,5.17,7.07,15.04,6.67,-7.06,23.92,9.03,-3.06,6.6,15.24
19,Earnings From Continuing Operations,10.72,48.51,45.34,10.32,-53.39,63.53,31.83,110.23,7.53,26.89
20,Minority Interest in Earnings,-0,-0,-0.01,-0.99,0.91,2.75,1.61,0.33,0.87,-0.31
21,Net Income,10.72,48.51,45.33,9.33,-52.49,66.28,33.44,110.55,8.41,26.59
22,Net Income to Common,10.72,48.51,45.33,9.33,-52.49,66.28,33.44,110.55,8.41,26.59
23,Net Income Growth,-76.35%,419.82%,-,-85.92%,-,-40.05%,297.87%,315.80%,-83.28%,-83.47%
24,Shares Outstanding (Basic),1005,1005,1005,1005,1004,1004,1002,1002,1000,1002
25,Shares Outstanding (Diluted),1005,1005,1005,1005,1004,1005,1005,1005,1004,1007
26,Shares Change (YoY),-,0.01%,0.18%,0.02%,-0.16%,0.03%,0.10%,-0.19%,29.40%,34.22%
27,EPS (Basic),0.01,0.05,0.05,0.01,-0.05,0.07,0.03,0.11,0.01,0.03
28,EPS (Diluted),0.01,0.05,0.05,0.01,-0.05,0.07,0.03,0.11,0.01,0.03
29,EPS Growth,-76.35%,421.25%,-,-85.97%,-,-40.07%,296.43%,317.01%,-87.04%,-87.70%
30,Free Cash Flow,237.8,284.34,265.21,217.96,153.25,327.98,235.84,333.36,192.04,262.07
31,Free Cash Flow Per Share,0.24,0.28,0.26,0.22,0.15,0.33,0.23,0.33,0.19,0.26
32,Dividend Per Share,0.025,0.035,0.034,0.025,0.025,0.050,0.025,0.064,0.013,0.018
33,Dividend Growth,-26.47%,40.00%,36.00%,-49.49%,0%,-22.90%,92.31%,256.67%,-59.88%,-
34,Operating Margin,2.77%,5.52%,5.08%,-1.30%,-5.85%,7.81%,1.88%,-1.32%,-1.43%,5.45%
35,Profit Margin,0.66%,2.95%,2.89%,0.64%,-4.31%,4.04%,2.18%,7.46%,0.64%,1.65%
36,Free Cash Flow Margin,14.75%,17.30%,16.91%,14.95%,12.59%,19.99%,15.39%,22.51%,14.58%,16.25%
37,EBITDA,111.34,155.65,145.52,56.13,-1.78,204.99,109.67,57.47,59.34,167.35
38,D&A For EBITDA,66.74,64.86,65.83,75.05,69.38,76.83,80.82,77.05,78.23,79.53
39,EBIT,44.6,90.79,79.69,-18.92,-71.17,128.16,28.85,-19.58,-18.89,87.83
