,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,268.02,328.15,318.97,282.59,311.85,452.61,518.53,562.08,629.24,711.08
1,Cash & Short-Term Investments,268.02,328.15,318.97,282.59,311.85,452.61,518.53,562.08,629.24,711.08
2,Cash Growth,-15.97%,16.12%,2.28%,-37.56%,-39.86%,-19.48%,-17.59%,-20.95%,-31.67%,192.61%
3,Accounts Receivable,37.68,38.25,22.51,27.66,19.87,28.09,21.62,24.33,24.05,24.5
4,Other Receivables,0.59,0.84,0.88,0.63,1.74,3.72,2.63,17.95,21.54,0.74
5,Receivables,38.27,39.08,23.39,28.29,21.61,31.8,24.25,42.28,45.59,25.25
6,Inventory,72.58,87.04,82.13,89.24,82.57,96.85,68.65,78.8,64.98,77.1
7,Prepaid Expenses,127.92,111.9,146.09,149.38,169.19,154.55,132.8,130.72,132.29,112.08
8,Other Current Assets,-,-,-,2.21,-,-,-,-,-,-
9,Total Current Assets,506.8,566.17,570.57,551.7,585.21,735.81,744.22,813.88,872.09,925.5
10,"Property, Plant & Equipment",1775,1801,1721,1760,1766,1781,2102,2195,2075,2284
11,Other Intangible Assets,0.2,0.2,0.2,0.2,-,-,0.93,1.01,1.09,1.17
12,Long-Term Deferred Tax Assets,34.57,30.07,30.13,35.31,36.64,30.56,24.97,26.31,20.75,21.17
13,Other Long-Term Assets,164.92,184.05,176.64,165.77,179.31,191.36,190.77,178.11,168.01,173.37
14,Total Assets,2481,2582,2499,2513,2568,2739,3063,3215,3137,3405
15,Accounts Payable,77.07,83.11,94.13,99.14,69.82,106.38,98.3,91.94,85.63,120.61
16,Current Portion of Long-Term Debt,-,-,-,-,-,-,120,24.23,159.37,137.61
17,Current Portion of Leases,382.07,382.93,379.73,364.97,375.67,400.65,497.71,555.03,516.47,550.07
18,Current Income Taxes Payable,23.89,17.01,10.49,15.58,31.23,30.86,12.87,11.5,17.05,28.34
19,Current Unearned Revenue,34.15,63.68,30.2,57.28,44.71,73.36,41.3,77.85,53.47,83.9
20,Other Current Liabilities,258.04,253.62,260.75,237.75,231.39,241.26,220.7,248.8,242.24,216.42
21,Total Current Liabilities,775.23,800.34,775.29,774.72,752.82,852.5,990.88,1009,1074,1137
22,Long-Term Debt,-,-,-,-,-,-,-,54.55,127.19,169.85
23,Long-Term Leases,747.12,753.92,721.07,743.46,800.54,755.41,979.36,1029,930.41,1081
24,Long-Term Deferred Tax Liabilities,4.92,4.19,6.37,6.06,5.46,5.78,4.48,4.88,8.54,8.58
25,Other Long-Term Liabilities,37.44,38.62,34.37,33.26,28.85,29.93,32.3,33.59,33.23,37.33
26,Total Liabilities,1565,1597,1537,1557,1588,1644,2007,2132,2174,2434
27,Common Stock,10.05,10.05,10.05,10.05,10.04,10.04,10.02,10.02,10,10
28,Additional Paid-In Capital,728.03,728.03,728.03,728.03,723.29,723.29,718.66,718.66,713.49,713.49
29,Retained Earnings,100.86,160.52,146.19,126,141.81,243.97,202.78,233.66,136.13,145.72
30,Comprehensive Income & Other,77.29,84.73,76.44,89.85,104.28,116.24,120.52,115.13,100.06,97.51
31,Total Common Equity,916.23,983.34,960.72,953.93,979.41,1094,1052,1077,959.68,966.72
32,Minority Interest,0.15,1.22,1.19,1.23,0.48,1.64,4,5.55,3.3,4.13
33,Shareholders' Equity,916.38,984.55,961.91,955.17,979.89,1095,1056,1083,962.97,970.85
34,Total Liabilities & Equity,2481,2582,2499,2513,2568,2739,3063,3215,3137,3405
35,Total Debt,1129,1137,1101,1108,1176,1156,1597,1663,1733,1939
36,Net Cash (Debt),-861.17,-808.7,-781.83,-825.83,-864.36,-703.45,-1079,-1101,-1104,-1228
37,Net Cash Per Share,-0.86,-0.80,-0.78,-0.82,-0.86,-0.70,-1.07,-1.10,-1.10,-1.22
38,Filing Date Shares Outstanding,1005,1005,1005,1005,1004,1004,1002,1002,1000,1000
39,Total Common Shares Outstanding,1005,1005,1005,1005,1004,1004,1002,1002,1000,1000
40,Working Capital,-268.43,-234.17,-204.71,-223.02,-167.61,-116.69,-246.65,-195.46,-202.13,-211.45
41,Book Value Per Share,0.91,0.98,0.96,0.95,0.98,1.09,1.05,1.08,0.96,0.97
42,Tangible Book Value,916.03,983.14,960.52,953.73,979.41,1094,1051,1076,958.59,965.55
43,Tangible Book Value Per Share,0.91,0.98,0.96,0.95,0.98,1.09,1.05,1.07,0.96,0.97
44,Buildings,-,115.13,-,114.53,-,115.84,-,112,-,106.81
45,Machinery,-,303.7,-,316.71,-,334.75,-,326.46,-,307.64
46,Leasehold Improvements,-,968.05,-,1021,-,1025,-,970.49,-,898.48
