,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1357,987,972,1141,1296,1435,1666,2160,1404,1496,1496,Upgrade
1,Market Cap Growth,-13.51%,-13.51%,-25.00%,-20.43%,-22.22%,-33.57%,18.68%,44.33%,-6.19%,1.04%,-1.02%,Upgrade
2,Enterprise Value,3393,2844,2607,2828,3089,3700,3803,4161,3640,3785,4090,Upgrade
3,Last Close Price,0.44,0.32,0.32,0.37,0.40,0.44,0.48,0.63,0.40,0.42,0.41,Upgrade
4,PE Ratio,-,-,-,-472.07,-,-,4.82,8.35,-,12.85,-,Upgrade
5,Forward PE,-,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,Upgrade
6,PS Ratio,0.38,0.28,0.28,0.30,0.29,0.28,0.35,1.00,-,0.99,-,Upgrade
7,PB Ratio,0.19,0.11,0.10,0.12,0.13,0.14,0.15,0.20,0.14,0.16,0.16,Upgrade
8,P/TBV Ratio,0.14,0.14,0.13,0.16,0.17,0.18,0.20,0.26,0.18,0.21,0.21,Upgrade
9,P/FCF Ratio,-,-,-,-,3.04,131.57,-,-,-,76.78,-,Upgrade
10,P/OCF Ratio,4.27,4.27,3.98,1.77,1.72,4.40,8.89,17.94,-,11.59,-,Upgrade
11,EV/Sales Ratio,0.96,0.80,0.76,0.75,0.69,0.73,0.80,1.93,-,2.51,-,Upgrade
12,EV/EBITDA Ratio,9.43,9.60,9.41,9.51,8.08,7.86,7.20,13.71,-,14.39,-,Upgrade
13,EV/EBIT Ratio,34.69,37.36,48.15,56.70,22.56,15.19,11.65,19.89,-,21.01,-,Upgrade
14,EV/FCF Ratio,-10.56,-,-,-,7.24,339.40,-,-,-,194.23,-,Upgrade
15,Debt / Equity Ratio,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.16,0.17,Upgrade
16,Debt / FCF Ratio,-,-,-,-,3.75,144.60,-,-,-,77.63,-,Upgrade
17,Return on Capital Employed (ROCE),0.60%,0.60%,0.41%,0.38%,1.04%,1.80%,2.16%,1.41%,-,1.37%,-,Upgrade
18,Earnings Yield,-5.16%,-7.09%,0.42%,-0.21%,-9.26%,1.05%,20.76%,11.98%,-,7.78%,-,Upgrade
19,FCF Yield,-23.67%,-32.55%,-19.29%,23.36%,32.93%,0.76%,-16.60%,-8.59%,-,1.30%,-,Upgrade
20,Dividend Yield,0.00%,-,-,-,6.28%,1.15%,-,-,-,-,-,Upgrade
21,Total Shareholder Return,-,-,-,6.28%,1.15%,-,-,-,-,-,Upgrade,
