,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,431,498,397,470,498,661,907,1108,1612,1590,1500,Upgrade
1,Market Cap Growth,5.95%,5.95%,-20.22%,-28.81%,-45.06%,-40.40%,-43.75%,-30.28%,7.46%,-21.55%,11.67%,Upgrade
2,Enterprise Value,-25,2200,1583,1949,2652,4195,5453,6716,6100,5832,3203,Upgrade
3,Last Close Price,0.39,0.45,0.35,0.42,0.45,0.59,0.81,0.99,1.44,1.42,1.34,Upgrade
4,PE Ratio,-,-,-,-,-,-1.32,-,-2.58,-,-3.98,-,Upgrade
5,PS Ratio,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.05,0.05,0.05,Upgrade
6,PB Ratio,23.17,1.12,0.80,0.37,0.35,0.40,0.59,0.52,0.77,0.67,0.66,Upgrade
7,P/TBV Ratio,-,-,-,0.91,0.74,0.72,0.95,0.76,1.14,0.91,0.87,Upgrade
8,P/FCF Ratio,0.58,0.67,0.55,0.69,0.29,0.26,1.28,-,0.85,-16.40,-,Upgrade
9,P/OCF Ratio,0.55,0.55,0.43,0.51,0.25,0.23,0.74,0.56,0.70,6.16,-,Upgrade
10,EV/Sales Ratio,0.10,0.10,0.07,0.08,0.10,0.14,0.18,0.22,0.20,0.20,0.11,Upgrade
11,EV/EBITDA Ratio,-,-14.41,-,16.37,-,66.51,-,106.91,-,19.50,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-12.21,-,-19.52,-,-72.91,-,Upgrade
13,EV/FCF Ratio,-0.03,2.95,2.20,2.84,1.56,1.63,7.73,-,3.20,-60.15,-,Upgrade
14,Debt / Equity Ratio,11.69,11.69,11.46,4.76,4.82,4.59,5.30,3.93,4.06,3.37,3.68,Upgrade
15,Debt / FCF Ratio,7.01,7.01,7.86,8.78,4.00,2.92,11.57,-,4.44,-82.58,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-4.25%,-,-3.59%,-,-0.84%,-,Upgrade
17,Earnings Yield,-181.89%,-157.36%,-219.34%,-77.53%,-46.86%,-75.98%,-57.22%,-38.79%,-23.52%,-25.12%,-28.21%,Upgrade
18,FCF Yield,172.83%,149.53%,181.29%,145.93%,341.06%,389.45%,77.82%,132.30%,118.29%,-6.10%,-6.24%,Upgrade
