,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,1600,2053,1491,1688,1398,2025,1354,1587,1093,2118,Upgrade
1,Revenue Growth (YoY),7.31%,21.58%,6.68%,-16.63%,3.21%,27.57%,23.87%,-25.06%,-29.00%,13.00%,Upgrade
2,Cost of Revenue,799.52,1118,718.51,949.57,716.4,1281,683.48,814.68,662.35,1354,Upgrade
3,Gross Profit,800.53,934.28,772.56,738.87,681.35,744.19,670.82,772.82,430.98,764.97,Upgrade
4,"Selling, General & Admin",546.33,661.71,471.72,573.83,396.73,587.61,379.03,434.85,165.39,290.94,Upgrade
5,Other Operating Expenses,-59.63,-36.7,-4.56,-53.17,-13.67,-65.14,-16.04,0.08,-41.11,-22.31,Upgrade
6,Operating Expenses,486.7,625.01,467.16,520.66,383.06,522.47,362.99,434.94,124.28,268.63,Upgrade
7,Operating Income,313.83,309.27,305.39,218.2,298.29,221.71,307.83,337.88,306.7,496.34,Upgrade
8,Interest Expense,-15.96,-18.25,-13.63,-11.54,-6.41,-5.85,-3.89,-4.77,-0.57,-2.89,Upgrade
9,Interest & Investment Income,44.95,43.06,38.69,26.96,25.26,15.41,19,20.49,24.3,23.18,Upgrade
10,Currency Exchange Gain (Loss),-1.16,0.04,-2.74,-6.42,-0.12,-0.48,4.28,7.85,-3.89,-4.57,Upgrade
11,EBT Excluding Unusual Items,341.66,334.12,327.71,227.2,317.01,230.79,327.21,361.45,326.54,512.05,Upgrade
12,Asset Writedown,-,-5.8,-,4.36,-4.36,-,-,-,-,-,Upgrade
13,Other Unusual Items,-,1.78,-,2.57,-,3.21,-,6.8,-,18.68,Upgrade
14,Pretax Income,341.66,330.1,327.71,234.13,312.66,234,327.21,368.25,326.54,530.74,Upgrade
15,Income Tax Expense,61.52,70.14,57.25,43.08,55.65,37.33,55.76,79.95,57.6,107.08,Upgrade
16,Net Income,280.14,259.96,270.47,191.05,257.01,196.67,271.46,288.3,268.94,423.65,Upgrade
17,Net Income to Common,280.14,259.96,270.47,191.05,257.01,196.67,271.46,288.3,268.94,423.65,Upgrade
18,Net Income Growth,3.58%,36.07%,5.24%,-2.86%,-5.32%,-31.78%,0.93%,-31.95%,-30.78%,3.20%,Upgrade
19,Shares Outstanding (Basic),1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,Upgrade
20,Shares Outstanding (Diluted),1197,1197,1197,1197,1197,1199,1199,1199,1197,1197,Upgrade
21,Shares Change (YoY),-,-,-,-0.09%,-0.15%,-0.00%,0.15%,0.09%,-,-0.01%,Upgrade
22,EPS (Basic),0.23,0.22,0.23,0.16,0.21,0.16,0.23,0.24,0.22,0.35,Upgrade
23,EPS (Diluted),0.23,0.22,0.23,0.16,0.21,0.16,0.23,0.24,0.22,0.35,Upgrade
24,EPS Growth,3.58%,36.31%,5.24%,-3.07%,-5.03%,-31.59%,0.63%,-32.02%,-30.78%,3.16%,Upgrade
25,Free Cash Flow,170.67,424.78,544.25,260.35,14.81,343.1,-46.68,518.71,29.58,394.9,Upgrade
26,Free Cash Flow Per Share,0.14,0.35,0.45,0.22,0.01,0.29,-0.04,0.43,0.02,0.33,Upgrade
27,Dividend Per Share,0.121,0.116,0.120,0.084,0.111,0.087,0.108,0.152,0.109,0.190,Upgrade
28,Dividend Growth,0.56%,38.35%,8.41%,-4.35%,2.67%,-42.35%,-1.17%,-20.34%,-30.89%,0.22%,Upgrade
29,Operating Margin,19.61%,15.07%,20.48%,12.92%,21.34%,10.95%,22.73%,21.28%,28.05%,23.43%,Upgrade
30,Profit Margin,17.51%,12.66%,18.14%,11.32%,18.39%,9.71%,20.04%,18.16%,24.60%,20.00%,Upgrade
31,Free Cash Flow Margin,10.67%,20.69%,36.50%,15.42%,1.06%,16.94%,-3.45%,32.67%,2.71%,18.64%,Upgrade
32,EBITDA,383.37,377.67,360.56,276.09,355.7,283.82,345.96,353.83,321.97,512.13,Upgrade
33,D&A For EBITDA,69.54,68.4,55.17,57.89,57.42,62.11,38.13,15.94,15.27,15.79,Upgrade
34,EBIT,313.83,309.27,305.39,218.2,298.29,221.71,307.83,337.88,306.7,496.34,Upgrade
