,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+17 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Market Capitalization,30,52,42,40,42,70,84,63,76,73,84,48,46,54,60,70,58,69,71,66,95,Upgrade
1,Market Cap Growth,-25.93%,-25.93%,-50.00%,-35.62%,-44.32%,-4.71%,0%,30.36%,62.96%,34.92%,40.00%,-30.86%,-20.59%,-21.25%,-14.63%,5.19%,-38.74%,-20.79%,-18.81%,-21.43%,13.27%,Upgrade
2,Enterprise Value,181,193,183,193,194,226,240,221,234,233,244,186,185,178,184,187,176,147,149,105,134,Upgrade
3,Last Close Price,0.04,0.06,0.05,0.05,0.05,0.08,0.10,0.07,0.09,0.09,0.10,0.06,0.05,0.06,0.07,0.08,0.07,0.08,0.08,0.07,0.10,Upgrade
4,PE Ratio,-,-,-,-,-,7.19,6.81,6.49,-7.93,-14.76,-,-,-1.58,-,-,-,-6.86,-,9.87,-,8.38,Upgrade
5,PS Ratio,0.15,0.25,0.20,0.19,0.19,0.32,0.40,0.35,0.58,0.60,0.76,0.49,0.50,0.80,1.46,1.17,0.58,0.55,0.45,0.39,0.58,Upgrade
6,PB Ratio,1.42,1.84,1.51,1.38,1.44,2.36,3.03,2.25,-,3.95,4.97,2.84,-,2.31,2.20,2.54,-,1.15,1.00,0.94,-,Upgrade
7,P/TBV Ratio,2.43,2.43,1.98,1.79,1.86,3.14,3.95,2.95,-,5.69,7.24,4.14,-,3.04,2.75,3.18,-,1.30,1.11,1.04,-,Upgrade
8,P/FCF Ratio,0.65,1.13,1.15,1.47,3.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,0.92,0.92,0.94,1.19,2.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.89,0.95,0.86,0.90,0.89,1.03,1.15,1.23,1.80,1.91,2.20,1.91,1.99,2.63,4.45,3.15,1.74,1.17,0.95,0.62,0.82,Upgrade
11,EV/EBITDA Ratio,3.45,14.67,12.09,11.90,12.85,13.44,15.46,18.48,-15.99,-22.25,-19.23,-,-5.70,-4.68,-,-,-28.91,-,-,3.94,5.28,Upgrade
12,EV/EBIT Ratio,122.22,-,-,36.11,41.60,32.67,38.18,76.35,-9.95,-11.84,-,-,-4.42,-,-,-,-11.43,-,-,5.83,7.90,Upgrade
13,EV/FCF Ratio,3.86,4.21,5.00,7.00,14.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,5.27,5.27,5.27,4.65,4.65,4.99,5.42,5.69,-,8.36,9.23,9.23,-,5.87,4.43,4.43,-,1.99,1.47,1.47,-,Upgrade
15,Debt / EBITDA Ratio,2.81,2.90,2.90,2.49,2.49,7.82,10.15,14.06,-,11.18,263.98,-,-,27.97,-,-,-,-,-,4.19,-,Upgrade
16,Debt / FCF Ratio,3.15,3.22,4.02,4.96,9.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,1.05,1.08,1.12,1.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,27.77,21.15,28.17,42.81,41.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.05,0.05,0.05,0.05,0.05,0.05,-,0.03,-,0.04,-,0.06,-,0.07,-,0.06,-,0.17,-,0.54,-,Upgrade
