,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1231,783,783,879,852,958,879,1006,891,924,1232,Upgrade
1,Market Cap Growth,-10.84%,-10.84%,-8.07%,-8.29%,-3.01%,-4.74%,-1.43%,8.85%,-27.65%,156.52%,306.90%,Upgrade
2,Enterprise Value,1642,1190,1202,1263,1277,1410,1350,1043,1003,865,1194,Upgrade
3,Last Close Price,0.20,0.15,0.15,0.17,0.16,0.18,0.17,0.19,0.17,0.18,0.24,Upgrade
4,PE Ratio,-,-,-,-,-13.44,-,-,-,-,-,-,Upgrade
5,PS Ratio,28.56,20.92,16.49,22.35,30.28,31.85,34.51,356.46,-323.39,9.17,5.01,Upgrade
6,PB Ratio,12.30,6.01,3.71,3.11,2.18,2.60,1.77,1.95,2.21,2.09,2.70,Upgrade
7,P/FCF Ratio,250.49,250.49,-,-,525.01,-,14.90,10.61,7.99,10.26,13.67,Upgrade
8,P/OCF Ratio,250.49,250.49,-,-,525.01,-,14.90,10.61,7.99,10.26,13.67,Upgrade
9,EV/Sales Ratio,43.87,31.80,25.31,32.12,45.39,46.88,53.03,369.62,-,8.59,4.85,Upgrade
10,EV/EBITDA Ratio,-,-646.98,-,-,-203.14,-,125.95,-30.51,-,-42.19,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-184.64,-,132.87,-28.67,-,-29.87,-,Upgrade
12,EV/FCF Ratio,380.70,380.70,-,-,786.91,-,22.90,11.00,8.99,9.61,13.25,Upgrade
13,Debt / Equity Ratio,3.10,3.10,1.88,1.38,0.95,1.04,0.78,0.82,0.22,0.36,0.10,Upgrade
14,Debt / FCF Ratio,129.33,129.33,-,-,229.67,-,6.59,4.46,0.80,1.77,0.50,Upgrade
15,Earnings Yield,-11.28%,-17.72%,-22.89%,-8.00%,-7.44%,-12.17%,-0.81%,-8.16%,-9.99%,-4.70%,-1.96%,Upgrade
16,FCF Yield,0.40%,0.40%,-0.56%,0.40%,0.19%,0.91%,6.71%,9.42%,12.51%,9.75%,7.32%,Upgrade
17,Buyback Yield / Dilution,-,-,-,0.00%,0.71%,-0.98%,-2.12%,-0.41%,-,-,Upgrade,
18,Total Shareholder Return,-,-,-,0.00%,0.71%,-0.98%,-2.12%,-0.41%,-,-,Upgrade,
