,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,"Property, Plant & Equipment",722.49,741.72,916.34,945.98,1013,1040.0,961,905.71,1182,1189.0,Upgrade
1,Cash & Equivalents,9.52,9.54,8.1,8.61,15.09,6.04,42.85,43.46,31.83,11.18,Upgrade
2,Other Receivables,0.19,85.71,72.67,33.77,1.79,1.95,96.23,1.11,0.85,0.58,Upgrade
3,Investment In Debt and Equity Securities,-,-,30.36,18.9,30.36,30.36,28.25,28.25,28.25,28.25,Upgrade
4,Other Intangible Assets,2.75,3.27,10.82,11.26,16.52,16.97,35.8,32.41,34.64,34.64,Upgrade
5,Other Current Assets,888.03,820.91,840.27,882.49,1112,1122.0,954.5,813.85,129.07,133.44,Upgrade
6,Trading Asset Securities,29.02,27.28,26.87,24.54,31.42,29.16,31.66,31.45,32.78,31.43,Upgrade
7,Deferred Long-Term Tax Assets,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,39.72,Upgrade
8,Other Long-Term Assets,-,-,-,-,0.02,0.12,-,36.62,93.87,90.9,Upgrade
9,Total Assets,1692,1728,1945,1965,2259,2286.0,2190,1933.0,1573,1559.0,Upgrade
10,Current Portion of Long-Term Debt,129.98,255.95,115.66,71.67,28.85,20.58,20.46,20.08,15.98,18.73,Upgrade
11,Current Portion of Leases,0.02,0.06,-,0.51,0.52,0.49,0.32,0.52,0.33,1.02,Upgrade
12,Long-Term Debt,552.27,444.46,592.19,664.57,792.11,843.04,805.12,519.31,364.94,370.07,Upgrade
13,Long-Term Leases,0.06,0.06,-,0.02,0.26,0.6,0.69,0.88,0.39,0.5,Upgrade
14,Accrued Expenses,39.2,56.84,64.1,41.59,76.35,21.63,137.83,30.44,28.35,36.96,Upgrade
15,Other Current Liabilities,14.97,19.31,45.77,15.84,15.17,16.43,18.16,16.0,13.82,12.82,Upgrade
16,Long-Term Deferred Tax Liabilities,158.7,152.21,213.89,218.17,223.88,231.6,228.16,226.88,212.99,216.08,Upgrade
17,Other Long-Term Liabilities,390.68,363.96,383.61,372.74,394.15,377.86,188.01,315.44,167.56,145.15,Upgrade
18,Total Liabilities,1382,1356,1438,1442,1544,1552.0,1404,1141.0,806.25,817.74,Upgrade
19,Common Stock,23.45,23.45,17.31,17.31,17.31,17.31,17.31,17.31,17.31,14.46,Upgrade
20,Additional Paid-In Capital,623.37,623.37,590.64,609.25,590.64,590.64,590.64,590.64,590.64,541.49,Upgrade
21,Retained Earnings,-111.1,-128.62,35.52,25.58,107.14,120.41,179.82,184.83,201.98,212.78,Upgrade
22,Comprehensive Income & Other,-174.86,-112.14,-114.45,-107.94,-26.15,-21.94,-20.46,-22.14,-64.25,-53.96,Upgrade
23,Total Common Equity,360.86,406.06,529.02,544.19,688.94,706.42,767.31,770.64,745.68,714.77,Upgrade
24,Minority Interest,-50.71,-34.33,-21.4,-20.98,26.05,27.15,18.81,21.4,21.41,26.85,Upgrade
25,Shareholders' Equity,310.15,371.73,507.63,523.21,714.99,733.57,786.12,792.04,767.09,741.61,Upgrade
26,Total Liabilities & Equity,1692,1728,1945,1965,2259,2286.0,2190,1933.0,1573,1559.0,Upgrade
27,Total Debt,778.02,764.11,730.16,793.73,834.84,904.56,831.74,551.78,383.53,406.73,Upgrade
28,Net Cash / Debt,-739.48,-727.29,-695.19,-760.58,-788.33,-869.37,-757.23,-476.87,-318.93,-364.13,Upgrade
29,Net Cash Per Share,-6.31,-7.63,-8.03,-8.79,-9.11,-10.05,-8.75,-5.51,-4.15,-5.04,Upgrade
30,Filing Date Shares Outstanding,117.25,117.25,86.54,86.54,86.54,86.54,86.54,86.54,86.54,72.3,Upgrade
31,Total Common Shares Outstanding,117.25,117.25,86.54,86.54,86.54,86.54,86.54,86.54,86.54,72.3,Upgrade
32,Book Value Per Share,3.08,3.46,6.11,6.29,7.96,8.16,8.87,8.9,8.62,9.89,Upgrade
33,Tangible Book Value,358.12,402.79,518.21,532.93,672.42,689.45,731.51,738.23,711.04,680.12,Upgrade
34,Tangible Book Value Per Share,3.05,3.44,5.99,6.16,7.77,7.97,8.45,8.53,8.22,9.41,Upgrade
35,Buildings,-,0.96,-,0.99,-,1.07,-,1.06,-,0.99,Upgrade
36,Construction In Progress,-,67.59,-,69.93,-,75.62,-,73.64,-,426.24,Upgrade
