,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,1173,1697,1360,1647,2196,2351,2319,2350,2308,2458,2342,2096,1915,1871,1518,2013,2442,2178,1981,1920,2285,Upgrade
1,Market Cap Growth,-27.83%,-27.83%,-41.36%,-29.89%,-4.84%,-4.35%,-0.95%,12.11%,20.50%,31.40%,54.22%,4.14%,-21.56%,-14.12%,-23.34%,4.82%,6.89%,-5.05%,-19.43%,-21.19%,1.47%,Upgrade
2,Enterprise Value,3651,4257,3826,4065,4614,4637,3647,4200,4159,4158,3758,3376,3196,3385,3045,3436,3865,3414,3097,2815,3179,Upgrade
3,Last Close Price,7.35,10.63,8.52,10.32,13.76,14.73,14.53,14.72,14.46,15.40,14.67,13.13,12.00,11.72,11.00,14.58,17.69,15.78,14.35,13.86,16.49,Upgrade
4,PE Ratio,-,-,-,-2.90,-,164.14,85.14,135.96,-,-2.51,-2.38,-2.13,-,-42.94,-42.79,-89.03,-,-133.60,1164.39,-315.74,-,Upgrade
5,Forward PE,-,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,Upgrade
6,PS Ratio,0.17,0.24,0.21,0.27,0.35,0.54,0.63,0.91,1.07,1.38,1.35,1.18,0.98,0.84,0.63,0.81,1.08,0.89,0.77,0.70,0.76,Upgrade
7,PB Ratio,35.43,5.74,4.60,5.86,8.53,6.16,6.31,7.11,7.32,14.92,15.70,14.94,14.31,1.52,1.47,1.96,2.41,1.79,1.65,1.62,1.93,Upgrade
8,P/TBV Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,1.80,1.81,2.43,3.00,2.16,2.01,1.97,2.36,Upgrade
9,P/FCF Ratio,-,-,-3.12,-,-,-,-1118.34,-,-16.10,-,-,-,-,-142.34,-8.62,-,-6.98,-,-,-,5.77,Upgrade
10,P/OCF Ratio,-,-,-3.36,-,-,-,75.39,-,-20.95,-,-,-,-,-1969.20,-9.28,-,-7.16,-,-,-,5.71,Upgrade
11,EV/Sales Ratio,0.51,0.60,0.59,0.65,0.74,1.06,0.99,1.63,1.92,2.33,2.17,1.89,1.64,1.52,1.26,1.38,1.70,1.40,1.21,1.03,1.05,Upgrade
12,EV/EBITDA Ratio,-,-18.84,-15.51,-20.91,-,59.63,20.81,-65.75,-,-4.63,-,-3.75,-,20.99,19.13,20.84,27.16,25.00,22.48,19.31,17.67,Upgrade
13,EV/EBIT Ratio,-,-13.72,-12.14,-15.41,-,116.06,26.48,-49.13,-,-4.52,-,-3.66,-,23.48,21.42,23.02,30.48,28.18,25.29,21.56,19.30,Upgrade
14,EV/FCF Ratio,-9.35,-,-8.77,-,-,-,-1758.69,-,-29.02,-,-,-,-,-257.53,-17.28,-,-11.04,-,-,-,8.04,Upgrade
15,Debt / Equity Ratio,10.62,10.62,10.05,10.06,11.33,7.36,7.41,5.15,6.90,13.73,14.61,11.28,11.73,1.34,2.03,2.09,1.77,1.55,1.52,1.42,1.53,Upgrade
16,Debt / EBITDA Ratio,-,10.06,6.16,8.99,-,12.26,3.89,8.18,-,3.65,-,14.88,-,10.29,12.04,9.39,21.98,12.39,9.23,12.17,30.86,Upgrade
17,Debt / FCF Ratio,-,-,-6.81,-,-,-,-1313.71,-,-15.16,-,-,-,-,-125.81,-11.93,-,-5.12,-,-,-,4.58,Upgrade
18,Asset Turnover,0.69,0.77,0.35,1.07,0.49,0.69,0.38,0.48,0.46,0.49,0.53,0.44,0.38,0.44,0.54,0.65,0.56,0.53,0.35,0.80,Upgrade,
