,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,323.7,323.7,223.78,-,295.27,-,586.63,-,592.44,-,623.4,-,431.49,-,232.01,-,146.06,-,165.18,-,Upgrade
1,Short-Term Investments,-,-,87.3,-,-,-,68.82,-,-,-,54.42,-,-,-,23.29,-,-,-,355.87,-,Upgrade
2,Cash & Short-Term Investments,323.7,323.7,311.07,295.27,295.27,655.45,655.45,-,592.44,677.82,677.82,-,431.49,255.3,255.3,-,146.06,521.05,521.05,-,Upgrade
3,Cash Growth,9.63%,-50.61%,-52.54%,-,-50.16%,-3.30%,-3.30%,-,37.30%,165.50%,165.50%,-,195.42%,-51.00%,-51.00%,-,-17.63%,147.75%,147.75%,-,Upgrade
4,Accounts Receivable,492.32,492.32,420.72,-,441.56,-,465.86,-,586,-,546.19,-,456.7,-,575.47,-,771.2,-,719.67,-,Upgrade
5,Other Receivables,386.46,386.46,31.82,-,301.95,-,33.9,-,256.54,-,68.53,-,333.99,-,73.16,-,456.1,-,13.31,-,Upgrade
6,Receivables,878.78,878.78,452.53,-,743.51,-,499.76,-,842.54,-,614.72,-,790.69,-,648.62,-,1227,-,732.98,-,Upgrade
7,Inventory,139.5,139.5,118,-,139.93,-,111.22,-,85.26,-,58.37,-,63.09,-,38.21,-,33.42,-,34.92,-,Upgrade
8,Prepaid Expenses,-,-,55.46,-,-,-,49.73,-,-,-,124.58,-,-,-,101.16,-,-,-,70.92,-,Upgrade
9,Restricted Cash,-,-,2.63,-,16.07,-,16.06,-,18.09,-,18.09,-,-,-,-,-,-,-,-,-,Upgrade
10,Total Current Assets,1342,1342,939.69,-,1195,-,1332,-,1538,-,1494,-,1285,-,1043,-,1407,-,1360,-,Upgrade
11,"Property, Plant & Equipment",2170,2170,2089,-,2037,-,1975,-,1256,-,1256,-,1110,-,1178,-,279.32,-,277.58,-,Upgrade
12,Long-Term Investments,53.67,53.67,50.57,-,70.81,-,83.03,-,117.45,-,110.92,-,71.15,-,30.18,-,32.86,-,27.3,-,Upgrade
13,Goodwill,42.63,42.63,42.63,-,43.36,-,43.36,-,42.63,-,42.63,-,42.63,-,42.63,-,-,-,-,-,Upgrade
14,Other Intangible Assets,644.15,644.15,654.92,-,586.66,-,576.34,-,236.53,-,237.74,-,245.18,-,244.93,-,99.43,-,101.84,-,Upgrade
15,Long-Term Deferred Tax Assets,30.46,30.46,57.96,-,95.54,-,94.11,-,100.64,-,100.64,-,93.36,-,93.36,-,-,-,-,-,Upgrade
16,Other Long-Term Assets,92.37,92.37,91.94,-,54.17,-,61.71,-,52.24,-,52.39,-,174.3,-,83.27,-,1.28,-,1.33,-,Upgrade
17,Total Assets,4376,4376,3927,-,4082,-,4166,-,3344,-,3294,-,3022,-,2716,-,1820,-,1768,-,Upgrade
18,Accounts Payable,237.04,237.04,384.24,-,410.08,-,523.55,-,402.23,-,491.07,-,444.27,-,439,-,175.74,-,130.8,-,Upgrade
19,Accrued Expenses,-,-,50.1,-,-,-,40.66,-,-,-,37.63,-,-,-,33.28,-,-,-,-,-,Upgrade
20,Short-Term Debt,5.5,5.5,85.53,-,73.53,-,73.53,-,73.53,-,89.53,-,43.53,-,-,-,82.74,-,-,-,Upgrade
21,Current Portion of Long-Term Debt,95,95,412.57,-,482.95,-,593,-,433.38,-,436.38,-,349.21,-,404.51,-,195,-,280,-,Upgrade
22,Current Portion of Leases,1.47,1.47,1.82,-,2.69,-,2.89,-,16.68,-,19.74,-,8.29,-,20.55,-,30.94,-,14.8,-,Upgrade
23,Current Income Taxes Payable,14.05,14.05,9.49,-,12.4,-,7.06,-,13.86,-,9.57,-,7.84,-,8.13,-,17.67,-,7.69,-,Upgrade
24,Current Unearned Revenue,-,-,23.22,-,-,-,40.99,-,-,-,64.46,-,-,-,20.98,-,-,-,11.39,-,Upgrade
25,Other Current Liabilities,1395,1395,924.85,-,1026,-,944.65,-,273.8,-,119.62,-,203.97,-,101.93,-,56.77,-,178.88,-,Upgrade
26,Total Current Liabilities,1748,1748,1892,-,2007,-,2226,-,1213,-,1268,-,1057,-,1028,-,558.87,-,623.56,-,Upgrade
27,Long-Term Debt,777.87,777.87,319.71,-,270.31,-,270.31,-,533.85,-,564.85,-,615.7,-,470.7,-,45,-,45,-,Upgrade
28,Long-Term Leases,0.6,0.6,0.81,-,1.16,-,1.96,-,3.23,-,3.72,-,-,-,0.06,-,7.09,-,6.94,-,Upgrade
29,Long-Term Deferred Tax Liabilities,10.59,10.59,10.59,-,10.26,-,9.76,-,9.34,-,9.34,-,8.59,-,8.59,-,8.64,-,8.04,-,Upgrade
30,Other Long-Term Liabilities,11.89,11.89,11.89,-,11.89,-,11.89,-,11.89,-,11.89,-,40.32,-,40.66,-,-,-,-,-,Upgrade
31,Total Liabilities,2549,2549,2235,-,2301,-,2520,-,1772,-,1858,-,1722,-,1548,-,619.59,-,683.54,-,Upgrade
32,Common Stock,40.26,40.26,40.26,-,40.26,-,40.26,-,40.26,-,40.26,-,40.26,-,40.26,-,40.26,-,40.26,-,Upgrade
33,Additional Paid-In Capital,465.41,465.41,498.15,-,530.54,-,530.54,-,528.17,-,560.55,-,589.37,-,618.91,-,647.23,-,678.55,-,Upgrade
34,Retained Earnings,959.18,959.18,879.7,-,880,-,774.21,-,782.03,-,686.19,-,656.68,-,576.05,-,575.29,-,453.57,-,Upgrade
35,Treasury Stock,-27.64,-27.64,-27.64,-,-27.64,-,-27.64,-,-27.24,-,-27.64,-,-2.8,-,-21.84,-,-,-,-,-,Upgrade
36,Comprehensive Income & Other,-533.31,-533.31,-541.68,-,-592.39,-,-538.23,-,-547.83,-,-549.38,-,-544.87,-,-545.29,-,-538.89,-,-537.39,-,Upgrade
37,Total Common Equity,903.9,903.9,848.79,830.77,830.77,779.13,779.13,-,775.38,709.98,709.98,-,738.65,668.1,668.1,-,723.89,634.99,634.99,-,Upgrade
38,Minority Interest,922.38,922.38,842.9,-,950.29,-,866.68,-,796.47,-,726.62,-,561.88,-,499.17,-,476.18,-,449.39,-,Upgrade
39,Shareholders' Equity,1826,1826,1692,1781,1781,1646,1646,-,1572,1437,1437,-,1301,1167,1167,-,1200,1084,1084,-,Upgrade
40,Total Liabilities & Equity,4376,4376,3927,-,4082,-,4166,-,3344,-,3294,-,3022,-,2716,-,1820,-,1768,-,Upgrade
41,Total Debt,880.44,880.44,820.44,830.63,830.63,941.69,941.69,-,1061,1114,1114,-,1017,895.82,895.82,-,360.77,346.74,346.74,-,Upgrade
42,Net Cash (Debt),-556.74,-556.74,-509.37,-535.36,-535.36,-286.24,-286.24,-,-468.23,-436.41,-436.41,-,-585.24,-640.52,-640.52,-,-214.71,174.31,174.31,-,Upgrade
43,Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.99%,26.99%,-,Upgrade
44,Net Cash Per Share,-0.16,-0.16,-,-0.15,-0.15,-0.08,-,-,-0.13,-0.12,-0.13,-,-0.16,-0.18,-0.18,-,-0.06,0.05,0.05,-,Upgrade
45,Filing Date Shares Outstanding,3496,3496,3496,3496,3496,3496,3496,3530,3530,3530,3496,3559,3559,3559,3528,3559,3559,3559,3559,3559,Upgrade
46,Total Common Shares Outstanding,3496,3496,3496,3496,3496,3496,3496,3530,3530,3530,3496,3559,3559,3559,3528,3559,3559,3559,3559,3559,Upgrade
47,Working Capital,-406.42,-406.42,-952.13,-,-812.39,-,-894.12,-,324.85,-,225.59,-,228.17,-,14.92,-,847.91,-,736.31,-,Upgrade
48,Book Value Per Share,0.26,0.26,0.24,0.24,0.24,0.22,0.22,-,0.22,0.20,0.20,-,0.21,0.19,0.19,-,0.20,0.18,0.18,-,Upgrade
49,Tangible Book Value,217.11,217.11,151.24,200.75,200.75,159.43,159.43,-,496.23,429.61,429.61,-,450.84,380.53,380.53,-,624.47,533.15,533.15,-,Upgrade
50,Tangible Book Value Per Share,0.06,0.06,0.04,0.06,0.06,0.05,0.05,-,0.14,0.12,0.12,-,0.13,0.11,0.11,-,0.18,0.15,0.15,-,Upgrade
51,Buildings,-,-,274.21,-,-,-,244.67,-,-,-,239.63,-,-,-,189.07,-,-,-,167.21,-,Upgrade
52,Machinery,-,-,396.73,-,-,-,371.66,-,-,-,426.84,-,-,-,355.14,-,-,-,260.7,-,Upgrade
53,Construction In Progress,-,-,823.92,-,-,-,737.72,-,-,-,6.15,-,-,-,47.92,-,-,-,0.44,-,Upgrade
54,Leasehold Improvements,-,-,0.26,-,-,-,0.25,-,-,-,0.23,-,-,-,0.17,-,-,-,0.18,-,Upgrade
