,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,356,344,351,347,410,495,542,516,525,503,674,Upgrade
1,Market Cap Growth,-0.67%,-0.67%,-14.42%,-29.92%,-24.35%,-4.13%,3.25%,2.54%,-22.15%,-6.35%,26.40%,Upgrade
2,Enterprise Value,-256,-126,-343,-198,-111,-537,-639,-500,79,363,522,Upgrade
3,Last Close Price,0.93,0.87,0.86,0.84,0.97,1.07,1.16,1.09,1.09,1.04,1.37,Upgrade
4,PE Ratio,1.62,1.54,1.15,5.39,-,-0.54,-,3.71,3.78,0.86,1.10,Upgrade
5,PS Ratio,0.92,0.83,0.85,0.93,1.28,1.38,1.49,1.30,1.57,1.95,1.88,Upgrade
6,PB Ratio,0.25,0.23,0.24,0.27,0.35,0.38,0.41,0.23,0.25,0.26,0.36,Upgrade
7,P/TBV Ratio,0.23,0.23,0.24,0.27,0.35,0.38,0.41,0.23,0.25,0.26,0.36,Upgrade
8,P/FCF Ratio,-,-13.31,-,9.64,18.52,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-18.79,-,9.15,17.02,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,-,-,-,-,-,-,-,-,0.24,1.41,1.46,Upgrade
11,EV/FCF Ratio,3.97,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,0.12,0.12,0.12,0.03,0.18,0.20,0.16,0.00,0.00,0.00,0.00,Upgrade
13,Debt / FCF Ratio,-,-6.88,-,0.97,9.43,-,-,-,-,-,-,Upgrade
14,Return on Capital Employed (ROCE),-,-0.80%,-,-2.66%,-,-,-,-,-,-,-,Upgrade
15,Earnings Yield,62.73%,64.82%,86.75%,18.57%,-7.99%,-183.92%,-154.83%,26.92%,26.46%,116.35%,91.13%,Upgrade
16,FCF Yield,-18.13%,-7.51%,-16.71%,10.37%,5.40%,-29.68%,-42.29%,-46.39%,-55.06%,-29.87%,-1.44%,Upgrade
17,Dividend Yield,3.23%,3.44%,3.48%,3.56%,3.08%,2.79%,2.60%,2.75%,2.75%,0.96%,-,Upgrade
18,Buyback Yield / Dilution,3.48%,2.64%,4.28%,7.62%,3.49%,-,-,-,-,-,-,Upgrade
19,Total Shareholder Return,6.70%,6.08%,7.76%,11.18%,6.57%,2.79%,2.60%,2.75%,2.75%,0.96%,-,Upgrade
