,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters
0,Market Capitalization,2024,819,573,702,913,983,1065,1755,1673,2293,-,-,-,-,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-16.67%,-16.67%,-46.15%,-60.00%,-45.45%,-57.14%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,-93,-1247,-1275,-2464,-2462,-2513,-2303,-2166,-1813,-1092,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,1.73,0.70,0.49,0.60,0.78,0.84,0.91,1.50,1.43,1.96,-,-,-,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,64.90,-,-16.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.60,0.27,0.17,0.19,0.23,0.24,0.24,0.35,0.33,0.46,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PB Ratio,0.55,0.24,0.17,0.23,0.28,0.30,0.31,0.49,0.45,0.59,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,P/TBV Ratio,0.27,0.27,0.19,0.26,0.33,0.35,0.37,0.59,0.54,0.71,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,P/FCF Ratio,-,-,-,-,-1.26,-,-,-,-1.90,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-1.28,-,-,-,-1.98,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Debt / Equity Ratio,0.02,0.02,0.06,0.07,0.12,0.08,0.12,0.09,0.14,0.09,0.13,0.13,0.25,0.28,0.26,0.21,0.46,0.40,0.63,0.53,0.75,Upgrade
11,Debt / EBITDA Ratio,-,-,-,-,-,-,2.92,-,0.71,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / FCF Ratio,-,-,-,-,-0.54,-,-,-,-0.60,-,-18.08,-,-2.08,-5.88,-,-,-3.33,-,-,-,-,Upgrade
13,Asset Turnover,0.32,0.40,0.36,0.45,0.38,0.44,0.41,0.56,0.48,0.52,0.46,0.53,0.45,0.43,0.33,0.39,0.35,0.35,0.25,0.34,Upgrade,
14,Quick Ratio,1.60,1.60,1.22,0.55,0.79,0.88,0.95,0.88,0.91,0.96,0.96,0.99,0.99,1.07,1.22,1.48,1.21,1.32,0.98,0.92,0.83,Upgrade
15,Current Ratio,2.13,2.13,1.77,1.32,1.06,1.17,1.21,1.17,1.17,1.24,1.22,1.29,1.34,1.46,1.71,1.90,1.73,1.95,1.58,1.67,1.55,Upgrade
16,Return on Equity (ROE),-4.67%,-2.83%,-8.33%,-10.49%,-6.99%,-5.76%,-9.58%,-23.15%,-16.18%,-29.77%,-36.23%,-35.74%,-24.47%,-31.35%,-25.05%,-27.28%,-19.55%,-32.22%,-38.61%,-67.12%,Upgrade,
17,Return on Assets (ROA),-2.41%,-1.68%,-2.05%,-2.49%,-1.65%,-0.65%,-2.26%,1.58%,-4.31%,-3.01%,-10.01%,-13.10%,-7.56%,-11.84%,-7.99%,-17.30%,-6.25%,-8.71%,-11.30%,-15.75%,Upgrade,
18,Return on Capital (ROIC),-3.93%,-3.66%,-5.22%,-6.21%,-4.08%,-1.59%,-5.47%,3.70%,-10.03%,-6.69%,-20.22%,-24.45%,-12.67%,-18.14%,-11.62%,-23.50%,-8.23%,-11.43%,-14.38%,-19.96%,Upgrade,
19,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-16.25%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Earnings Yield,1.54%,3.81%,-6.23%,-55.30%,-43.79%,-50.09%,-50.78%,-43.21%,-58.94%,-50.68%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,FCF Yield,-8.97%,-22.68%,-60.59%,-24.60%,-79.35%,-73.43%,-61.99%,-17.71%,-52.53%,-23.32%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-1.49%,4.11%,4.74%,-5.23%,-0.19%,-2.86%,-4.34%,5.45%,2.89%,1.68%,1.10%,0.86%,-1.27%,-6.34%,-6.41%,-6.54%,-16.21%,-14.41%,-12.48%,-9.87%,4.84%,Upgrade
23,Total Shareholder Return,-1.49%,4.11%,4.74%,-5.23%,-0.19%,-2.86%,-4.34%,5.45%,2.89%,1.68%,1.10%,0.86%,-1.27%,-6.34%,-6.41%,-6.54%,-16.21%,-14.41%,-12.48%,-9.87%,4.84%,Upgrade
