,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters
0,Cash & Equivalents,1644,1439,1252,1379,1452,1520,1646,1908,1456,1445,1271,1399,1894,920.83,2361,3055,2080,535.12,1563,1078,Upgrade
1,Short-Term Investments,-,-,-,853.45,1244,1310,880.91,1233,1119,885.9,782.73,482.5,574.53,470.25,453.27,542.03,442.11,760.39,-,226.18,Upgrade
2,Trading Asset Securities,290.51,640.43,629.17,925.2,686.54,771.83,686.83,690.63,919.1,1004,916.89,2071,1361,1986,1619,1487,2303,1760,1005,1690,Upgrade
3,Cash & Short-Term Investments,1934,2079,1881,3158,3382,3602,3214,3832,3494,3334,2970,3953,3830,3378,4434,5084,4826,3055,2568,2994,Upgrade
4,Cash Growth,-42.81%,-42.27%,-41.47%,-17.58%,-3.19%,8.01%,8.21%,-3.06%,-8.78%,-1.28%,-33.00%,-22.26%,-20.65%,10.56%,72.64%,69.84%,206.93%,39.46%,-19.85%,-6.57%,Upgrade
5,Accounts Receivable,748.47,1010,1005,809.58,1247,1294,1309,1064,1394,1636,1483,1132,1689,1528,1211,1131,1466,1234,1080,921.4,Upgrade
6,Other Receivables,-,29.54,-,29.09,-,18.92,-,39.24,-,49.61,28.99,17.15,-,-,-,34.6,-,79.19,-,173.97,Upgrade
7,Receivables,748.47,1040,1005,838.66,1247,1313,1309,1103,1394,1686,1512,1149,1689,1528,1211,1165,1466,1314,1080,1095,Upgrade
8,Restricted Cash,466.06,469.41,36.83,447.56,409.67,202.14,329.16,343.81,441.66,490.89,475.31,1060,1277,1344,1109,2280,2505,2493,2431,3440,Upgrade
9,Other Current Assets,423.89,921.5,3998,914.61,1131,1138,1134,1096,1009,886.49,862.33,736.19,768.55,632.77,484,409.4,473.53,172.89,523.92,129.57,Upgrade
10,Total Current Assets,3573,4510,6921,5359,6169,6255,5987,6374,6338,6397,5820,6898,7564,6882,7238,8940,9271,7034,6604,7659,Upgrade
11,"Property, Plant & Equipment",52.53,65.83,91.82,85.08,99.21,116.78,143.21,151.4,221.85,247.06,259.51,244.41,243.27,168.95,190.63,224.28,225.59,251.04,278.7,314.51,Upgrade
12,Long-Term Investments,3.2,3.2,3.2,1373,903.8,816.57,965.88,1020,1049,997.08,932.81,825.85,207.9,207.11,202.18,197.56,199.47,181.11,543.41,512.28,Upgrade
13,Goodwill,-,289.16,-,289.16,-,289.16,-,289.16,-,289.16,289.16,289.16,-,-,-,289.16,-,289.16,-,289.16,Upgrade
14,Other Intangible Assets,333.54,51.32,344.36,182.21,493.05,237.06,541.66,281.28,605.77,336.52,364.07,398.03,745.62,801.51,872.35,627.9,884.87,616.55,942.96,687.79,Upgrade
15,Long-Term Accounts Receivable,7.01,-,-,-,0.15,-,-,-,-,0.01,0.15,1.54,426.56,204.2,60.73,42.07,37.84,45.66,35.07,41,Upgrade
16,Long-Term Deferred Tax Assets,768.4,768.4,768.58,768.28,767.96,768.28,769.06,765.96,749.17,730.17,707.34,683.22,656.14,623.21,591.38,564.56,517.7,496.48,455.86,423.79,Upgrade
17,Other Long-Term Assets,7.19,7.16,12.28,11.98,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,Upgrade
18,Total Assets,4744,5695,8142,8068,8433,8483,8406,8882,8964,8997,8382,9341,9844,8887,9155,10885,11137,8914,8860,9927,Upgrade
19,Accounts Payable,1217,359.74,2175,246.56,2324,485.95,2616,753.62,2443,1120,829.69,1102,1745,1654,1593,920.24,1436,590.77,1122,347,Upgrade
20,Accrued Expenses,285.39,1360,284.6,1567,362.85,1644,282.6,1592,376.24,1314,1211,1156,535.87,504.67,415.23,885.04,522.68,740.47,350.33,786.66,Upgrade
21,Short-Term Debt,48.43,142.78,162.07,306.11,259.01,348.62,281.26,378.39,328.76,266.56,294.83,815.26,1183,1158,1058,2283,2452,2439,2382,3219,Upgrade
22,Current Portion of Leases,-,29.64,-,22.94,-,-,-,47.03,-,69.57,65.95,57.42,-,-,-,86.1,-,100.65,-,101.89,Upgrade
23,Current Income Taxes Payable,-,27.44,-,45.06,6.22,44.1,-,51.91,-,-,35.62,44.72,-,-,-,47.76,-,28.71,1.27,35.68,Upgrade
24,Current Unearned Revenue,121.73,134.19,156.67,138.56,125.4,139.7,150.34,166.65,217.45,183.87,164.27,153.84,119.41,153.28,141.49,138.55,111.2,110.97,98.28,104.96,Upgrade
25,Other Current Liabilities,3.44,499.82,2459,2746,2173,2525,1805,2456,1741,2275,1927,1833,1581,560.45,595.23,805.71,228.54,434.92,-,345.17,Upgrade
26,Total Current Liabilities,1676,2554,5238,5073,5250,5188,5135,5446,5107,5230,4528,5162,5164,4031,3803,5167,4750,4445,3954,4940,Upgrade
27,Long-Term Leases,11.17,14.38,39.24,28.28,-,35.64,-,44.55,-,94.94,105.08,97.47,-,-,-,48.12,-,49.33,-,87.8,Upgrade
28,Long-Term Unearned Revenue,14.26,12.9,16.13,17.13,17.86,18.55,19.03,19.98,20.22,20,19.04,19.42,22.58,15.57,14.85,17.68,14.72,18.05,14.85,12.7,Upgrade
29,Long-Term Deferred Tax Liabilities,-,0.52,1.3,2.08,2.86,3.64,4.42,5.2,5.98,6.83,8.35,9.86,11.38,13.48,16.78,20.08,23.36,26.69,29.99,33.29,Upgrade
