,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,2498,2449,3442,3552,4663,4632,2444,2177,1820,1909,Upgrade
1,Revenue Growth (YoY),-27.44%,-31.05%,-26.18%,-23.32%,90.78%,112.73%,34.32%,14.03%,-7.15%,11.79%,Upgrade
2,Cost of Revenue,1092,1215,1210,1269,1488,1455,1226,1256,871.29,985.14,Upgrade
3,Gross Profit,1406,1233,2233,2283,3175,3177,1218,920.77,948.43,924.23,Upgrade
4,"Selling, General & Admin",153.99,193.45,222.41,299.92,256.41,238.09,239.55,280.37,218.13,227.95,Upgrade
5,Other Operating Expenses,5.3,6.84,2.74,5.09,11.83,14.7,4.43,-19.21,5.62,2.05,Upgrade
6,Operating Expenses,159.29,200.29,225.15,305.01,268.24,252.79,243.98,261.16,223.75,230,Upgrade
7,Operating Income,1247,1033,2008,1978,2907,2924,973.78,659.62,724.68,694.23,Upgrade
8,Interest Expense,-0.86,-1.5,-1.42,-0.66,-0.7,-0.59,-0.69,-0.64,-0.61,-0.31,Upgrade
9,Interest & Investment Income,116.1,89.89,105.26,60.44,46.63,99.77,31.41,85.24,59.43,122.26,Upgrade
10,Earnings From Equity Investments,-0.24,-0.11,-0.02,-0.02,-0.28,-0.14,-0.84,-0.2,-,0.2,Upgrade
11,Currency Exchange Gain (Loss),-0,-69.68,-41.58,-146.64,-75.47,18.64,69.32,127.53,3.65,-36.07,Upgrade
12,Other Non Operating Income (Expenses),31.94,46.06,51.77,48.95,78.41,74.13,20.48,15.78,16.22,20.78,Upgrade
13,EBT Excluding Unusual Items,1394,1098,2122,1940,2955,3116,1093,887.33,803.37,801.09,Upgrade
14,Gain (Loss) on Sale of Assets,-0,0.02,-0.37,-36.15,-0.05,-3.25,-0.68,-0.92,-0.75,-9.11,Upgrade
15,Asset Writedown,-,-,-,-27.41,-37.51,-36.79,-36.41,-76.41,-,-25.36,Upgrade
16,Other Unusual Items,-,-,-,-,-168,-,-,-,-,-,Upgrade
17,Pretax Income,1394,1098,2121,1876,2750,3076,1056,810,802.62,766.63,Upgrade
18,Income Tax Expense,411.33,315.92,602.06,504.38,813.36,788.57,282.76,207.65,217.68,250.52,Upgrade
19,Earnings From Continuing Operations,982.54,781.85,1519,1372,1936,2287,773.61,602.35,584.94,516.11,Upgrade
20,Minority Interest in Earnings,-145.19,-125.24,-286.45,-263.21,-329.57,-422.12,-100.22,-71.01,-36.24,-16.09,Upgrade
21,Net Income,837.35,656.6,1233,1109,1607,1865,673.39,531.34,548.7,500.03,Upgrade
22,Net Income to Common,837.35,656.6,1233,1109,1607,1865,673.39,531.34,548.7,500.03,Upgrade
23,Net Income Growth,-32.07%,-40.78%,-23.28%,-40.56%,138.60%,251.02%,22.72%,6.26%,-14.32%,8.13%,Upgrade
24,Shares Outstanding (Basic),4927,4982,5052,5052,5052,5052,5052,5173,5302,5302,Upgrade
25,Shares Outstanding (Diluted),4927,4982,5052,5052,5052,5052,5052,5173,5302,5302,Upgrade
26,Shares Change (YoY),-2.47%,-1.38%,-,-,-,-2.35%,-4.72%,-2.42%,-,-,Upgrade
27,EPS (Basic),0.17,0.13,0.24,0.22,0.32,0.37,0.13,0.10,0.10,0.09,Upgrade
28,EPS (Diluted),0.17,0.13,0.24,0.22,0.32,0.37,0.13,0.10,0.10,0.09,Upgrade
29,EPS Growth,-30.35%,-39.95%,-23.28%,-40.56%,138.60%,259.47%,28.80%,8.90%,-14.32%,8.13%,Upgrade
30,Free Cash Flow,1049,1573,2480,1865,1597,2590,772.27,76.31,293.22,884.74,Upgrade
31,Free Cash Flow Per Share,0.21,0.32,0.49,0.37,0.32,0.51,0.15,0.01,0.06,0.17,Upgrade
32,Dividend Per Share,0.090,0.180,0.100,0.280,0.150,0.320,0.080,0.090,0.075,0.087,Upgrade
33,Dividend Growth,-10.00%,-35.71%,-33.33%,-12.50%,87.50%,255.56%,6.67%,3.45%,-11.76%,2.35%,Upgrade
34,Operating Margin,49.92%,42.19%,58.32%,55.68%,62.33%,63.13%,39.84%,30.30%,39.82%,36.36%,Upgrade
35,Profit Margin,33.52%,26.81%,35.81%,31.22%,34.46%,40.27%,27.55%,24.40%,30.15%,26.19%,Upgrade
36,Free Cash Flow Margin,42.00%,64.25%,72.06%,52.52%,34.24%,55.93%,31.60%,3.51%,16.11%,46.34%,Upgrade
37,EBITDA,1514,1482,2253,2225,3175,3185,1237,996.49,945.32,926.03,Upgrade
38,D&A For EBITDA,267.18,449.24,245.26,246.78,268.87,260.96,263.46,336.87,220.64,231.8,Upgrade
39,EBIT,1247,1033,2008,1978,2907,2924,973.78,659.62,724.68,694.23,Upgrade
