,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,12728,15766,14189,9952,12579,16469,13337,11569,9194,8589,8907,Upgrade
1,Market Cap Growth,58.42%,58.42%,12.80%,-39.57%,-5.68%,42.36%,45.05%,34.69%,3.23%,-4.71%,5.66%,Upgrade
2,Enterprise Value,5878,10004,7618,5441,6721,11789,9838,8970,5198,4980,5262,Upgrade
3,Last Close Price,2.50,3.10,2.64,1.74,1.95,2.16,1.75,1.40,1.12,0.95,0.93,Upgrade
4,PE Ratio,8.29,10.55,7.51,4.25,4.63,4.74,5.25,9.60,8.51,8.19,7.81,Upgrade
5,Forward PE,8.24,9.22,7.71,5.36,5.18,6.49,7.49,8.12,8.66,7.82,7.67,Upgrade
6,PS Ratio,2.50,3.19,2.41,1.42,1.53,1.77,1.88,2.50,2.30,2.30,2.30,Upgrade
7,PB Ratio,0.76,0.85,0.77,0.54,0.67,0.88,0.70,0.64,0.53,0.51,0.52,Upgrade
8,P/TBV Ratio,1.06,1.06,0.94,0.66,0.81,1.05,0.84,0.77,0.63,0.61,0.62,Upgrade
9,P/FCF Ratio,4.85,6.01,3.50,2.29,3.63,3.93,3.97,13.63,24.88,7.29,6.86,Upgrade
10,P/OCF Ratio,5.25,5.25,3.12,2.12,3.27,3.50,3.44,8.45,10.99,5.19,4.63,Upgrade
11,PEG Ratio,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,Upgrade
12,EV/Sales Ratio,1.19,2.02,1.29,0.78,0.82,1.27,1.39,1.94,1.30,1.34,1.36,Upgrade
13,EV/EBITDA Ratio,1.96,3.34,2.04,1.22,1.24,1.85,2.22,4.02,2.68,2.66,2.64,Upgrade
14,EV/EBIT Ratio,2.58,4.39,2.51,1.37,1.38,2.02,2.52,5.49,3.75,3.51,3.39,Upgrade
15,EV/FCF Ratio,2.24,3.81,1.88,1.25,1.94,2.82,2.93,10.57,14.07,4.23,4.05,Upgrade
16,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
17,Debt / FCF Ratio,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.04,0.07,0.02,0.02,Upgrade
18,Return on Capital Employed (ROCE),11.43%,11.43%,15.23%,19.79%,24.15%,28.53%,18.69%,8.29%,7.31%,7.72%,8.34%,Upgrade
19,Earnings Yield,11.74%,9.48%,13.31%,23.53%,21.59%,21.08%,19.03%,10.41%,11.75%,12.21%,12.80%,Upgrade
20,FCF Yield,20.61%,16.63%,28.57%,43.67%,27.52%,25.42%,25.21%,7.34%,4.02%,13.71%,14.57%,Upgrade
21,Dividend Yield,11.20%,8.72%,10.62%,21.88%,22.04%,21.80%,22.91%,12.11%,14.79%,17.02%,18.42%,Upgrade
22,Buyback Yield / Dilution,1.93%,2.47%,1.38%,-,-,-,2.35%,4.72%,2.42%,-,-,Upgrade
23,Total Shareholder Return,13.13%,11.19%,12.00%,21.88%,22.04%,21.80%,25.26%,16.82%,17.21%,17.02%,18.42%,Upgrade
