,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,439.43,506.23,402.26,254.29,329.83,367.05,553.78,606.9,601.95,749.71
1,Revenue Growth (YoY),9.24%,99.08%,21.96%,-30.72%,-40.44%,-39.52%,-8.00%,-19.05%,89.57%,-
2,Cost of Revenue,117.69,159.46,104.52,73.44,87.06,94.65,112.64,134.35,148.59,130.18
3,Gross Profit,321.75,346.78,297.74,180.85,242.78,272.39,441.14,472.55,453.36,619.53
4,"Selling, General & Admin",219.72,163.42,216.18,217.61,171.17,141.81,203.3,115.7,183.51,93.64
5,Research & Development,264.1,282.96,299.24,379.25,367.12,368.28,337.35,312.87,227.56,196.24
6,Other Operating Expenses,-15.15,-11.31,5.54,6.57,9.62,4.17,-12.79,-5.49,-6.32,1.61
7,Operating Expenses,466.12,443.81,521.59,603.67,547.83,512.05,527.15,424.9,404.75,291.49
8,Operating Income,-144.37,-97.04,-223.86,-422.82,-305.06,-239.65,-86.01,47.65,48.61,328.04
9,Interest Expense,-0.96,-1.55,-2.18,-2.7,-3.13,-3.49,-3.88,-4.28,-8.93,-11.02
10,Interest & Investment Income,26.01,28.13,23.43,16.24,7.28,9.74,12.37,10.15,2.22,5.28
11,Earnings From Equity Investments,-3.48,-5.59,-12.52,-6.56,-6.88,-6.85,-3.1,-0.53,-,-
12,Currency Exchange Gain (Loss),-9.6,11.98,-18.07,-17.27,0.94,12.83,-1.65,-39.19,8.69,5.67
13,Other Non Operating Income (Expenses),-0.48,-0.13,-0.41,-0.32,-0.29,-2.62,-0.5,-0.09,-0.09,-0.06
14,EBT Excluding Unusual Items,-132.88,-64.2,-233.6,-433.44,-307.12,-230.05,-82.76,13.72,50.49,327.91
15,Gain (Loss) on Sale of Investments,-,-30.05,-,-27.22,-,25.06,-,4.88,-844.37,-102.11
16,Other Unusual Items,-,-,-,-,-,-,-,-,-,10.01
17,Pretax Income,-132.88,-94.25,-233.6,-460.67,-307.12,-205,-82.76,18.6,-793.88,235.8
18,Income Tax Expense,1.16,-11.71,-0.57,-0.98,1.73,12.49,3.08,-9.58,-6.68,19.91
19,Earnings From Continuing Operations,-134.04,-82.54,-233.02,-459.69,-308.86,-217.49,-85.84,28.18,-787.2,215.89
20,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-1.01
21,Net Income,-134.04,-82.54,-233.02,-459.69,-308.86,-217.49,-85.84,28.18,-787.2,214.88
22,Net Income to Common,-134.04,-82.54,-233.02,-459.69,-308.86,-217.49,-85.84,28.18,-787.2,214.88
23,Net Income Growth,-,-,-,-,-,-,-,-86.89%,-,-
24,Shares Outstanding (Basic),786,786,784,785,789,792,786,747,320,355
25,Shares Outstanding (Diluted),786,786,784,785,789,792,786,747,320,355
26,Shares Change (YoY),0.29%,0.17%,-0.63%,-0.93%,0.35%,6.02%,145.45%,110.66%,-9.72%,-
27,EPS (Basic),-0.17,-0.10,-0.30,-0.59,-0.39,-0.27,-0.11,0.04,-2.46,0.61
28,EPS (Diluted),-0.17,-0.10,-0.30,-0.59,-0.39,-0.27,-0.11,0.04,-2.46,0.61
29,EPS Growth,-,-,-,-,-,-,-,-93.78%,-,-
30,Free Cash Flow,-68.6,79.83,-161.25,-276.52,-249.09,-87.53,-89.01,168.67,273.97,-11.85
31,Free Cash Flow Per Share,-0.09,0.10,-0.21,-0.35,-0.32,-0.11,-0.11,0.23,0.86,-0.03
32,Operating Margin,-32.85%,-19.17%,-55.65%,-166.28%,-92.49%,-65.29%,-15.53%,7.85%,8.08%,43.76%
33,Profit Margin,-30.50%,-16.30%,-57.93%,-180.78%,-93.64%,-59.25%,-15.50%,4.64%,-130.78%,28.66%
34,Free Cash Flow Margin,-15.61%,15.77%,-40.09%,-108.74%,-75.52%,-23.85%,-16.07%,27.79%,45.51%,-1.58%
35,EBITDA,-136.57,-88.59,-213.5,-413.83,-296.68,-231.38,-80.14,53.57,54.54,334.19
36,D&A For EBITDA,7.8,8.45,10.36,8.99,8.38,8.27,5.87,5.92,5.93,6.15
37,EBIT,-144.37,-97.04,-223.86,-422.82,-305.06,-239.65,-86.01,47.65,48.61,328.04
38,Advertising Expenses,144.97,-,128.92,-,67.28,-,136.84,-,85.14,-
