,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,840,929,1400,886,744,886,603,680,588,659,804,Upgrade
1,Market Cap Growth,4.88%,4.88%,88.10%,0%,23.48%,30.16%,2.57%,3.28%,-26.88%,-16.44%,-8.15%,Upgrade
2,Enterprise Value,1463,1733,1659,1656,1548,1727,1675,1455,1021,1316,1387,Upgrade
3,Last Close Price,7.78,8.60,12.65,8.01,6.32,7.52,5.12,5.78,4.79,5.37,6.33,Upgrade
4,PE Ratio,15.11,16.71,24.74,8.52,7.28,42.40,-,15.87,12.20,20.91,-,Upgrade
5,Forward PE,-,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,13.45,Upgrade
6,PS Ratio,0.17,0.19,0.29,0.18,0.16,0.21,0.13,0.14,0.12,0.16,0.21,Upgrade
7,PB Ratio,1.32,1.46,2.13,1.43,1.11,1.44,0.97,1.12,0.98,1.22,1.49,Upgrade
8,P/TBV Ratio,1.69,1.69,2.47,1.68,1.30,2.00,1.38,1.60,1.44,1.77,2.19,Upgrade
9,P/FCF Ratio,-,-,-9.25,-,18.56,-,-11.01,-,6.25,-,-,Upgrade
10,P/OCF Ratio,-,-,-13.16,-,14.94,-,-25.12,-,3.77,-,178.73,Upgrade
11,EV/Sales Ratio,0.30,0.36,0.34,0.34,0.33,0.40,0.36,0.29,0.22,0.33,0.35,Upgrade
12,EV/EBITDA Ratio,8.86,10.76,11.49,12.18,11.32,15.79,13.18,10.63,7.83,13.42,11.66,Upgrade
13,EV/EBIT Ratio,10.52,12.46,13.91,15.21,14.65,23.54,18.33,13.71,9.76,17.27,14.55,Upgrade
14,EV/FCF Ratio,-21.62,-,-10.96,-,38.62,-,-30.60,-,10.87,-,-,Upgrade
15,Debt / Equity Ratio,1.68,1.68,2.30,1.22,1.99,2.17,2.63,2.62,2.50,1.57,2.28,Upgrade
16,Debt / FCF Ratio,-,-,-10.00,-,33.43,-,-29.77,-,15.86,-,-,Upgrade
17,Return on Capital Employed (ROCE),20.45%,20.45%,17.22%,17.15%,15.30%,10.31%,12.32%,14.14%,13.82%,10.82%,13.62%,Upgrade
18,Earnings Yield,6.62%,5.99%,4.04%,11.74%,13.74%,2.36%,4.72%,6.30%,8.20%,4.78%,5.59%,Upgrade
19,FCF Yield,-8.06%,-7.29%,-10.81%,-23.13%,5.39%,7.01%,-9.08%,34.45%,15.99%,-46.63%,-9.73%,Upgrade
20,Dividend Yield,4.14%,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Buyback Yield / Dilution,0.01%,0.02%,-0.01%,0.00%,-0.01%,-0.01%,0.03%,-0.01%,-0.03%,0.02%,-0.00%,Upgrade
22,Total Shareholder Return,4.15%,0.02%,-0.01%,0.00%,-0.01%,-0.01%,0.03%,-0.01%,-0.03%,0.02%,-0.00%,Upgrade
