,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,10619,3491,4001,4538,5183,6714,4565,5425,5639,5586,6472,6955,8003,8218,9157,11735,11118,12568,12971,14260,13481,Upgrade
1,Market Cap Growth,-48.00%,-48.00%,-12.35%,-16.34%,-8.10%,20.19%,-29.46%,-22.01%,-29.53%,-32.03%,-29.33%,-40.73%,-28.02%,-34.62%,-29.40%,-17.70%,-17.53%,-7.69%,-19.50%,-33.04%,-27.87%,Upgrade
2,Enterprise Value,34267,25627,27216,26682,27327,27506,25745,20426,20641,23604,22133,22844,23892,25183,24692,26541,25923,27590,25655,23639,22860,Upgrade
3,Last Close Price,1.77,1.30,1.49,1.69,1.93,2.50,1.70,2.02,2.10,2.08,2.41,2.59,2.98,3.06,3.41,4.37,4.14,4.68,4.83,5.31,5.02,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-8.45,-,-,-,14.08,18.66,-,259.72,Upgrade
5,Forward PE,-,26.27,26.27,26.27,26.27,26.27,26.27,26.27,26.27,26.27,26.27,26.27,26.27,27.82,31.00,41.62,18.00,12.73,12.38,13.62,19.12,Upgrade
6,PS Ratio,-6.90,-6.90,-22.62,11.13,9.11,3.99,2.36,2.91,1.65,0.90,0.73,0.66,0.76,0.69,0.81,1.14,1.27,1.42,1.68,1.89,1.66,Upgrade
7,PB Ratio,-2.76,-2.76,-38.82,6.00,4.89,1.58,0.88,0.99,0.93,0.53,0.57,0.59,0.66,0.64,0.72,0.90,0.84,0.91,0.96,1.15,1.06,Upgrade
8,P/TBV Ratio,-,-,-,-,-,4.55,1.91,1.89,1.67,0.85,0.88,0.89,0.98,0.95,1.06,1.32,1.21,1.30,1.37,1.52,1.35,Upgrade
9,P/FCF Ratio,254.86,83.79,-39.00,-,-11.37,-,-,-,-,-,-,-,-,45.85,-,-,-7.70,-,-,-,-,Upgrade
10,P/OCF Ratio,28.56,28.56,-4219.95,-,-20.59,-,-,-,-,-,7.13,9.79,-,7.19,-,85.76,-14.90,-,-,-,-10.16,Upgrade
