,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Market Capitalization,5914,5622,5101,5590,5941,5881,6072,6428,7544,5568,7776,6964,9204,7284,7532,9344,9676,-,-,-,-,Upgrade
1,Market Cap Growth,-4.40%,-4.40%,-15.99%,-13.03%,-21.25%,5.61%,-21.91%,-7.71%,-18.04%,-23.56%,3.24%,-25.47%,-4.88%,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,10575,9821,8783,8411,8762,8554,8309,7888,9005,6911,9176,7932,10172,7932,8253,10116,10448,-,-,-,-,Upgrade
3,Last Close Price,12.40,13.92,12.63,13.63,14.49,14.34,14.93,15.64,18.36,13.56,18.93,16.69,22.06,17.46,18.05,22.05,22.84,-,-,-,-,Upgrade
4,PE Ratio,10.89,11.41,9.86,12.81,21.77,66.74,-294.51,-,-,18.56,22.69,18.31,23.59,17.83,17.39,26.36,28.58,-,-,-,-,Upgrade
5,Forward PE,10.67,10.51,9.14,11.16,14.02,15.94,14.10,12.05,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,0.69,0.77,0.72,0.80,0.91,0.97,1.04,1.09,1.27,1.00,1.55,1.64,2.49,2.18,2.42,3.27,3.67,-,-,-,-,Upgrade
7,PB Ratio,1.88,2.09,1.96,2.17,2.43,2.56,2.85,2.95,3.42,2.51,3.52,3.14,4.35,3.87,4.12,5.19,5.73,-,-,-,-,Upgrade
8,P/TBV Ratio,2.71,2.71,2.57,2.84,3.07,3.25,3.61,3.57,3.98,2.91,3.81,3.26,4.53,4.05,4.31,5.44,6.03,-,-,-,-,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-6.86,-,-,-,-,-13.88,-,-,-,-103.65,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,6.49,6.49,3.35,4.28,5.52,18.06,-,-,-,24.79,37.41,-,-,25.14,18.48,38.53,-,-,-,-,-,Upgrade
11,EV/Sales Ratio,1.44,1.34,1.24,1.20,1.34,1.41,1.43,1.34,1.51,1.24,1.82,1.86,2.76,2.37,2.65,3.54,3.97,-,-,-,-,Upgrade
12,EV/EBITDA Ratio,12.12,10.77,9.83,10.65,14.43,22.91,33.66,22.31,18.82,12.42,15.59,13.36,17.01,12.55,12.73,18.09,20.26,-,-,-,-,Upgrade
13,EV/EBIT Ratio,15.53,14.06,12.94,14.05,21.11,47.52,115.81,44.38,-,16.57,20.04,16.70,20.86,14.97,15.04,21.50,24.33,-,-,-,-,Upgrade
14,EV/FCF Ratio,-6.18,-,-,-,-,-9.98,-,-,-,-,-16.38,-,-,-,-113.57,-,-,-,-,-,-,Upgrade
15,Debt / Equity Ratio,1.91,1.91,1.82,1.61,1.45,1.43,1.79,1.62,1.44,1.28,1.21,0.93,0.82,0.59,0.50,0.54,0.58,0.70,0.86,0.89,0.89,Upgrade
16,Debt / EBITDA Ratio,5.89,5.97,5.98,4.25,3.47,4.19,10.07,14.19,32.11,10.19,3.28,2.77,4.38,2.73,1.11,1.28,1.86,1.86,2.17,1.52,1.69,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,-3.84,-,-,-,-,-4.76,-,-,-,-12.62,-,-,-63.63,-11.47,-,-,Upgrade
18,Asset Turnover,0.87,0.79,0.87,1.00,1.00,0.88,0.74,0.87,1.02,1.19,1.11,0.97,1.16,1.02,0.90,0.84,1.17,-,-,-,Upgrade,
19,Inventory Turnover,8.17,8.98,8.88,10.19,9.79,7.71,6.48,6.37,9.24,9.13,8.69,7.27,6.87,7.85,5.99,5.38,6.46,8.07,-,-,-,Upgrade
