,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Operating Revenue,2042,1698,1726,1810,1892,1514,1258,1393,1588,1631,1331,991.61,1052,870.74,761.22,605.25,852.77,584.72,540.07,688.23,Upgrade
1,Other Revenue,-6.88,6.88,-,45.28,-69.3,69.3,-,18.35,-11,11,-,13.88,-2.98,2.98,-,51.85,-30.05,30.05,-,5.43,Upgrade
2,Revenue,2035,1705,1726,1855,1823,1583,1258,1412,1577,1642,1331,1005,1049,873.72,761.22,657.1,822.73,614.77,540.07,693.66,Upgrade
3,Revenue Growth (YoY),11.60%,7.71%,37.17%,31.41%,15.60%,-3.63%,-5.45%,40.39%,50.33%,87.98%,74.85%,53.02%,27.52%,42.12%,40.95%,-5.27%,45.91%,9.94%,-3.42%,-,Upgrade
4,Cost of Revenue,1815,1516,1503,1578,1618,1485,1215,1475,1444,1411,1112,896.24,923.96,664.7,570.01,600.45,672.48,481.47,379.94,525.45,Upgrade
5,Gross Profit,220.07,188.87,223.68,277.38,204.71,97.46,43.04,-63.69,133.29,231.09,218.76,109.25,125.14,209.02,191.21,56.65,150.25,133.29,160.13,168.22,Upgrade
6,"Selling, General & Admin",31.93,26.18,28,39.94,30.06,20.21,21.8,6.67,38.02,26.36,19.06,22.65,18.73,14.1,12.3,-60.01,43.54,35.15,33.61,39,Upgrade
7,Research & Development,26.67,26.9,27.37,27.08,27.55,21.31,12.09,-59.74,49.27,47.54,27.77,14.13,16.13,18.63,4.94,4.45,1.38,2.97,2.35,1.5,Upgrade
8,Other Operating Expenses,-9.85,6.78,-24.73,7.42,-4.36,0.58,3.04,16.42,4.13,-0.93,2,9.55,3.28,1.86,2.39,9.03,-0.48,2.52,-0.85,9.96,Upgrade
9,Operating Expenses,53.51,58.94,27.83,71.14,57.91,47.73,30.72,-34.86,94.77,75.37,63.25,41.8,46.06,36.1,23.02,-53.09,52.24,38.76,33.01,56.46,Upgrade
