,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+4 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+4 Quarters
0,Market Capitalization,46,50,72,71,82,91,116,108,136,155,163,151,199,200,216,228,124,91,124,736,-,Upgrade
1,Market Cap Growth,-44.74%,-44.74%,-37.93%,-34.07%,-39.41%,-41.24%,-28.92%,-28.57%,-31.73%,-22.40%,-24.44%,-33.68%,60.65%,119.30%,74.19%,-69.02%,-,-,-,-,-,Upgrade
2,Enterprise Value,-49,-54,-33,-23,-13,-16,10,3,25,40,49,40,89,102,118,135,34,17,48,704,-,Upgrade
3,Last Close Price,0.06,0.06,0.09,0.09,0.10,0.11,0.14,0.14,0.17,0.19,0.20,0.19,0.25,0.25,0.27,0.28,0.15,0.11,0.15,0.92,-,Upgrade
4,PE Ratio,15.48,17.11,29.96,34.27,-1633.59,-,-32.63,-25.78,-,-,-,-,-,76.49,344.78,-105.95,-,-,-,-,-,Upgrade
5,PS Ratio,1.54,1.70,2.28,2.09,2.81,3.27,4.16,4.65,5.79,5.21,4.47,4.08,4.59,5.20,7.33,8.70,3.25,1.76,1.93,10.78,-,Upgrade
6,PB Ratio,0.48,0.53,0.75,0.74,0.90,0.99,1.18,1.11,-,1.49,1.47,1.37,-,1.80,2.01,2.12,-,0.92,1.22,7.11,-,Upgrade
7,P/TBV Ratio,0.53,0.53,0.75,0.74,0.90,0.99,1.18,1.11,-,1.49,1.47,1.37,-,1.80,2.01,2.12,-,0.92,1.22,7.11,-,Upgrade
8,EV/Sales Ratio,-,-,-,-,-,-,0.36,0.15,1.06,1.35,1.34,1.08,2.04,2.65,4.00,5.14,0.90,0.33,0.75,10.32,-,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-,-3.56,-0.94,-,-13.42,-,-,-,26.56,127.54,-56.11,-,-,-,29.60,-,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,-2.93,-0.81,-,-11.20,-,-,-,29.26,195.45,-50.65,-,-,-,29.99,-,Upgrade
11,Debt / Equity Ratio,0.14,0.14,0.14,0.06,0.04,0.04,0.03,0.03,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,-,Upgrade
12,Debt / EBITDA Ratio,2.82,4.24,4.24,0.46,6.63,3.74,2.54,3.55,-,-,-,-,-,-,-,-,-,-,-,0.00,-,Upgrade
13,Asset Turnover,0.22,0.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Quick Ratio,4.67,4.67,4.67,5.73,-,4.59,-,6.20,-,7.04,-,6.79,-,8.44,-,7.32,-,10.83,-,5.58,-,Upgrade
15,Current Ratio,4.76,4.76,4.76,5.76,-,4.96,-,6.20,-,7.16,-,6.89,-,8.56,-,7.78,-,11.29,-,5.77,-,Upgrade
16,Return on Equity (ROE),1.56%,1.57%,9.25%,0.27%,-0.85%,0.06%,-,-,-0.09%,-2.59%,-,-,5.60%,2.56%,-,-,-1.59%,-7.61%,-,-,Upgrade,
17,Return on Assets (ROA),1.42%,1.46%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Return on Capital (ROIC),1.57%,1.64%,7.49%,0.03%,0.32%,0.42%,-,-,0.15%,-1.69%,-,-,5.41%,1.83%,-,-,-1.11%,-5.63%,-,-,Upgrade,
19,Return on Capital Employed (ROCE),4.54%,4.54%,3.95%,3.42%,-,-3.46%,-,-4.39%,-,-3.44%,-,-,-,3.13%,-,-2.47%,-,-,-,22.69%,-,Upgrade
20,Earnings Yield,6.46%,5.85%,3.34%,2.92%,-0.06%,-3.88%,-3.06%,-3.88%,-4.81%,-2.44%,-1.46%,-0.62%,1.92%,1.31%,0.29%,-0.94%,-4.22%,2.08%,5.55%,1.23%,-,Upgrade
21,FCF Yield,0.61%,-14.09%,-4.97%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-13.44%,-33.33%,-33.33%,-33.33%,-17.53%,-,Upgrade,
23,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-13.44%,-33.33%,-33.33%,-33.33%,-17.53%,-,Upgrade,
