,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,121,88,61,169,180,270,333,900,973,901,1172,Upgrade
1,Market Cap Growth,-47.87%,-47.87%,-66.00%,-37.33%,-45.95%,-70.00%,-65.81%,-0.19%,-16.92%,-23.08%,-13.33%,Upgrade
2,Enterprise Value,4927,5051,5903,6160,6386,6385,6587,7528,7874,7824,8866,Upgrade
3,Last Close Price,0.07,0.05,0.03,0.09,0.10,0.15,0.18,0.50,0.54,0.50,0.63,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,23.56,-,4.15,Upgrade
5,Forward PE,-,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,Upgrade
6,PS Ratio,0.05,0.04,0.02,0.08,0.06,0.12,0.15,0.34,0.59,0.55,0.65,Upgrade
7,PB Ratio,0.65,0.18,0.06,0.11,0.08,0.09,0.09,0.15,0.17,0.17,0.22,Upgrade
8,P/TBV Ratio,0.47,0.47,0.08,0.12,0.09,0.09,0.10,0.16,0.17,0.18,0.22,Upgrade
9,P/FCF Ratio,0.32,-,0.15,-2.15,-,-,-,0.39,1.68,-,6.95,Upgrade
10,P/OCF Ratio,0.23,0.23,0.14,-2.18,-,-,-,0.37,1.53,-,5.29,Upgrade
11,EV/Sales Ratio,2.10,2.16,2.24,3.10,2.12,2.73,3.01,2.85,4.77,4.81,4.94,Upgrade
12,EV/EBITDA Ratio,12.68,11.84,21.53,-,-,28.34,131.42,-,-,39.54,25.17,Upgrade
13,EV/EBIT Ratio,15.25,-,26.53,-,-,38.82,1353.71,-,-,46.35,27.40,Upgrade
14,EV/FCF Ratio,13.24,-,14.00,-78.40,-,-,-,3.29,13.56,-,52.58,Upgrade
15,Debt / Equity Ratio,9.40,9.40,4.63,3.87,2.78,2.11,1.79,1.31,1.30,1.48,1.39,Upgrade
16,Debt / FCF Ratio,12.49,-,11.70,-74.60,-,-,-,3.34,13.05,-,44.59,Upgrade
17,Return on Capital Employed (ROCE),22.02%,-,9.11%,-,-,1.99%,0.09%,-,-,1.84%,2.86%,Upgrade
18,Earnings Yield,-965.40%,-1320.04%,-1864.32%,-737.26%,-662.24%,-1005.57%,-730.33%,14.75%,4.24%,-16.07%,24.11%,Upgrade
19,FCF Yield,308.67%,422.06%,689.43%,-46.46%,-121.74%,-147.91%,346.98%,254.43%,59.65%,7.95%,14.39%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-0.00%,0.10%,0.19%,0.09%,-,-,-,Upgrade,
21,Total Shareholder Return,-,-,-,-0.00%,0.10%,0.19%,0.09%,-,-,-,Upgrade,
