,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,123.71,181.16,319.41,948.09,1104,1603,927.41,994.11,387.45,408.49,Upgrade
1,Trading Asset Securities,0.04,0.04,0.05,20.16,0.06,0.07,0.1,0.11,0.12,0.65,Upgrade
2,Cash & Short-Term Investments,123.75,181.19,319.46,968.25,1104,1603,927.51,994.23,387.57,409.14,Upgrade
3,Cash Growth,-61.26%,-81.29%,-71.07%,-39.60%,19.06%,61.24%,139.31%,143.00%,17.69%,-30.77%,Upgrade
4,Accounts Receivable,81.43,70.01,45.9,47.8,26.76,41.25,41.2,37.64,34.5,29.38,Upgrade
5,Other Receivables,-,135.32,-,243.07,-,376.47,244.46,1207,846.32,1235,Upgrade
6,Receivables,81.43,205.33,45.9,290.86,26.76,794.67,1636,1245,880.82,1264,Upgrade
7,Inventory,4183,3675,3832,3868,3850,2944,2504,2434,2501,2259,Upgrade
8,Prepaid Expenses,-,195.38,-,148.44,-,92.94,-,73,-,57.87,Upgrade
9,Restricted Cash,100.19,98.01,112.49,220.15,205.07,332.97,396.52,114.78,20.94,14.27,Upgrade
10,Other Current Assets,530.86,130.86,925.94,293.44,620.08,165.59,521.08,323.68,765.62,785.79,Upgrade
11,Total Current Assets,5019,4486,5236,5789,5806,5933,5985,5184,4556,4790,Upgrade
12,"Property, Plant & Equipment",2301,2389,2474,2496,2552,2543,2546,2802,2678,2767,Upgrade
13,Long-Term Investments,382.69,393.78,392.4,384.96,346.94,367.49,366.53,392.59,374.67,374.67,Upgrade
14,Goodwill,-,-,-,-,-,-,99,99,99,99,Upgrade
15,Other Intangible Assets,-,-,13.82,14.19,29.92,30.79,31.66,32.52,33.39,34.26,Upgrade
16,Long-Term Deferred Tax Assets,144.85,66.9,43.52,36.63,44.4,23.83,15.59,11.89,8.09,6.44,Upgrade
17,Other Long-Term Assets,5574,6198,6424,6459,6629,6607,6567,6654,6735,6437,Upgrade
18,Total Assets,13421,13533,14584,15180,15408,15505,15611,15176,14483,14509,Upgrade
19,Accounts Payable,2085,575.02,534.87,598.76,581.3,480.9,427.62,532.4,462.71,643.03,Upgrade
20,Accrued Expenses,-,231.42,-,311.55,-,303.39,-,390.07,-,401.4,Upgrade
21,Short-Term Debt,47.62,329.92,1247,754.9,563.87,818.23,748.15,605.91,691.95,-,Upgrade
22,Current Portion of Long-Term Debt,575.86,584.86,324.72,1319,2238,1527,560.59,665.56,1164,351.86,Upgrade
23,Current Portion of Leases,46.58,49.11,42.69,45.4,37.34,29.1,24.12,35.06,28.85,24.3,Upgrade
24,Current Income Taxes Payable,1128,193.77,426.87,162.03,468.89,151.93,530.88,170.66,562.98,225.96,Upgrade
25,Current Unearned Revenue,661.99,3076,2744,2826,2442,2091,999,426.26,253.87,504.22,Upgrade
26,Other Current Liabilities,319.9,292.39,248.81,210.17,285.5,257.62,276.88,245.48,248.51,866.17,Upgrade
27,Total Current Liabilities,4865,5332,5569,6228,6617,5659,3567,3071,3413,3017,Upgrade
28,Long-Term Debt,2707,2534,2765,2689,2330,3108,5056,4803,3658,4104,Upgrade
29,Long-Term Leases,27.59,91.87,144.66,137.6,132.76,138.65,118.26,316.14,274.8,308.1,Upgrade
30,Long-Term Deferred Tax Liabilities,617.64,733.92,817.86,816.86,842.86,865.21,884.37,907.82,927.3,937.92,Upgrade
31,Total Liabilities,8217,8692,9297,9872,9923,9771,9626,9098,8274,8367,Upgrade
32,Common Stock,160.22,160.22,160.22,160.22,160.22,160.22,160.22,160.22,160.22,160.44,Upgrade
33,Additional Paid-In Capital,719.7,719.7,719.7,719.7,719.7,719.7,719.7,719.7,719.7,721.69,Upgrade
34,Retained Earnings,2653,2275,2613,2680,2888,3112,3335,3407,3432,3363,Upgrade
35,Comprehensive Income & Other,1607,1592,1596,1544,1498,1508,1525,1548,1554,1539,Upgrade
