,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,2922,478.68,818.56,334.68,257.1,323.96,547.11,394.84,305.53,1293,Upgrade
1,Revenue Growth (YoY),256.94%,43.03%,218.38%,3.31%,-53.01%,-17.95%,79.07%,-69.45%,-53.93%,-8.18%,Upgrade
2,Cost of Revenue,1342,339.6,589.54,266.17,208.24,226.29,428.28,280.21,250.01,804.72,Upgrade
3,Gross Profit,1580,139.08,229.02,68.51,48.87,97.67,118.83,114.63,55.53,487.91,Upgrade
4,"Selling, General & Admin",134.58,172.23,170.36,211.39,161.36,253.72,178.45,210.38,154.95,172.41,Upgrade
5,Operating Expenses,134.58,172.23,170.36,211.39,161.36,253.72,178.45,210.38,154.95,172.41,Upgrade
6,Operating Income,1445,-33.16,58.67,-142.88,-112.5,-156.06,-59.62,-95.75,-99.42,315.5,Upgrade
7,Interest Expense,-47.32,-54.79,-47.19,-52.23,-87.68,-111.85,-111.25,-108.74,-110.45,-92.09,Upgrade
8,Interest & Investment Income,4.1,0.46,3.41,6.76,27.77,96.76,71.06,35.58,61.22,9.73,Upgrade
9,Earnings From Equity Investments,-4.49,-0.24,-0.43,-0.53,-0.49,-0.81,-,-,-,-,Upgrade
10,Currency Exchange Gain (Loss),5.33,-7.08,0.24,-0.17,0.41,-0.59,0.03,-1.47,-,-0.17,Upgrade
11,Other Non Operating Income (Expenses),4.01,-38.79,-1.9,1.7,12.53,19.11,54.13,21.54,-22.45,7.26,Upgrade
12,EBT Excluding Unusual Items,1407,-133.58,12.8,-187.35,-159.95,-153.42,-45.65,-148.83,-171.11,240.23,Upgrade
13,Impairment of Goodwill,-,-,-,-,-,-99,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Investments,-5.63,-,-,-,-,-,-,0.03,0.14,21.26,Upgrade
15,Gain (Loss) on Sale of Assets,9.36,-1.19,-,28.22,4.39,-13.4,106.19,48.78,-,-1.5,Upgrade
16,Asset Writedown,-535.9,-324.78,-29.91,-67.23,-95.59,3.43,-75.18,97.69,282.15,-23.32,Upgrade
17,Other Unusual Items,2.88,-,-,-,-,-,-,-,-,-,Upgrade
18,Pretax Income,877.36,-459.55,-17.11,-226.36,-251.16,-262.39,-14.64,-2.33,111.18,236.67,Upgrade
19,Income Tax Expense,529.86,-106.42,54.88,-3.23,-12.64,-27.31,53.1,27.38,56.39,199.56,Upgrade
20,Earnings From Continuing Operations,347.5,-353.14,-72,-223.12,-238.52,-235.07,-67.74,-29.71,54.79,37.12,Upgrade
21,Minority Interest in Earnings,30.29,15.67,5.33,14.33,14.79,12.18,-4.5,4.85,14.5,9.96,Upgrade
22,Net Income,377.79,-337.47,-66.67,-208.8,-223.72,-222.9,-72.24,-24.86,69.29,47.08,Upgrade
23,Net Income to Common,377.79,-337.47,-66.67,-208.8,-223.72,-222.9,-72.24,-24.86,69.29,47.08,Upgrade
24,Shares Outstanding (Basic),2011,2011,2011,2011,2011,2011,2011,2011,2011,2013,Upgrade
25,Shares Outstanding (Diluted),2011,2011,2011,2011,2011,2011,2011,2011,2011,2013,Upgrade
26,Shares Change (YoY),-,-,-,-,-,0.00%,-0.03%,-0.13%,0.21%,9.73%,Upgrade
27,EPS (Basic),0.19,-0.17,-0.03,-0.10,-0.11,-0.11,-0.04,-0.01,0.03,0.02,Upgrade
28,EPS (Diluted),0.19,-0.17,-0.03,-0.10,-0.11,-0.11,-0.04,-0.01,0.03,0.02,Upgrade
29,Free Cash Flow,169.07,798.79,-185.75,191.89,-525.1,1282,-587.72,201.23,-1064,-183.7,Upgrade
30,Free Cash Flow Per Share,0.08,0.40,-0.09,0.10,-0.26,0.64,-0.29,0.10,-0.53,-0.09,Upgrade
31,Operating Margin,49.46%,-6.93%,7.17%,-42.69%,-43.76%,-48.17%,-10.90%,-24.25%,-32.54%,24.41%,Upgrade
32,Profit Margin,12.93%,-70.50%,-8.14%,-62.39%,-87.02%,-68.80%,-13.20%,-6.30%,22.68%,3.64%,Upgrade
33,Free Cash Flow Margin,5.79%,166.87%,-22.69%,57.34%,-204.24%,395.67%,-107.42%,50.97%,-348.38%,-14.21%,Upgrade
34,EBITDA,1507,42.98,106.14,-77.69,-60.87,-83.12,-20.11,-51.62,-43.13,342.7,Upgrade
35,D&A For EBITDA,62.15,76.14,47.48,65.19,51.63,72.94,39.52,44.14,56.3,27.19,Upgrade
36,EBIT,1445,-33.16,58.67,-142.88,-112.5,-156.06,-59.62,-95.75,-99.42,315.5,Upgrade
