,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,90270,90270,82517,-,301790,301790,70419,-,93132,89525,87911,86205,59669,81707,51360,57253,60494,60377,63156,103634,Upgrade
1,Short-Term Investments,90000,90000,140000,-,80000,80000,50000,-,53000,103000,150000,250000,350000,350000,350000,350000,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,180270,180270,222517,381790,381790,381790,120419,-,146132,192525,237911,336205,409669,431707,401360,407253,60494,60377,63156,103634,Upgrade
3,Cash Growth,-52.78%,-52.78%,84.79%,-,161.26%,98.31%,-49.38%,-,-64.33%,-55.40%,-40.72%,-17.45%,577.20%,615.02%,535.51%,292.97%,10.51%,31.70%,-,-,Upgrade
4,Accounts Receivable,124096,124096,88478,-,87350,87350,128360,-,109915,132632,94665,91392,121112,117870,161138,179308,249858,192408,160274,97678,Upgrade
5,Other Receivables,9516,9516,11001,-,10525,10525,17734,-,8964,9218,10099,24116,32917,30340,27107,21900,21800,21153,20519,22976,Upgrade
6,Receivables,133612,133612,99479,-,97875,97875,146094,-,118879,141850,104764,115508,154029,148211,188245,201208,271658,213561,180793,120654,Upgrade
7,Inventory,527935,527935,422952,-,378908,378908,410243,-,460629,342269,366923,345404,339706,361697,363432,344349,373510,355147,367910,386474,Upgrade
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,216,216,-,-,-,-,-,-,-,-,-,Upgrade
9,Other Current Assets,83045,83045,92231,-,150099,150099,168440,-,285297,232222,209900,214513,103882,91418,73549,79278,27728,61458,40836,7287,Upgrade
10,Total Current Assets,924861,924861,837180,-,1008673,1008673,845196,-,1010937,909083,919714,1011630,1007287,1033032,1026585,1032087,733390,690542,652695,618049,Upgrade
11,"Property, Plant & Equipment",976101,976101,909560,-,791736,791736,684984,-,442074,316118,283162,215544,212752,219284,220768,199546,166103,102029,100712,97760,Upgrade
12,Long-Term Investments,19336,19336,15264,-,33969,33969,12665,-,11144,10624,9805,8894,9486,9280,9221,8333,8002,7298,7163,3988,Upgrade
13,Other Intangible Assets,1377,1377,1377,-,1377,1377,1485,-,1593,1647,1702,1756,1810,1864,1918,1972,2027,1377,1377,1377,Upgrade
14,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,654.31,654.31,654.31,Upgrade
15,Other Long-Term Assets,4631,4631,2151,-,2510,2510,3044,-,3754,4233,5069,5660,6256,8082,9046,10107,10525,4311,2250,2518,Upgrade
16,Total Assets,1926305,1926305,1765531,-,1838264,1838264,1547375,-,1469502,1241706,1219452,1243484,1237591,1271542,1267538,1252046,920046,806210,764851,724345,Upgrade
17,Accounts Payable,235207,235207,135581,-,146324,146324,166055,-,196455,110203,153055,116694,113994,145971,161470,211438,260362,186339,178050,161437,Upgrade
18,Accrued Expenses,20104,20104,19177,-,11573,11573,22960,-,16251,24690,18599,16878,14674,19907,18469,16644,12668,17348,19978,23761,Upgrade
19,Short-Term Debt,373274,373274,265514,-,333483,333483,309623,-,234630,226751,231727,283651,289429,291583,262438,224885,204182,198103,191093,173915,Upgrade
20,Current Income Taxes Payable,6057,6057,4708,-,4958,4958,6810,-,8758,5785,5316,4783,6288,2439,5311,5400,4598,5128,5607,8040,Upgrade
21,Current Unearned Revenue,909.3,909.3,1752,-,1008,1008,1696,-,785.26,1827,1746,2392,551.02,1703,1371,553.13,553.13,925.02,925.02,702.14,Upgrade
22,Other Current Liabilities,132201,132201,166888,-,98643,98643,68185,-,106263,58077,38522,66872,54143,68687,86510,81498,83097,64901,55610,13393,Upgrade
23,Total Current Liabilities,767752,767752,593619,-,595988,595988,575328,-,563143,427334,448965,491270,479079,530291,535571,540418,565460,472744,451263,381248,Upgrade
24,Long-Term Debt,96913,96913,110758,-,170218,170218,115425,-,102213,20600,-,-,-,-,-,-,-,-,-,-,Upgrade
25,Other Long-Term Liabilities,4880,4880,4908,-,4908,4908,5315,-,5306,5321,5312,5232,5167,5167,5134,5039,4973,4962,4897,4802,Upgrade
26,Total Liabilities,869545,869545,709285,-,771114,771114,696068,-,670662,453255,454277,496502,484245,535458,540704,545457,570433,477705,456160,386050,Upgrade
27,Common Stock,823418,823418,823418,-,823418,823418,739418,-,264088,264088,264088,264088,264088,264088,264088,264088,211274,211274,211274,211274,Upgrade
28,Additional Paid-In Capital,97320,97320,97320,-,97320,97320,1000,-,315934,315934,315934,315934,315934,315934,315934,315934,1000,1000,1000,1000,Upgrade
