,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,542423,543452,493768,499724,474192,476508,547055,523144,534312,491595,403771,407716,446303,325099,458024,379937,618850,472407,396298,518920,Upgrade
1,Revenue Growth (YoY),14.39%,14.05%,-9.74%,-4.48%,-11.25%,-3.07%,35.49%,28.31%,19.72%,51.21%,-11.85%,7.31%,-27.88%,-31.18%,15.58%,-26.78%,12.71%,-17.99%,-21.20%,29.31%,Upgrade
2,Cost of Revenue,479486,483990,441739,449277,426143,429136,491329,468851,475600,440843,364536,369159,402189,298885,413989,340278,551993,429342,343249,442838,Upgrade
3,Gross Profit,62937,59462,52029,50448,48049,47372,55726,54294,58712,50752,39235,38557,44115,26214,44035,39659,66858,43064,53048,76083,Upgrade
4,"Selling, General & Admin",40536,39141,30871,32512,30130,27762,24168,24296,17420,25597,20864,20925,25648,21407,24440,20458,36525,22995,29696,40416,Upgrade
5,Operating Expenses,40536,39141,30871,32512,30130,27762,24168,24296,17420,25597,20864,20925,25648,21407,24440,20458,36525,22995,29696,40416,Upgrade
6,Operating Income,22401,20321,21158,17936,17919,19610,31558,29998,41292,25155,18371,17632,18467,4807,19595,19201,30332,20070,23352,35666,Upgrade
7,Interest Expense,-3790,-3510,-2792,-3215,-2445,-4405,-6176,-5644,-4018,-3295,-3123,-3868,-4027,-3274,-3417,-2954,-3917,-3421,-5984,-2975,Upgrade
8,Interest & Investment Income,4812,5186,3792,4586,3484,3976,4875,5831,5371,4618,7559,7572,9787,7581,6671,6686,3391,3167,3537,4260,Upgrade
