,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,472,440,548,552,532,480,520,660,300,236,228
1,Market Cap Growth,-20.29%,-20.29%,3.01%,15.00%,2.31%,-27.27%,73.33%,179.66%,31.58%,-46.85%,-60.42%
2,Enterprise Value,453,394,572,547,570,531,518,541,177,127,142
3,Last Close Price,1.18,1.10,1.37,1.38,1.33,1.20,1.30,1.65,0.75,0.59,0.57
4,PE Ratio,-,-,-43.44,-,-,-19.10,-,13.91,-,-,16.82
5,PS Ratio,1.03,0.96,1.11,1.13,1.15,1.28,1.43,2.41,2.33,1.68,1.29
6,PB Ratio,3.46,3.22,4.01,4.01,3.53,2.75,3.04,3.31,2.06,1.55,1.44
7,P/TBV Ratio,3.22,3.22,4.01,4.01,3.53,2.82,3.11,3.38,2.12,1.60,1.48
8,P/FCF Ratio,5.52,5.14,9.41,12.01,7.32,282.52,-,-,15.73,5.57,4.26
9,P/OCF Ratio,4.56,4.56,6.49,7.90,5.35,3.85,11.81,-,12.23,4.77,3.59
10,EV/Sales Ratio,0.99,0.86,1.16,1.12,1.23,1.41,1.42,1.97,1.38,0.90,0.81
11,EV/EBITDA Ratio,4.65,8.09,17.50,-289.75,-,54.18,-,8.66,-,-,5.46
12,EV/EBIT Ratio,57.09,49.66,-58.40,-,-,-,-,11.14,-,-,10.36
13,EV/FCF Ratio,5.30,4.61,9.81,11.89,7.84,312.63,-,-,9.31,3.00,2.66
14,Debt / Equity Ratio,0.80,0.80,0.73,0.88,0.86,0.68,0.74,0.55,0.29,0.27,0.31
15,Debt / FCF Ratio,1.28,1.28,1.71,2.64,1.79,69.93,-,-,2.23,0.97,0.91
16,Return on Capital Employed (ROCE),3.70%,3.70%,-4.86%,-,-,-,-,16.68%,-,-,6.98%
17,Earnings Yield,-0.04%,-0.04%,-2.30%,-6.70%,-3.85%,-5.23%,4.88%,7.19%,-4.22%,-1.77%,5.95%
18,FCF Yield,18.13%,19.44%,10.63%,8.33%,13.66%,0.35%,-13.00%,-4.60%,6.36%,17.96%,23.47%
