,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,200.08,257.25,237.01,251.22,211.9,164.19,199.73,74.37,54.5,86.05
1,Revenue Growth (YoY),-15.58%,2.40%,11.85%,53.01%,6.09%,120.76%,266.48%,-13.57%,-39.77%,6.37%
2,Cost of Revenue,99.57,122.93,118.53,128.25,101.38,88.65,69.67,48.06,38.32,56.21
3,Gross Profit,100.5,134.33,118.48,122.96,110.52,75.54,130.06,26.32,16.18,29.83
4,"Selling, General & Admin",28.94,98.35,34.92,96.32,35.87,78.94,17.53,23.02,10.45,16.64
5,Other Operating Expenses,51.38,7.39,79.5,32.6,53.9,7.54,43.87,9.5,13.41,6.35
6,Operating Expenses,99.58,127.31,135.28,151.67,111.47,103.94,68.74,39.09,30.25,29.34
7,Operating Income,0.93,7.01,-16.8,-28.7,-0.95,-28.4,61.32,-12.78,-14.07,0.5
8,Interest Expense,-2.58,-2.6,-2.56,-1.92,-1.74,-1.85,-1.18,-0.87,-0.98,-1.04
9,Interest & Investment Income,2.92,2.89,2.44,2.15,0.2,0.19,0.3,1,1.74,2.07
10,Other Non Operating Income (Expenses),0.5,0.09,0.29,0.13,0.12,0.05,0.12,-5.27,5.66,0.11
11,EBT Excluding Unusual Items,1.76,7.39,-16.63,-28.34,-2.37,-30.01,60.57,-17.93,-7.65,1.63
12,Gain (Loss) on Sale of Assets,-,0.06,-,0.16,-,-0,-,-0.27,-,-
13,Asset Writedown,-,-2.6,-,-,-,-,-,-,-,-
14,Other Unusual Items,-,-,-,-,6.68,0.65,-,9.63,-,-
15,Pretax Income,1.76,4.85,-16.63,-28.18,4.31,-29.37,60.57,-8.57,-7.65,1.63
16,Income Tax Expense,2.39,4.42,-3.58,-4.27,0.9,-0.83,6.65,-2.11,-1.46,-0.39
17,Net Income,-0.63,0.43,-13.05,-23.91,3.41,-28.54,53.92,-6.46,-6.19,2.02
18,Net Income to Common,-0.63,0.43,-13.05,-23.91,3.41,-28.54,53.92,-6.46,-6.19,2.02
19,Net Income Growth,-,-,-,-,-93.67%,-,-,-,-,-80.48%
20,Shares Outstanding (Basic),400,400,400,400,400,400,400,400,400,400
21,Shares Outstanding (Diluted),400,400,400,400,400,400,400,400,400,400
22,EPS (Basic),-0.00,0.00,-0.03,-0.06,0.01,-0.07,0.13,-0.02,-0.02,0.01
23,EPS (Diluted),-0.00,0.00,-0.03,-0.06,0.01,-0.07,0.13,-0.02,-0.02,0.01
24,EPS Growth,-,-,-,-,-93.67%,-,-,-,-,-80.48%
25,Free Cash Flow,35.23,50.32,7.92,38.05,34.62,-32.92,-34.69,4.31,14.77,27.61
26,Free Cash Flow Per Share,0.09,0.13,0.02,0.10,0.09,-0.08,-0.09,0.01,0.04,0.07
27,Operating Margin,0.46%,2.73%,-7.09%,-11.43%,-0.45%,-17.30%,30.70%,-17.18%,-25.82%,0.58%
28,Profit Margin,-0.31%,0.17%,-5.51%,-9.52%,1.61%,-17.38%,27.00%,-8.69%,-11.36%,2.35%
29,Free Cash Flow Margin,17.61%,19.56%,3.34%,15.15%,16.34%,-20.05%,-17.37%,5.79%,27.10%,32.09%
30,EBITDA,20.19,28.58,4.07,-5.96,20.75,-10.95,68.66,-6.21,-7.68,6.84
31,D&A For EBITDA,19.26,21.57,20.87,22.75,21.7,17.46,7.34,6.57,6.4,6.34
32,EBIT,0.93,7.01,-16.8,-28.7,-0.95,-28.4,61.32,-12.78,-14.07,0.5
