,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,128.56,119.83,97.78,116.91,80.8,65.68,112.34,161.77,163.49,157.33
1,Short-Term Investments,-,25.6,-,18.61,-,10.74,-,17.3,-,-
2,Cash & Short-Term Investments,128.56,145.43,97.78,135.52,80.8,76.42,112.34,179.07,163.49,157.33
3,Cash Growth,31.47%,7.31%,21.02%,77.33%,-28.07%,-57.32%,-31.29%,13.82%,18.95%,31.99%
4,Accounts Receivable,3.8,13.4,19.27,18.08,5.03,2.24,37.81,16.26,14.02,7.97
5,Other Receivables,2.34,5.99,3.72,6.81,0.11,2.1,3.48,3.64,3.2,3.2
6,Receivables,6.14,19.39,22.99,24.89,5.14,4.33,41.29,19.9,17.23,11.18
7,Inventory,47.75,42.15,46.19,38.19,45.16,37.97,33.14,14.15,14.34,14.32
8,Prepaid Expenses,28.58,7.83,43.55,7.04,42.07,12.87,42.67,4.16,12.56,12.14
9,Other Current Assets,61.95,67.75,62.43,67.69,62.77,68.51,57.42,60.69,55.46,55.46
10,Total Current Assets,272.98,282.56,272.95,273.33,235.95,200.11,286.85,277.98,263.08,250.43
11,"Property, Plant & Equipment",164.28,168.9,192.52,210.38,237.28,247.58,152.21,77.22,78.12,89.8
12,Goodwill,-,-,-,-,4.31,4.31,4.31,4.31,4.31,4.31
13,Long-Term Deferred Tax Assets,18.23,18.43,21.24,17.64,8.06,8.03,3.39,6.82,4.93,3.18
14,Other Long-Term Assets,13.17,9.56,26.33,15.46,15.19,16.79,35.67,5.82,9.88,9.54
15,Total Assets,468.67,479.44,513.04,516.81,500.79,476.81,482.42,372.14,360.32,357.25
16,Accounts Payable,9.19,10.56,12.97,10.54,11.54,7.83,8.3,2.08,0.37,0.34
17,Current Portion of Long-Term Debt,9.18,12.51,15.84,19.17,-,-,-,-,-,-
18,Current Portion of Leases,37.11,35.73,43.38,44.47,41.93,38,30.16,16.95,14.55,15.69
19,Current Income Taxes Payable,2.58,1.22,5.43,5.42,5.34,4.42,3.22,-,1.23,0.93
20,Current Unearned Revenue,181.5,182.97,200.1,182.05,165.19,130.24,138.17,168.18,150.4,135.68
21,Other Current Liabilities,14.38,34.99,20,24.92,11.65,22.51,11.58,7.1,9.61,7.89
22,Total Current Liabilities,253.94,277.98,297.72,286.57,235.66,202.99,191.42,194.31,176.15,160.53
23,Long-Term Leases,63.56,51.51,62.09,66.64,76.88,89.59,80.19,25.54,26.42,32.81
24,Long-Term Deferred Tax Liabilities,4.27,4.4,3.15,3.15,2.8,2.8,1.6,1.6,1.59,1.59
25,Other Long-Term Liabilities,10.31,8.8,12.56,9.75,10.87,10.16,9.58,5.11,4.09,4.09
26,Total Liabilities,332.06,342.68,375.51,366.1,326.21,305.54,282.8,226.56,208.25,199.02
27,Common Stock,4,4,4,4,4,4,4,4,4,4
28,Additional Paid-In Capital,67.79,67.79,67.79,67.79,67.79,67.79,67.79,67.79,67.79,67.79
29,Retained Earnings,65.43,66.06,65.62,78.67,102.58,99.17,127.71,73.79,75.26,81.45
30,Comprehensive Income & Other,-0.61,-1.08,0.12,0.25,0.21,0.31,0.12,-0,5.03,5
31,Shareholders' Equity,136.61,136.76,137.53,150.71,174.58,171.27,199.62,145.57,152.07,158.23
32,Total Liabilities & Equity,468.67,479.44,513.04,516.81,500.79,476.81,482.42,372.14,360.32,357.25
33,Total Debt,109.84,99.75,121.31,130.28,118.81,127.58,110.34,42.49,40.97,48.5
34,Net Cash (Debt),18.72,45.68,-23.53,5.25,-38,-51.16,2,136.59,122.52,108.82
35,Net Cash Growth,-,770.98%,-,-,-,-,-98.37%,25.51%,42.97%,-8.70%
36,Net Cash Per Share,0.05,0.11,-0.06,0.01,-0.10,-0.13,0.00,0.34,0.31,0.27
37,Filing Date Shares Outstanding,400,400,400,400,400,400,400,400,400,400
38,Total Common Shares Outstanding,400,400,400,400,400,400,400,400,400,400
39,Working Capital,19.05,4.59,-24.77,-13.24,0.3,-2.89,95.43,83.67,86.93,89.9
40,Book Value Per Share,0.34,0.34,0.34,0.38,0.44,0.43,0.50,0.36,0.38,0.40
41,Tangible Book Value,136.61,136.76,137.53,150.71,170.27,166.97,195.31,141.27,147.77,153.93
42,Tangible Book Value Per Share,0.34,0.34,0.34,0.38,0.43,0.42,0.49,0.35,0.37,0.38
43,Machinery,-,148.82,-,130.57,-,123.02,-,66.03,-,59.06
44,Leasehold Improvements,-,111.31,-,101.28,-,82.19,-,35.41,-,35.17
