,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+14 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+14 Quarters
0,Cash & Equivalents,-,325.48,368.25,421.33,550.76,543.03,544.52,662.86,636.82,757.83,311.8,315.51,381.8,371.25,492.87,452.09,557.48,575.8,60.18,69.92,Upgrade
1,Trading Asset Securities,-,-,20.04,30.09,-,-,-,-,94.16,-,61.3,44.43,52.06,140.83,64.42,112.2,67.63,30,30,19,Upgrade
2,Cash & Short-Term Investments,325.48,325.48,388.29,451.42,550.76,543.03,544.52,662.86,730.98,757.83,373.1,359.94,433.87,512.08,557.29,564.29,625.11,605.8,90.18,88.92,Upgrade
3,Cash Growth,-40.90%,-40.06%,-28.69%,-31.90%,-24.66%,-28.34%,45.95%,84.16%,68.48%,47.99%,-33.05%,-36.21%,-30.59%,-15.47%,517.99%,534.57%,747.72%,-,-,-20.11%,Upgrade
4,Accounts Receivable,-,171.42,189.79,176.8,162.74,188.61,225.76,237.28,256.23,277.7,244.88,180.71,137.67,118.46,98.43,74.9,78.36,95.35,93.09,101.33,Upgrade
5,Other Receivables,-,4.99,4.15,3.82,3.72,4.2,4.13,5.42,5.15,5.1,4.47,4.74,4.85,4.53,3.93,1.42,1.12,1.22,1.15,1.02,Upgrade
6,Receivables,-,176.41,193.94,180.61,166.46,192.8,229.89,242.7,261.38,282.81,249.35,185.45,142.51,122.99,102.36,76.32,79.48,96.57,94.24,102.36,Upgrade
7,Inventory,-,324,281.22,233.74,190.14,230.02,221.87,240.72,206.18,200.64,178.19,142.88,127.27,130.34,115.12,129.04,122.33,111.23,108.07,70.22,Upgrade
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,2.77,-,2.66,-,0.25,-,-,-,2.39,0.8,Upgrade
9,Other Current Assets,-,101.52,100.1,75.38,80.77,76.71,86.82,88.81,93.94,95.77,82.65,92.33,70.12,51.14,42.24,43.71,35.64,53.7,48.3,18.15,Upgrade
