,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,98.46,129.68,116.15,97.59,78.5,78.8,216.98,200.84,178.72,139.8
1,Revenue Growth (YoY),-15.23%,32.88%,47.96%,23.85%,-63.82%,-60.77%,21.41%,43.66%,13.04%,6.56%
2,Cost of Revenue,82.67,106.31,92.4,96.19,67.23,71.42,153.81,146.94,115.71,91.53
3,Gross Profit,15.8,23.37,23.75,1.4,11.28,7.38,63.18,53.9,63.01,48.28
4,"Selling, General & Admin",16.89,16.41,21.91,16.56,20.31,25.37,30.77,27.02,24,20.67
5,Other Operating Expenses,-0.94,-2.84,-0.84,-2.59,-0.53,-2.55,-0.73,-2.42,-3.72,-1.27
6,Operating Expenses,17.51,12.15,22.72,14.2,19.49,22.33,30.51,21.7,22.48,21.94
7,Operating Income,-1.72,11.21,1.04,-12.8,-8.21,-14.95,32.67,32.2,40.53,26.34
8,Interest Expense,-3.37,-4.69,-4.66,-4.18,-5.02,-4.58,-4.83,-6.57,-3.24,-3.49
9,Interest & Investment Income,0.11,0.02,0.24,0.05,0.28,0.02,0.34,0.04,0.2,0.02
10,Currency Exchange Gain (Loss),-,0.01,-,-0.13,-,0.38,-,0.07,-,-0.09
11,EBT Excluding Unusual Items,-4.98,6.55,-3.38,-17.07,-12.95,-19.13,28.18,25.74,37.5,22.77
12,Gain (Loss) on Sale of Assets,-,0.15,-,-0.32,-,-0.11,-,0.01,-,0.1
13,Pretax Income,-4.98,6.69,-3.38,-17.39,-12.95,-19.24,28.18,25.76,37.5,22.87
14,Income Tax Expense,-1.3,-0.01,-0.42,-2.27,-2.05,-2.78,4.39,6.53,5.85,0.3
15,Net Income,-3.68,6.7,-2.96,-15.12,-10.9,-16.46,23.79,19.22,31.65,22.57
16,Net Income to Common,-3.68,6.7,-2.96,-15.12,-10.9,-16.46,23.79,19.22,31.65,22.57
17,Net Income Growth,-,-,-,-,-,-,-24.83%,-14.83%,42.24%,47.62%
18,Shares Outstanding (Basic),2000,2000,2000,2000,2000,2000,2000,2000,2000,1992
19,Shares Outstanding (Diluted),2000,2000,2000,2000,2000,2000,2000,2000,2000,1992
20,Shares Change (YoY),-,-,-,-,-,-,-,0.41%,-,32.79%
21,EPS (Basic),-0.00,0.00,-0.00,-0.01,-0.01,-0.01,0.01,0.01,0.02,0.01
22,EPS (Diluted),-0.00,0.00,-0.00,-0.01,-0.01,-0.01,0.01,0.01,0.02,0.01
23,EPS Growth,-,-,-,-,-,-,-24.83%,-15.18%,42.23%,11.17%
24,Free Cash Flow,-33.5,59.67,-33.8,33.57,-6.51,16.49,-29.76,71.93,-42.42,24.66
25,Free Cash Flow Per Share,-0.02,0.03,-0.02,0.02,-0.00,0.01,-0.01,0.04,-0.02,0.01
26,Dividend Per Share,-,-,-,-,-,-,-,-,-,0.005
27,Operating Margin,-1.74%,8.65%,0.89%,-13.12%,-10.46%,-18.97%,15.06%,16.03%,22.68%,18.84%
28,Profit Margin,-3.73%,5.17%,-2.54%,-15.49%,-13.88%,-20.89%,10.97%,9.57%,17.71%,16.14%
29,Free Cash Flow Margin,-34.03%,46.02%,-29.10%,34.40%,-8.30%,20.92%,-13.72%,35.82%,-23.74%,17.64%
30,EBITDA,14.52,26.82,17.86,3.45,7.93,-0.68,43.87,41.41,48.53,32.64
31,D&A For EBITDA,16.23,15.61,16.82,16.26,16.14,14.27,11.2,9.21,8,6.3
32,EBIT,-1.72,11.21,1.04,-12.8,-8.21,-14.95,32.67,32.2,40.53,26.34
