,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,541.13,518.12,516.7,439.71,106.54,88.92,95.15,259.9,157.53,301.02,Upgrade
1,Revenue Growth (YoY),4.73%,17.83%,384.99%,394.52%,11.97%,-65.79%,-39.60%,-13.66%,-51.62%,-5.48%,Upgrade
2,Cost of Revenue,317.3,301.58,291.6,324.71,126.43,90.95,70.54,178.96,109.89,178.83,Upgrade
3,Gross Profit,223.83,216.54,225.1,115,-19.89,-2.04,24.62,80.94,47.64,122.19,Upgrade
4,"Selling, General & Admin",28.44,45.9,16.16,19.21,8,21.9,11.97,25.68,21.74,35.55,Upgrade
5,Other Operating Expenses,-7.27,-3.64,-2.46,-5.76,3.17,-2.52,3.05,-2.34,2.52,-1.98,Upgrade
6,Operating Expenses,21.17,42.25,13.7,13.45,11.17,19.38,15.02,23.34,24.26,33.57,Upgrade
7,Operating Income,202.66,174.29,211.41,101.55,-31.06,-21.41,9.59,57.6,23.38,88.62,Upgrade
8,Interest Expense,-15.58,-16.5,-18.19,-22.44,-23.05,-23.5,-22.74,-23.01,-22.75,-22.98,Upgrade
9,Interest & Investment Income,2.09,1.24,0.62,0.14,0.01,0.03,0.03,0.04,0.07,0.09,Upgrade
10,Earnings From Equity Investments,0.38,0.69,0.31,0.26,0.01,-0.2,0,0.09,-0.17,-0.08,Upgrade
11,Currency Exchange Gain (Loss),-4.04,1.57,-7.52,6.28,-3.31,-0.96,-0.68,2.45,1.95,1.2,Upgrade
12,Other Non Operating Income (Expenses),-0.29,0.01,-0.01,0.53,2.64,-0.47,-0.14,-0.43,0.97,0.17,Upgrade
13,EBT Excluding Unusual Items,185.21,161.29,186.61,86.32,-54.76,-46.51,-13.94,36.74,3.46,67.02,Upgrade
14,Other Unusual Items,-,-16.95,3.97,23.14,-,-,-,-,-,-,Upgrade
15,Pretax Income,185.21,144.35,190.58,109.47,-54.76,-46.51,-13.94,36.74,3.46,67.02,Upgrade
16,Income Tax Expense,52.29,40.7,54.12,18.26,-22.45,-4.55,-0.47,9.81,0.78,17.45,Upgrade
17,Earnings From Continuing Operations,132.92,103.65,136.45,91.2,-32.31,-41.97,-13.47,26.93,2.67,49.58,Upgrade
18,Minority Interest in Earnings,0.08,-0.6,0.18,0.34,-0.05,0.3,-0.1,-0.73,0.07,-0.13,Upgrade
19,Net Income,133,103.05,136.64,91.54,-32.36,-41.66,-13.57,26.2,2.74,49.45,Upgrade
20,Preferred Dividends & Other Adjustments,7.11,10.87,-,-,-,-,-,-,-,-,Upgrade
21,Net Income to Common,125.88,92.18,136.64,91.54,-32.36,-41.66,-13.57,26.2,2.74,49.45,Upgrade
22,Net Income Growth,-2.66%,12.58%,-,-,-,-,-,-47.02%,-94.18%,-7.13%,Upgrade
23,Shares Outstanding (Basic),1044,1042,1042,1042,1042,1034,1029,1029,1029,1029,Upgrade
24,Shares Outstanding (Diluted),1062,1042,1042,1042,1042,1034,1029,1029,1029,1029,Upgrade
25,Shares Change (YoY),1.87%,-,-,0.82%,1.29%,0.47%,0.00%,-,-,0.00%,Upgrade
26,EPS (Basic),0.12,0.09,0.13,0.09,-0.03,-0.04,-0.01,0.03,0.00,0.05,Upgrade
27,EPS (Diluted),0.12,0.09,0.13,0.09,-0.03,-0.04,-0.01,0.03,0.00,0.05,Upgrade
28,EPS Growth,-9.59%,0.68%,-,-,-,-,-,-47.06%,-94.18%,-7.08%,Upgrade
29,Free Cash Flow,57.37,109.42,205.37,74.03,79.37,18,18.78,39.11,1.16,26.16,Upgrade
30,Free Cash Flow Per Share,0.05,0.10,0.20,0.07,0.08,0.02,0.02,0.04,0.00,0.03,Upgrade
31,Operating Margin,37.45%,33.64%,40.91%,23.10%,-29.15%,-24.08%,10.08%,22.16%,14.84%,29.44%,Upgrade
32,Profit Margin,23.26%,17.79%,26.44%,20.82%,-30.37%,-46.86%,-14.27%,10.08%,1.74%,16.43%,Upgrade
33,Free Cash Flow Margin,10.60%,21.12%,39.75%,16.84%,74.50%,20.24%,19.74%,15.05%,0.73%,8.69%,Upgrade
34,EBITDA,266.6,222.69,257.43,140.67,-7.24,-0.3,38.31,93.15,49.11,123.55,Upgrade
35,D&A For EBITDA,63.94,48.4,46.03,39.11,23.82,21.11,28.72,35.55,25.73,34.93,Upgrade
36,EBIT,202.66,174.29,211.41,101.55,-31.06,-21.41,9.59,57.6,23.38,88.62,Upgrade
