,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,936395,899432,997999,1096567,1158172,1133530,1330666,1675653,1453876,1010320,1552444,1724937,2833826,2784542,2562764,1342987,1429234,1182814,924084,781071,561051,Upgrade
1,Market Cap Growth,-20.65%,-20.65%,-25.00%,-34.56%,-20.34%,12.20%,-14.29%,-2.86%,-48.70%,-63.72%,-39.42%,28.44%,98.28%,135.42%,177.33%,71.94%,154.74%,51.43%,13.51%,-13.41%,-35.44%,Upgrade
2,Enterprise Value,1367309,1667748,1723890,1882700,1763537,1872080,1964675,2233808,1964716,1612113,2167500,2295061,3274104,3552056,3305963,2136324,2171985,2347380,2214100,2091695,1705081,Upgrade
3,Last Close Price,7600.00,7300.00,8100.00,8900.00,9400.00,9200.00,10800.00,13056.00,11328.00,7872.00,12096.00,13017.36,21385.66,21013.74,19111.65,10015.24,10658.42,8820.76,6891.22,5824.72,4183.95,Upgrade
4,PE Ratio,-,-144.56,-,-5.53,-,-,-,-,-,-,-,17.67,21.87,-,-,8.95,13.96,10.38,11.64,10.28,6.16,Upgrade
5,PS Ratio,0.27,0.26,0.31,0.36,0.40,0.37,0.40,0.46,0.37,0.24,0.34,0.39,0.64,0.64,0.60,0.30,0.33,0.28,0.22,0.19,0.14,Upgrade
6,PB Ratio,0.52,0.51,0.57,0.62,0.67,0.64,0.68,0.83,0.70,0.48,0.72,0.77,1.30,1.29,1.18,0.62,0.68,0.56,0.45,0.38,0.28,Upgrade
7,P/TBV Ratio,0.50,0.50,0.57,0.61,0.66,0.63,0.67,0.82,0.69,0.47,0.72,0.76,1.30,1.28,1.18,0.62,0.67,0.56,0.45,0.38,0.28,Upgrade
8,P/FCF Ratio,5.18,4.97,-,-15.11,-,-13.48,-,-,-,-56.33,8.01,-,-,8.36,-,2.51,-,3.04,2.75,2.55,-,Upgrade
9,P/OCF Ratio,4.43,4.43,-,65.68,-,39.53,-,-,-,5.67,3.76,4.80,-,6.56,5.75,2.30,-,2.70,2.14,1.87,-,Upgrade
10,EV/Sales Ratio,0.39,0.48,0.54,0.62,0.60,0.61,0.59,0.61,0.51,0.38,0.48,0.52,0.74,0.82,0.78,0.48,0.50,0.55,0.53,0.52,0.43,Upgrade
11,EV/EBITDA Ratio,4.16,5.07,8.81,11.33,12.01,-,8.73,9.75,6.50,3.80,4.60,4.44,5.80,7.13,6.06,3.65,4.08,4.22,4.09,3.90,3.11,Upgrade
12,EV/EBIT Ratio,190.36,232.19,-,-12.34,-,-,-,-27.00,-,-,-,10.64,12.47,18.12,13.74,7.59,9.59,9.37,9.07,8.34,6.19,Upgrade
13,EV/FCF Ratio,7.56,9.22,-,-25.94,-,-22.26,-,-,-,-89.88,11.19,-,-,10.67,-,3.99,-,6.03,6.59,6.82,-,Upgrade
14,Debt / Equity Ratio,0.35,0.35,0.49,0.45,0.51,0.46,0.40,0.34,0.30,0.27,0.31,0.30,0.28,0.26,0.37,0.37,0.39,0.40,0.59,0.66,0.68,Upgrade
15,Debt / EBITDA Ratio,1.88,1.27,3.33,1.88,5.58,-,5.70,2.01,3.38,2.42,4.39,1.05,0.92,1.31,2.40,0.99,2.02,1.38,2.45,2.20,2.71,Upgrade
16,Debt / FCF Ratio,3.42,3.42,-,-10.81,-,-9.85,-,-,-,-32.47,3.46,-,-,1.68,-,1.52,-,2.18,3.63,4.37,-,Upgrade
17,Asset Turnover,1.11,0.86,1.09,0.74,0.72,0.67,0.88,0.83,0.87,0.92,1.11,1.20,1.19,0.83,1.12,1.01,1.03,0.92,0.93,0.91,Upgrade,
18,Inventory Turnover,8.04,8.38,8.01,10.39,7.71,7.28,6.22,8.08,6.35,5.70,6.95,9.65,12.47,12.92,8.71,11.12,11.68,10.85,9.29,8.78,9.61,Upgrade
19,Quick Ratio,0.12,0.12,0.22,0.23,0.22,0.14,0.18,0.19,0.18,0.07,0.18,0.17,0.17,0.08,0.17,0.17,0.12,0.06,0.17,0.16,0.15,Upgrade
20,Current Ratio,0.42,0.42,0.44,0.42,0.41,0.34,0.42,0.41,0.42,0.42,0.50,0.47,0.41,0.33,0.40,0.39,0.30,0.27,0.35,0.35,0.32,Upgrade
21,Return on Equity (ROE),9.09%,-5.81%,6.20%,-11.30%,-25.82%,-11.43%,-1.32%,-9.27%,-4.81%,-6.83%,10.45%,12.65%,2.61%,-1.50%,16.72%,1.37%,12.30%,3.95%,8.33%,3.70%,Upgrade,
22,Return on Assets (ROA),2.87%,-1.17%,1.61%,-2.71%,-6.01%,-2.88%,0.35%,-2.02%,-1.06%,-2.16%,5.08%,5.82%,2.04%,0.44%,7.67%,1.52%,4.50%,2.63%,4.02%,2.67%,Upgrade,
23,Return on Capital (ROIC),4.08%,-1.68%,2.35%,-3.86%,-8.49%,-4.17%,0.52%,-3.07%,-1.63%,-3.24%,7.29%,8.34%,2.91%,0.62%,10.98%,2.15%,6.23%,3.63%,5.58%,3.71%,Upgrade,
24,Return on Capital Employed (ROCE),0.40%,0.40%,-,-8.51%,-,-,-,-3.97%,-,-,-,9.16%,11.72%,8.90%,10.88%,12.79%,10.55%,11.67%,11.65%,12.16%,13.49%,Upgrade
25,Earnings Yield,-0.66%,-0.69%,-16.74%,-18.08%,-19.80%,-20.07%,-9.91%,-6.71%,-3.27%,6.86%,7.02%,8.05%,6.03%,3.92%,6.24%,13.99%,9.80%,12.83%,12.45%,14.29%,22.59%,Upgrade
26,FCF Yield,19.31%,20.11%,-1.04%,-6.62%,-18.72%,-7.42%,-6.12%,2.15%,4.61%,-1.78%,12.48%,9.03%,8.85%,11.96%,15.15%,39.83%,35.40%,32.91%,36.35%,39.25%,47.72%,Upgrade
27,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,6.35%,-,-,-,2.38%,-,-,-,3.40%,-,-,-,Upgrade
28,Payout Ratio,0.00%,24.33%,-,19.46%,-,-,-,-,-,-,-,0.01%,0.03%,237.02%,-,-,-,-,0.01%,-,-,Upgrade
29,Buyback Yield / Dilution,-0.99%,-566.82%,48.32%,1.05%,0.01%,0.15%,0.19%,-524.82%,-0.06%,-0.39%,0.07%,83.84%,-0.61%,0.11%,-0.22%,0.11%,0.30%,0.09%,0.15%,-0.20%,0.24%,Upgrade
30,Total Shareholder Return,-0.99%,-566.82%,48.32%,1.05%,0.01%,0.15%,0.19%,-524.82%,-0.06%,5.96%,0.07%,83.84%,-0.61%,2.49%,-0.22%,0.11%,0.30%,3.49%,0.15%,-0.20%,0.24%,Upgrade
