,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2994966,3382893,2982452,3282783,2498586,1501654,1509997,1501654,1482883,1459941,1603827,1556214,2181909,1719858,1751944,1642849,1556214,1508084,1525732,1251389,1241763,Upgrade
1,Market Cap Growth,125.28%,125.28%,97.51%,118.61%,68.50%,2.86%,-5.85%,-3.51%,-32.04%,-15.11%,-8.45%,-5.27%,40.21%,14.04%,14.83%,31.28%,25.32%,13.12%,14.86%,1.50%,2.03%,Upgrade
2,Enterprise Value,2398207,2967204,3210551,3552921,2667621,1163282,923635,1326693,1052338,1299916,1351037,1228821,1604526,1485296,1494801,1567910,1672523,1495454,1709252,1631635,1108734,Upgrade
3,Last Close Price,71800.00,81100.00,71500.00,77556.10,58171.38,34339.01,34529.78,33430.57,31692.18,30405.90,33403.05,31869.60,43441.96,34242.49,34881.34,32114.53,29389.77,28480.80,28226.05,22846.09,22670.35,Upgrade
4,PE Ratio,7.89,7.19,6.86,10.70,8.85,5.79,6.99,7.15,7.29,7.28,8.46,9.19,13.35,12.02,12.17,10.91,10.95,11.21,11.84,10.90,9.38,Upgrade
5,PS Ratio,1.06,0.97,0.77,0.88,0.71,0.46,0.51,0.50,0.50,0.49,0.59,0.65,0.96,0.83,0.93,0.79,0.75,0.80,0.75,0.67,0.60,Upgrade
6,PB Ratio,2.01,1.86,2.01,2.52,1.95,1.21,1.30,1.31,1.29,1.28,1.48,1.45,2.06,1.69,1.80,1.70,1.57,1.56,1.60,1.34,1.38,Upgrade
7,P/TBV Ratio,2.36,1.91,2.22,2.63,2.04,1.26,1.37,1.38,1.36,1.35,1.57,1.53,2.17,1.78,1.91,1.80,1.66,1.65,1.70,1.43,1.48,Upgrade
8,P/FCF Ratio,9.56,10.80,7.70,-19.57,-,-37.00,-,4.79,-,-14.62,22.15,-,-,2.24,6.23,3.34,3.51,-,12.61,25.30,-,Upgrade
9,P/OCF Ratio,10.25,10.25,7.42,-20.40,-,-48.74,-,4.49,-,-17.59,17.79,-,-,2.21,6.16,3.31,3.49,-,11.86,22.30,-,Upgrade
10,EV/Sales Ratio,0.69,0.85,0.83,0.96,0.75,0.36,0.31,0.44,0.35,0.44,0.49,0.52,0.71,0.72,0.79,0.75,0.81,0.79,0.84,0.88,0.54,Upgrade
11,EV/EBITDA Ratio,4.22,7.41,7.06,8.19,6.83,3.18,3.04,4.44,3.61,4.51,5.02,5.14,6.80,6.83,7.38,6.95,7.78,7.22,8.28,8.80,5.32,Upgrade
12,EV/EBIT Ratio,4.39,7.85,7.42,8.59,7.23,3.38,3.28,4.80,3.90,4.87,5.44,5.62,7.46,7.53,8.21,7.67,8.61,8.08,9.29,9.97,5.96,Upgrade
13,EV/FCF Ratio,7.66,9.47,8.29,-21.18,-,-28.66,-,4.23,-,-13.02,18.66,-,-,1.93,5.31,3.18,3.77,-,14.13,32.99,-,Upgrade
14,Debt / Equity Ratio,0.11,0.09,0.01,0.20,0.45,0.40,0.36,0.16,0.28,0.26,0.28,0.44,0.40,0.11,0.36,0.26,0.36,0.46,0.27,0.36,0.65,Upgrade
15,Debt / EBITDA Ratio,0.43,0.46,0.03,0.57,1.53,0.85,1.32,0.67,1.15,0.87,1.00,1.87,1.60,0.44,1.98,1.08,1.85,2.19,0.95,1.73,3.67,Upgrade
16,Debt / FCF Ratio,0.55,0.55,0.03,-1.54,-,-12.32,-,0.59,-,-2.99,4.13,-,-,0.15,1.26,0.52,0.80,-,2.13,6.75,-,Upgrade
17,Asset Turnover,1.28,1.53,1.45,1.41,1.63,1.10,1.06,1.08,1.36,1.43,1.23,1.44,1.34,0.97,1.23,1.13,0.97,1.51,1.20,0.62,Upgrade,
18,Inventory Turnover,2.58,2.47,2.72,3.24,3.25,3.09,2.01,2.05,2.31,2.78,3.48,3.65,4.16,3.22,2.53,3.10,2.54,2.30,2.77,2.08,1.07,Upgrade
19,Quick Ratio,1.43,1.43,0.97,0.56,0.76,0.88,0.74,0.80,0.91,0.81,0.95,1.07,1.31,1.08,1.18,1.15,1.15,0.88,1.06,0.82,0.65,Upgrade
20,Current Ratio,2.53,2.53,2.28,2.12,1.72,1.52,1.50,1.52,1.64,1.48,1.65,1.64,1.82,1.81,1.86,1.84,1.93,1.74,1.96,1.83,1.61,Upgrade
21,Return on Equity (ROE),28.18%,55.69%,25.25%,24.92%,38.79%,23.05%,19.84%,19.46%,23.73%,22.38%,18.96%,20.27%,19.44%,16.45%,18.22%,13.15%,23.38%,19.67%,15.82%,10.88%,Upgrade,
22,Return on Assets (ROA),8.82%,10.05%,11.48%,8.06%,12.57%,6.84%,6.30%,6.22%,8.05%,7.82%,6.83%,7.84%,8.36%,5.63%,7.68%,6.02%,6.63%,9.41%,6.19%,4.12%,Upgrade,
23,Return on Capital (ROIC),12.61%,15.26%,15.80%,12.31%,21.50%,12.70%,11.34%,10.99%,14.18%,11.80%,9.47%,11.66%,12.41%,7.76%,10.43%,7.79%,8.74%,12.49%,7.87%,6.06%,Upgrade,
24,Return on Capital Employed (ROCE),23.31%,23.31%,29.11%,31.69%,28.79%,27.60%,24.22%,24.09%,23.42%,23.39%,22.80%,20.37%,19.61%,18.68%,17.99%,20.37%,18.81%,18.38%,18.29%,16.70%,19.59%,Upgrade
25,Earnings Yield,15.68%,13.91%,15.79%,10.45%,12.75%,19.68%,16.22%,15.90%,15.66%,15.70%,13.20%,12.29%,8.50%,9.60%,9.87%,10.92%,10.99%,10.83%,9.38%,10.32%,11.81%,Upgrade
26,FCF Yield,10.46%,9.26%,12.98%,-5.11%,9.11%,-2.70%,1.35%,20.87%,-11.64%,-6.84%,4.51%,3.56%,15.00%,44.64%,16.06%,29.97%,28.49%,-6.98%,7.93%,3.95%,0.31%,Upgrade
27,Dividend Yield,4.18%,-,-,-,-,8.74%,10.14%,10.47%,-,10.75%,8.75%,6.03%,-,5.62%,-,9.58%,-,8.10%,-,-,-,Upgrade
28,Payout Ratio,71.33%,181.46%,21.24%,50.57%,52.35%,36.59%,-,106.23%,73.94%,-,131.65%,94.18%,-,0.12%,79.77%,141.88%,-,56.38%,34.13%,-,128.92%,Upgrade
29,Buyback Yield / Dilution,-,-,-,-,-,-,0.00%,0.00%,0.00%,0.00%,-,-,-,-,-,-,-,-,-1.50%,-1.50%,Upgrade,
30,Total Shareholder Return,4.18%,-,-,-,-,8.74%,10.14%,10.47%,0.00%,10.75%,8.75%,6.03%,-,5.62%,-,9.58%,-,8.10%,-,-1.50%,-1.50%,Upgrade
