,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Other Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-0,-,Upgrade
1,Revenue,795723,885220,850854,965807,1159294,741686,670623,690816,846578,786325,644766,699112,611075,426317,533886,504828,420804,622681,523566,316720,Upgrade
2,Revenue Growth (YoY),-31.36%,19.35%,26.88%,39.81%,36.94%,-5.68%,4.01%,-1.19%,38.54%,84.45%,20.77%,38.49%,45.22%,-31.54%,1.97%,59.39%,-25.50%,37.33%,-28.57%,-0.51%,Upgrade
3,Cost of Revenue,585293,614105,651997,735256,872378,567088,491356,552647,634190,603469,483052,545948,445132,319503,407039,396168,360494,418883,385428,226801,Upgrade
4,Gross Profit,210430,271115,198857,230551,286917,174598,179267,138169,212387,182856,161714,153164,165943,106815,126847,108660,60310,203799,138138,89919,Upgrade
5,"Selling, General & Admin",122483,177795,90927,141962,143865,100676,115797,74284,132440,113980,104537,92159,104810,67305,73323,65631,14371,141855,94904,56024,Upgrade
6,Operating Expenses,122483,177795,90927,141962,143865,100676,115797,74284,132440,113980,104537,92159,104810,67305,73323,65631,14371,141855,94904,56024,Upgrade
7,Operating Income,87946,93319,107930,88589,143052,73922,63470,63885,79947,68876,57177,61005,61133,39510,53524,43029,45939,61944,43234,33895,Upgrade
8,Interest Expense,-8940,-11863,-13408,-5977,-5730,-9969,-10184,-7294,-6933,-10153,-4563,-1589,-925.02,-4107,-845.37,-9125,-1886,-7127,-,-7673,Upgrade
9,Interest & Investment Income,72757,18011,19424,15582,6008,21066,17525,12995,-,15442,12074,12133,7137,5406,6605,7199,-,3233,12923,10001,Upgrade
10,Earnings From Equity Investments,-,168701,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Currency Exchange Gain (Loss),-,2279,-993.78,-614.43,-2.73,-1176,-114.16,890.99,945.52,-1631,-656.36,1099,525.33,661.73,491.92,136.42,5093,138.43,779.28,-917.71,Upgrade
12,Other Non Operating Income (Expenses),445.28,-67748,-37.22,483.71,7050,-880.57,-100.23,-453.01,6600,-312.87,-675.35,-7048,-10269,7619,-6317,-1129,-8736,-321.7,-11977,-3728,Upgrade
13,EBT Excluding Unusual Items,152208,202700,112915,98063,150377,82962,70596,70024,80559,72220,63356,65599,57600,49089,53458,40111,40411,57867,44959,31577,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,60.97,-207.35,-386.1,-,214.5,-143,71.5,33189,92.95,-76.06,-16.89,Upgrade
15,Gain (Loss) on Sale of Assets,-,2293,1096,443.06,886.82,231.82,654.38,-,3613,2257,226.85,382.02,2413,-,2398,357.31,356.84,-80.13,235.31,-155.19,Upgrade
16,Pretax Income,152208,204994,114011,98506,151264,83194,71250,70024,84172,74539,63375,65595,60013,49304,55713,40540,73956,57879,45119,31405,Upgrade
17,Income Tax Expense,35786,11007,32491,19818,34660,16833,14331,14332,18289,14342,12927,12959,11630,9468,11127,8294,17791,11458,8914,6826,Upgrade
18,Net Income,116422,193987,81520,78688,116604,66361,56920,55692,65883,60196,50448,52637,48383,39836,44586,32246,56166,46421,36204,24579,Upgrade
19,Preferred Dividends & Other Adjustments,-,-,-,-,36259,-,-,-,28723,-,-,-,21993,-,-,-,28858,-,-,-,Upgrade
