,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,0.43,3.08,0.86,1.33,3.82,4.08,2.41,8.99,11.93,22.94,Upgrade
1,Cash & Short-Term Investments,0.43,3.08,0.86,1.33,3.82,4.08,2.41,8.99,11.93,22.94,Upgrade
2,Cash Growth,-50.35%,131.03%,-77.44%,-67.40%,58.48%,-54.59%,-79.79%,-60.80%,-73.25%,34.46%,Upgrade
3,Accounts Receivable,3.37,4.91,5.59,6.17,9.25,9.26,19.78,15.32,12.87,15.61,Upgrade
4,Other Receivables,-,0.21,-,0.24,-,0.24,-,0.14,-,3.09,Upgrade
5,Receivables,3.37,5.12,5.59,6.41,9.25,9.5,19.78,15.46,12.87,18.7,Upgrade
6,Prepaid Expenses,1.84,0.05,2.35,0.06,3.22,0.06,5.06,0.06,3.6,-,Upgrade
7,Other Current Assets,-,1.56,-,2.08,-,5.31,-,4.29,-,0.55,Upgrade
8,Total Current Assets,5.64,9.8,8.81,9.88,16.29,18.95,27.24,28.8,28.4,42.19,Upgrade
9,"Property, Plant & Equipment",-,-,0.19,0.94,1.88,2.82,0.05,1.19,2.84,3.47,Upgrade
10,Other Intangible Assets,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,Upgrade
11,Total Assets,1379,1383,1382,1384,1391,1395,1401,1403,1404,1419,Upgrade
12,Accounts Payable,2.39,1.85,3.52,4.02,7.95,8.15,8.38,5.48,5.14,10.25,Upgrade
13,Accrued Expenses,9.89,7.53,4.06,2.97,3.25,3.98,1.72,1.69,4.04,5.14,Upgrade
14,Short-Term Debt,3.82,3.82,3.82,3.82,3.82,3.82,3.92,3.92,3.92,3.92,Upgrade
15,Current Portion of Long-Term Debt,835.91,378.41,366.53,1135,807.53,81.95,71.95,788.48,714.84,48.95,Upgrade
16,Current Portion of Leases,-,-,0.04,0.97,1.85,1.88,0.04,1.12,2.13,2.29,Upgrade
17,Total Current Liabilities,852,391.6,377.97,1147,824.39,99.77,86.01,800.67,730.06,70.54,Upgrade
18,Long-Term Debt,55.62,671.99,671.18,96.44,289.94,898.99,834.51,243.83,200.84,779.45,Upgrade
19,Long-Term Leases,-,-,-,-,0.08,0.97,-,-,0.02,1.11,Upgrade
20,Total Liabilities,907.62,1064,1049,1243,1114,999.73,920.52,1045,930.93,851.11,Upgrade
21,Common Stock,18.22,17.23,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,Upgrade
22,Additional Paid-In Capital,1406,1376,1119,1119,1119,1119,1119,1119,1119,1119,Upgrade
23,Retained Earnings,-2304,-2405,-2315,-2509,-2379,-2263,-2184,-2309,-2197,-2104,Upgrade
24,Comprehensive Income & Other,420.11,400.33,579.6,579.67,579.76,579.68,579.68,579.49,579.51,579.53,Upgrade
25,Total Common Equity,-458.92,-611.51,-601.46,-795.07,-665.03,-549.37,-470.1,-595.35,-483.85,-390.37,Upgrade
26,Minority Interest,930.17,930.94,934.53,935.64,942.02,944.63,950.09,954.06,957.39,958.15,Upgrade
27,Shareholders' Equity,471.25,319.43,333.07,140.56,276.99,395.27,480,358.71,473.54,567.77,Upgrade
28,Total Liabilities & Equity,1379,1383,1382,1384,1391,1395,1401,1403,1404,1419,Upgrade
29,Total Debt,895.34,1054,1042,1236,1103,987.6,910.42,1037,921.75,835.71,Upgrade
30,Net Cash (Debt),-894.91,-1051,-1041,-1235,-1099,-983.52,-908.01,-1028,-909.82,-812.78,Upgrade
31,Net Cash Per Share,-0.26,-0.32,-0.59,-0.84,-0.75,-0.48,-0.62,-0.70,-0.62,-0.56,Upgrade
32,Filing Date Shares Outstanding,1822,1723,1464,1464,1464,1464,1464,1464,1464,1464,Upgrade
33,Total Common Shares Outstanding,1822,1723,1464,1464,1464,1464,1464,1464,1464,1464,Upgrade
34,Working Capital,-846.36,-381.8,-369.17,-1137,-808.1,-80.82,-58.76,-771.87,-701.66,-28.35,Upgrade
35,Book Value Per Share,-0.25,-0.35,-0.41,-0.54,-0.45,-0.38,-0.32,-0.41,-0.33,-0.27,Upgrade
36,Tangible Book Value,-1832,-1985,-1975,-2168,-2038,-1923,-1843,-1969,-1857,-1764,Upgrade
37,Tangible Book Value Per Share,-1.01,-1.15,-1.35,-1.48,-1.39,-1.31,-1.26,-1.34,-1.27,-1.20,Upgrade
38,Machinery,-,-,-,-,-,-,-,-,-,0.83,Upgrade
