,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,326,384,345,350,305,309,218,294,365,381,373,Upgrade
1,Market Cap Growth,9.87%,9.87%,13.16%,13.27%,39.60%,4.98%,-40.16%,-22.69%,-2.35%,-20.00%,-36.25%,Upgrade
2,Enterprise Value,2151,2367,2320,2521,2346,2237,2076,2277,2232,2152,1961,Upgrade
3,Last Close Price,0.18,0.21,0.20,0.24,0.21,0.21,0.15,0.20,0.25,0.26,0.26,Upgrade
4,PE Ratio,39.58,33.56,-,5.50,-,-,-,21.66,-,-,-,Upgrade
5,PS Ratio,50.47,65.22,52.27,45.66,37.72,35.71,19.58,20.06,24.00,35.89,25.61,Upgrade
6,PB Ratio,0.82,0.82,1.08,1.05,2.17,1.12,0.55,0.61,1.02,0.80,0.66,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,-17.69,-,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,-,-17.69,-,-,-,-,Upgrade
9,EV/Sales Ratio,401.45,401.45,351.87,328.91,290.52,258.59,186.30,155.21,146.93,202.87,134.47,Upgrade
10,EV/FCF Ratio,-,-,-,-,-,-,-168.32,-,-,-,-,Upgrade
11,Debt / Equity Ratio,1.90,1.90,3.30,3.13,8.80,3.98,2.50,1.90,2.89,1.95,1.47,Upgrade
12,Debt / FCF Ratio,-,-,-,-,-,-,-80.07,-,-,-,-,Upgrade
13,Earnings Yield,3.51%,2.98%,30.00%,18.19%,-80.68%,-63.10%,20.99%,4.62%,-56.21%,-50.98%,-56.54%,Upgrade
14,FCF Yield,-1.70%,-1.70%,-2.40%,-5.48%,-5.79%,0.03%,-5.65%,-10.40%,-6.86%,-8.40%,-9.70%,Upgrade
15,Buyback Yield / Dilution,-107.89%,-96.29%,-121.75%,-19.53%,28.09%,-,-39.07%,-,-,-,-,Upgrade
16,Total Shareholder Return,-107.89%,-96.29%,-121.75%,-19.53%,28.09%,-,-39.07%,-,-,-,-,Upgrade
