,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jul '24 Jul 31, 2024","Jan '24 Jan 31, 2024","Jul '23 Jul 31, 2023","Jan '23 Jan 31, 2023","Jul '22 Jul 31, 2022","Jan '22 Jan 31, 2022","Jul '21 Jul 31, 2021","Jan '21 Jan 31, 2021","Jul '20 Jul 31, 2020","Jan '20 Jan 31, 2020",+2 Quarters
0,Market Capitalization,374,546,579,977,977,2251,1887,2089,2417,2956,2882,Upgrade
1,Market Cap Growth,-44.07%,-44.07%,-40.68%,-56.62%,-48.25%,7.77%,-21.92%,-29.34%,-16.15%,15.17%,-13.94%,Upgrade
2,Enterprise Value,9599,9796,9283,10005,10669,11631,10685,11227,11678,11803,10425,Upgrade
3,Last Close Price,1.13,1.65,1.75,2.95,2.95,6.80,5.70,6.31,7.30,8.93,8.80,Upgrade
4,PS Ratio,0.17,0.25,0.26,0.54,0.44,0.89,0.65,0.65,1.12,2.46,1.94,Upgrade
5,PB Ratio,0.03,0.04,0.04,0.08,0.07,0.16,0.12,0.14,0.15,0.21,0.19,Upgrade
6,P/FCF Ratio,1.38,1.38,0.59,1.56,-,-,1.39,1.27,2.39,-18.02,-,Upgrade
7,P/OCF Ratio,1.38,1.38,0.59,1.56,-,-,1.39,1.27,2.39,-18.02,-,Upgrade
8,EV/Sales Ratio,4.38,4.47,4.21,5.56,4.77,4.62,3.66,3.51,5.42,9.83,7.01,Upgrade
9,EV/EBITDA Ratio,16.26,17.16,13.07,20.12,15.08,12.96,12.94,37.81,-,-,18.12,Upgrade
10,EV/EBIT Ratio,20.55,-,15.76,28.23,20.26,17.21,17.81,216.78,-,-,23.01,Upgrade
11,EV/FCF Ratio,24.82,24.82,9.42,15.97,-,-,7.88,6.82,11.57,-71.94,-,Upgrade
12,Debt / Equity Ratio,0.78,0.78,0.77,0.85,0.77,0.83,0.76,0.75,0.72,0.72,0.65,Upgrade
13,Debt / FCF Ratio,24.97,24.97,10.14,16.96,-,-,8.77,7.04,11.22,-63.06,-,Upgrade
14,Earnings Yield,-71.55%,-49.00%,-100.51%,-59.87%,-24.23%,-5.98%,-8.89%,-25.80%,-41.80%,-34.04%,5.45%,Upgrade
15,FCF Yield,72.26%,72.26%,170.20%,64.15%,-37.67%,18.10%,71.87%,78.86%,41.76%,-5.55%,-3.11%,Upgrade
16,Buyback Yield / Dilution,-,-,-,-,-,-,0.47%,-1.08%,-1.49%,-0.02%,Upgrade,
17,Total Shareholder Return,-,-,-,-,-,-,0.47%,-1.08%,-1.49%,-0.02%,Upgrade,
