,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,197,270,270,403,406,433,523,585,533,416,446,Upgrade
1,Market Cap Growth,-33.06%,-33.06%,-33.61%,-6.92%,-22.29%,-26.00%,-1.96%,40.67%,19.55%,-22.98%,-26.92%,Upgrade
2,Enterprise Value,-201,-204,-233,-144,-146,-80,35,-51,-168,-259,-172,Upgrade
3,Last Close Price,0.59,0.79,0.67,0.87,0.88,0.93,1.11,1.22,0.98,0.75,0.76,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,16.02,11.49,-10144.79,-,Upgrade
5,PS Ratio,0.41,0.56,0.56,0.91,0.98,0.74,0.67,0.64,0.59,0.49,0.45,Upgrade
6,PB Ratio,0.25,0.34,0.31,0.42,0.40,0.43,0.47,0.51,0.44,0.35,0.38,Upgrade
7,P/TBV Ratio,0.34,0.34,0.31,0.42,0.40,0.43,0.47,0.51,0.44,0.35,0.38,Upgrade
8,P/FCF Ratio,-,-,-7.02,-,-,4.54,-11.91,-,-,4.02,4.23,Upgrade
9,P/OCF Ratio,-,-,-7.02,-,-,4.17,-16.33,-,-,3.82,3.78,Upgrade
10,EV/Sales Ratio,-,-,-,-,-,-,0.05,-,-,-,-,Upgrade
11,EV/FCF Ratio,7.67,-,-,-,-,-,-0.81,-,-,-,-,Upgrade
12,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,Upgrade
13,Debt / FCF Ratio,-,-,-0.28,-,-,0.19,-0.48,-,-,0.28,0.30,Upgrade
14,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,2.99%,1.99%,1.77%,Upgrade
15,Earnings Yield,-39.59%,-28.84%,-25.63%,-9.28%,-15.27%,-18.91%,-5.16%,6.24%,8.70%,-0.01%,-4.07%,Upgrade
16,FCF Yield,-13.31%,-9.69%,-14.24%,-15.69%,12.85%,22.03%,-8.39%,-23.56%,-4.61%,24.89%,23.63%,Upgrade
17,Dividend Yield,6.78%,5.08%,5.96%,2.30%,-,-,3.60%,8.17%,10.24%,11.96%,11.77%,Upgrade
18,Buyback Yield / Dilution,-0.00%,-,-0.01%,0.01%,0.14%,0.63%,0.58%,0.07%,-,-,-,Upgrade
19,Total Shareholder Return,6.78%,5.08%,5.95%,2.31%,0.14%,0.63%,4.18%,8.24%,10.24%,11.96%,11.77%,Upgrade
