,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,13264,13890,13159,15346,13289,10535,13110,12714,11347,10291,10968,10398,8219,8393,7954,7075,7196,7721,7192,8229,Upgrade
1,Trading Asset Securities,3806,2235,2008,1802,1004,1204,107.29,20.01,3001,2839,1114,921.51,631.04,851.08,1329,291.91,1025,377.79,561.2,675.8,Upgrade
2,Cash & Short-Term Investments,17070,16125,15166,17148,14293,11739,13217,12734,14348,13130,12082,11319,8850,9244,9283,7367,8221,8099,7754,8905,Upgrade
3,Cash Growth,19.43%,37.36%,14.75%,34.66%,-0.38%,-10.59%,9.40%,12.50%,62.11%,42.03%,30.15%,53.65%,7.66%,14.14%,19.73%,-17.27%,23.95%,-2.67%,-17.43%,-4.82%,Upgrade
4,Accounts Receivable,5042,5740,6784,4801,7839,7251,7493,6426,7741,7815,7550,6604,8361,9905,10076,6769,7414,7146,5933,3690,Upgrade
5,Other Receivables,670.9,517.49,440.55,544.02,658.59,741.86,885.08,864.89,949.01,922.52,1074,1865,1486,1444,1776,2013,4403,4345,4202,4190,Upgrade
6,Receivables,5713,6257,7225,5345,8498,8001,8379,7300,8690,8797,8624,8562,9848,11413,11852,8783,11816,11525,10135,7914,Upgrade
7,Inventory,4222,4063,4210,4746,4551,5387,4634,3388,2918,2616,2799,2618,2324,2709,2579,1903,2337,2428,3129,2761,Upgrade
8,Prepaid Expenses,-,152,-,7.03,-,352.99,-,6.59,-,12.94,-,-,-,6.09,-,-,-,6.67,-,-,Upgrade
9,Other Current Assets,1828,1569,1670,1581,1599,1580,1722,1674,1505,1903,2945,2903,2200,2263,2168,2677,2169,2257,2335,2228,Upgrade
10,Total Current Assets,28833,28167,28270,28827,28941,27061,27952,25103,27460,26458,26449,25403,23222,25636,25882,20731,24543,24315,23352,21808,Upgrade
11,"Property, Plant & Equipment",10347,9118,9027,8848,12796,12653,12498,12639,11162,10901,11089,11202,11066,11087,11313,11359,12033,12281,12598,12888,Upgrade
12,Long-Term Investments,6782,6870,7141,5516,5368,5335,5370,5317,5280,5267,5138,5065,5105,5060,4989,4905,3642,3609,3612,3516,Upgrade
13,Other Intangible Assets,1978,2028,2075,1663,1989,2062,2064,2141,2304,2289,2385,2466,2784,2488,2685,2583,2725,2748,2836,2954,Upgrade
14,Long-Term Accounts Receivable,132.27,125.32,141.17,118.55,172.81,178.82,-,207.59,188.66,194.45,197.56,216.8,214.58,214.57,228.21,218.12,173.98,171.53,189.16,189.56,Upgrade
15,Long-Term Deferred Tax Assets,1028,1039,1045,1051,1041,1065,1075,1088,1328,1336,1351,1386,1641,1517,1501,1449,1368,1319,1284,1164,Upgrade
16,Long-Term Deferred Charges,1113,944.45,539.65,661.27,804.37,647.84,587.67,501.26,647.6,660.88,565.45,517.87,520.91,822.14,725.04,750.21,1336,1279,1242,1128,Upgrade
17,Other Long-Term Assets,80.86,80.99,79.29,78.44,81.87,92.01,272.17,86.05,106.36,118.18,112.6,113.44,107.72,113.65,114.44,122.49,104.5,108.93,185.12,206.17,Upgrade
18,Total Assets,50294,48372,48318,46764,51194,49094,49819,47083,48477,47225,47288,46370,44660,46938,47439,42117,45926,45832,45299,43855,Upgrade
19,Accounts Payable,19960,18597,18727,18347,21175,18582,19411,15902,15757,13484,14544,12881,12613,14258,14273,10631,14078,14059,14605,13684,Upgrade
20,Accrued Expenses,582.54,1265,542.63,1871,470.31,1108,450.06,1250,401.16,1190,298.48,1672,476.5,1519,387.57,1865,474.88,1731,308.76,1717,Upgrade
21,Short-Term Debt,178.49,72,50.05,50.1,88,138.07,596.28,1033,1018,1070,1498,1835,2583,3160,2592,2275,3152,3784,4407,4626,Upgrade
22,Current Portion of Long-Term Debt,2476,2052,3083,3119,4108,5055,3622,4232,4082,3070,2032,2299,2029,2790,2718,2631,2938,2734,3304,2957,Upgrade
23,Current Portion of Leases,-,11.47,-,5.13,-,10.45,-,14.15,-,15.11,-,14.6,-,-,-,-,-,-,-,-,Upgrade
24,Current Income Taxes Payable,112.08,23.01,195.92,27.28,159.09,14.53,162.09,37.09,141.99,21.13,180.62,36.13,140.19,35.39,165.52,79.35,133.92,49.74,100,36.03,Upgrade
25,Current Unearned Revenue,1190,1291,895.99,1465,1456,1459,1479,1576,1113,1299,846.68,1162,1049,1098,986.14,891.19,659.06,624.66,642.38,-,Upgrade
26,Other Current Liabilities,3995,4468,4693,1893,3745,3101,3265,2085,3093,3005,4168,2440,3970,2809,5003,3418,3797,2568,3457,2426,Upgrade
27,Total Current Liabilities,28494,27780,28188,26777,31201,29468,28985,26129,25606,23155,23568,22340,22861,25671,26125,21791,25233,25551,26824,25446,Upgrade
28,Long-Term Debt,4338,4651,4275,4325,4125,3827,5358,5559,6547,7654,6754,6692,6274,5485,5727,4859,5140,5084,3422,2987,Upgrade
29,Long-Term Leases,1078,16.93,21.08,7.19,0.49,0.46,0.83,1.01,4.72,9.22,12.27,15.79,-,-,-,-,-,-,-,-,Upgrade
