,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Jul '24 Jul 31, 2024","Jan '24 Jan 31, 2024","Jul '23 Jul 31, 2023","Jan '23 Jan 31, 2023","Jul '22 Jul 31, 2022","Jan '22 Jan 31, 2022","Jul '21 Jul 31, 2021","Jan '21 Jan 31, 2021","Jul '20 Jul 31, 2020","Jan '20 Jan 31, 2020",+2 Quarters
0,Cash & Equivalents,354.27,441.13,651.01,724.89,1057,1210,1477,1622,1614,1889,Upgrade
1,Trading Asset Securities,40.22,89.51,92.07,21.05,6.82,131.15,145.11,153.16,153.08,134.72,Upgrade
2,Cash & Short-Term Investments,394.49,530.63,743.09,745.95,1063,1341,1622,1775,1767,2024,Upgrade
3,Cash Growth,-46.91%,-28.86%,-30.12%,-44.38%,-34.43%,-24.46%,-8.21%,-12.27%,-35.58%,-34.81%,Upgrade
4,Accounts Receivable,191.2,98.67,135.71,130.72,135.93,86.37,106.92,99.07,94.68,234.31,Upgrade
5,Receivables,191.2,98.67,135.71,130.72,135.93,86.37,106.92,99.07,94.68,234.31,Upgrade
6,Inventory,285.19,448.52,333.82,328.68,333.72,351.38,241.05,424.47,327.66,3523,Upgrade
7,Prepaid Expenses,-,0.02,0.02,0.33,0.2,0.2,-,0.2,0.08,25.09,Upgrade
8,Other Current Assets,218.52,187.23,166.76,570.69,304.05,346.47,338.61,406.82,391.1,1947,Upgrade
9,Total Current Assets,1089,1265,1379,1776,1837,2126,2308,2706,2581,7753,Upgrade
10,"Property, Plant & Equipment",387.48,753.21,782.45,792.18,967.85,1049,1150,965.13,1044,6280,Upgrade
11,Long-Term Investments,152.24,123.94,104.84,136.67,142.61,52.15,55.77,51.33,53.77,77.87,Upgrade
12,Goodwill,-,-,-,10,10,10,10,10,10,82.44,Upgrade
13,Other Intangible Assets,22.09,23.32,24.37,16.69,19.16,11.99,15.11,4.26,7.06,34.92,Upgrade
14,Long-Term Deferred Tax Assets,0.25,0.08,0.08,0.25,0.52,0.52,0.52,2.12,2.12,11.83,Upgrade
15,Other Long-Term Assets,184.86,162.48,219.86,194.21,193.24,184.83,177,179.01,172.37,21224,Upgrade
16,Total Assets,1836,2328,2511,2926,3171,3434,3717,3918,3870,35464,Upgrade
17,Accounts Payable,61.97,19.88,50.28,38.15,66.26,37.6,19.35,11.66,14.66,296.68,Upgrade
18,Current Portion of Long-Term Debt,-,-,-,135,143.96,107.97,107.95,107.93,107.91,1353,Upgrade
19,Current Portion of Leases,197.72,181.29,168.05,155.63,202.72,204.24,217.11,195.59,192.58,160.7,Upgrade
20,Current Income Taxes Payable,9.78,11.25,14.39,16.08,78.87,124.87,121.13,113.37,112.85,256.23,Upgrade
21,Current Unearned Revenue,149.65,223.47,177.11,161.59,139.87,124.59,205.07,346.63,261.04,857.47,Upgrade
22,Other Current Liabilities,503.78,488.21,470.5,460.5,359.51,369.44,386.61,352.74,337.26,2322,Upgrade
23,Total Current Liabilities,922.9,924.1,880.33,966.95,991.19,968.71,1057,1128,1026,5246,Upgrade
24,Long-Term Debt,239.7,236.4,233.05,229.87,226.86,268.96,275.05,281.18,287.27,9127,Upgrade
25,Long-Term Leases,616.74,689.28,811.27,809.83,941.99,949.75,1051,908.72,985.82,952.95,Upgrade
26,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,-,140.3,Upgrade
27,Long-Term Deferred Tax Liabilities,0.02,0.02,0.05,0.07,0.09,0.11,2.63,0.15,0.1,3388,Upgrade
28,Other Long-Term Liabilities,8.88,8.32,8.32,8.16,8.16,8.02,8.02,-,-,3.66,Upgrade
29,Total Liabilities,1788,1858,1933,2015,2168,2196,2394,2318,2299,18858,Upgrade
30,Common Stock,877.94,877.94,877.94,745.93,745.93,745.93,745.93,745.93,745.93,745.93,Upgrade
31,Additional Paid-In Capital,5149,5149,5149,5149,5149,5149,5149,5149,5149,5149,Upgrade
32,Retained Earnings,-5806,-5401,-5295,-5177,-5094,-4894,-4766,-4490,-4415,2996,Upgrade
33,Comprehensive Income & Other,-102.42,-96.49,-96.53,165.54,165.06,164.48,134.55,108.24,117.48,-276.43,Upgrade
34,Total Common Equity,118.47,529.51,635.11,883.21,965.16,1165,1263,1512,1597,8614,Upgrade
35,Minority Interest,-70.4,-59.53,-57.15,28.27,37.23,73.65,59.99,87.34,-27.2,7991,Upgrade
36,Shareholders' Equity,48.08,469.98,577.97,911.48,1002,1239,1323,1600,1570,16606,Upgrade
37,Total Liabilities & Equity,1836,2328,2511,2926,3171,3434,3717,3918,3870,35464,Upgrade
38,Total Debt,1054,1107,1212,1330,1516,1531,1651,1493,1574,11594,Upgrade
39,Net Cash (Debt),-659.67,-576.34,-469.29,-584.38,-452.13,-189.76,-29.02,281.93,193.48,-9570,Upgrade
40,Net Cash Per Share,-0.38,-0.33,-0.28,-0.39,-0.30,-0.13,-0.02,0.19,-,-6.42,Upgrade
41,Filing Date Shares Outstanding,1756,1756,1756,1492,1492,1492,1492,1492,1492,1492,Upgrade
42,Total Common Shares Outstanding,1756,1756,1756,1492,1492,1492,1492,1492,1492,1492,Upgrade
43,Working Capital,166.5,340.98,499.06,809.41,846.12,1157,1251,1578,1554,2506,Upgrade
44,Book Value Per Share,0.07,0.30,0.36,0.59,0.65,0.78,0.85,1.01,1.07,5.77,Upgrade
45,Tangible Book Value,96.38,506.19,610.75,856.52,936,1143,1238,1498,1580,8497,Upgrade
46,Tangible Book Value Per Share,0.05,0.29,0.35,0.57,0.63,0.77,0.83,1.00,1.06,5.70,Upgrade
47,Land,70.85,-,70.85,-,70.85,-,70.85,-,70.85,-,Upgrade
48,Machinery,217.71,-,228.23,-,242.55,-,243.14,-,222.69,-,Upgrade
49,Leasehold Improvements,445.17,-,445.24,-,485.64,-,489.49,-,428.09,-,Upgrade
