,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jul '24 Jul 31, 2024","Jan '24 Jan 31, 2024","Jul '23 Jul 31, 2023","Jan '23 Jan 31, 2023","Jul '22 Jul 31, 2022","Jan '22 Jan 31, 2022","Jul '21 Jul 31, 2021","Jan '21 Jan 31, 2021","Jul '20 Jul 31, 2020","Jan '20 Jan 31, 2020",+2 Quarters
0,Market Capitalization,84,91,107,439,455,641,492,1044,940,1208,1611,Upgrade
1,Market Cap Growth,-79.20%,-79.20%,-76.46%,-31.57%,-7.58%,-38.57%,-47.62%,-13.58%,-41.67%,-25.00%,-10.74%,Upgrade
2,Enterprise Value,674,608,519,1052,944,905,581,850,719,18770,17260,Upgrade
3,Last Close Price,0.05,0.05,0.06,0.25,0.30,0.43,0.33,0.70,0.63,0.81,1.08,Upgrade
4,PS Ratio,0.07,0.08,0.11,0.43,0.54,0.77,0.47,1.25,3.31,-,3.15,Upgrade
5,PB Ratio,0.71,1.90,0.23,0.76,0.50,0.64,0.40,0.79,0.59,0.77,0.10,Upgrade
6,P/TBV Ratio,0.95,0.95,0.21,0.72,0.53,0.69,0.43,0.84,0.63,0.76,0.19,Upgrade
7,P/FCF Ratio,-,-,-,-,-20.83,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,-,-0.95,-,4.75,-53.46,-,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,0.58,0.52,0.52,1.04,1.13,1.09,0.55,1.02,2.53,-,33.75,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,990.54,Upgrade
11,EV/FCF Ratio,-6.01,-,-,-,-43.23,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,21.93,21.93,2.36,2.10,1.46,1.51,1.24,1.25,0.93,1.00,0.70,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-60.89,-,-,-,-,-,-,Upgrade
14,Earnings Yield,-606.16%,-559.53%,-207.37%,-45.28%,-62.16%,-51.24%,-82.00%,-33.62%,-8.06%,-,-32.68%,Upgrade
15,FCF Yield,-133.02%,-122.79%,-112.72%,6.20%,-4.80%,-39.78%,-66.58%,-21.69%,-10.11%,-,-38.39%,Upgrade
16,Buyback Yield / Dilution,-10.87%,-4.79%,-17.70%,-12.32%,-,-,-,-,-,-,-,Upgrade
17,Total Shareholder Return,-10.87%,-4.79%,-17.70%,-12.32%,-,-,-,-,-,-,-,Upgrade
