,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+6 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+6 Quarters
0,Market Capitalization,48,52,61,77,62,88,122,62,87,66,89,100,120,86,72,77,88,87,89,-,-,Upgrade
1,Market Cap Growth,-40.36%,-40.36%,-49.78%,23.64%,-28.68%,33.28%,37.35%,-38.28%,-27.20%,-23.89%,23.33%,29.81%,36.61%,-0.55%,-18.92%,-,-,-,-,-,-,Upgrade
2,Enterprise Value,71,74,83,110,95,144,178,125,151,120,143,147,167,133,118,103,113,128,130,-,-,Upgrade
3,Last Close Price,0.09,0.10,0.12,0.14,0.12,0.17,0.23,0.13,0.18,0.14,0.18,0.21,0.25,0.18,0.15,0.16,0.18,0.18,0.18,-,-,Upgrade
4,PE Ratio,-,-9.06,-12.38,-,-,-8.12,-7.36,-,-,-,-,-,-16.78,-18.80,-,-,-9.35,-,-,-,-,Upgrade
5,PS Ratio,0.14,0.15,0.17,0.21,0.18,0.26,0.37,0.19,0.26,0.18,0.22,0.24,0.28,0.20,0.18,0.20,0.25,0.26,0.28,-,-,Upgrade
6,PB Ratio,1.26,1.38,1.62,2.10,1.71,2.02,3.65,1.85,-,1.40,1.62,1.84,-,1.19,0.99,1.06,-,1.13,2.14,-,-,Upgrade
7,P/TBV Ratio,1.38,1.38,1.62,2.10,1.71,2.02,3.65,1.85,-,1.40,1.62,1.84,-,1.19,0.99,1.06,-,1.13,2.14,-,-,Upgrade
8,P/FCF Ratio,3.28,3.60,4.60,6.32,10.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,3.25,3.25,4.12,5.59,9.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.20,0.21,0.24,0.31,0.28,0.43,0.54,0.38,0.45,0.33,0.36,0.36,0.39,0.31,0.30,0.27,0.32,0.39,0.41,-,-,Upgrade
11,EV/EBITDA Ratio,7.27,354.78,41.47,-,-,-33.69,-17.96,-,-,-,-14.01,-,25.30,25.23,43.17,-,-58.45,67.95,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-13.88,-22.93,-,-,-13.67,-11.01,-,-,-,-,-,-813.84,-153.61,-,-,-17.12,-,-,-,-,Upgrade
13,EV/FCF Ratio,4.87,5.11,6.25,9.05,15.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.87,0.87,0.87,0.94,0.94,1.01,1.91,1.91,-,1.61,1.47,1.47,-,1.11,0.97,0.97,-,0.67,1.35,1.35,-,Upgrade
15,Debt / EBITDA Ratio,3.40,2.10,2.10,9.47,9.47,2.90,4.30,-,-,-,351.73,-,-,5.73,18.86,-,-,13.09,-,-,-,Upgrade
16,Debt / FCF Ratio,2.28,2.28,2.48,2.83,5.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,3.10,3.12,3.07,2.82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Quick Ratio,0.93,0.93,0.93,0.84,0.84,0.89,-,0.62,-,0.68,-,0.78,-,0.98,-,0.97,-,1.20,-,0.72,-,Upgrade
19,Current Ratio,1.05,1.05,1.05,0.96,0.96,1.02,-,0.84,-,0.91,-,1.03,-,1.19,-,1.17,-,1.39,-,0.98,-,Upgrade
20,Return on Equity (ROE),6.00%,6.10%,-37.84%,-34.54%,14.42%,12.64%,-,-,-34.48%,-18.66%,-,-,4.66%,-7.22%,-,-,-11.32%,-18.36%,-,-,Upgrade,
21,Return on Assets (ROA),1.23%,1.24%,-7.22%,-6.63%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
22,Return on Capital (ROIC),1.98%,1.98%,-11.42%,-10.21%,6.16%,5.71%,-,-,-6.55%,-3.14%,-,-,2.94%,-1.31%,-,-,-1.49%,-7.94%,-,-,Upgrade,
23,Return on Capital Employed (ROCE),-,-10.48%,-7.11%,-,-,-17.37%,-,-,-,-,-,-,-,-0.94%,-,-,-,-,-,-,-,Upgrade
24,Earnings Yield,-12.14%,-11.03%,-8.08%,-5.82%,-15.86%,-12.32%,-13.58%,-32.58%,-33.75%,-37.67%,-22.01%,-18.24%,-5.96%,-5.32%,-9.88%,-9.98%,-10.69%,-10.76%,-8.04%,-,-,Upgrade
25,FCF Yield,30.51%,27.74%,21.72%,15.82%,9.72%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Buyback Yield / Dilution,-6.03%,0.03%,-4.82%,-10.00%,-10.00%,-10.03%,-4.95%,-,-,-,-,-0.29%,-1.38%,-2.09%,-4.30%,-32.96%,-27.30%,-24.41%,-21.17%,5.23%,2.08%,Upgrade
27,Total Shareholder Return,-6.03%,0.03%,-4.82%,-10.00%,-10.00%,-10.03%,-4.95%,-,-,-,-,-0.29%,-1.38%,-2.09%,-4.30%,-32.96%,-27.30%,-24.41%,-21.17%,5.23%,2.08%,Upgrade
