,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+6 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+6 Quarters
0,Cash & Equivalents,9.02,9.02,10.97,10.97,8.21,-,3.74,-,8.17,-,21.66,-,29.58,-,23.68,-,25.97,-,15.41,-,Upgrade
1,Trading Asset Securities,0.89,0.89,1.46,1.46,2.83,-,4.03,-,4.31,-,4.11,-,3.84,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,9.92,9.92,12.43,12.43,11.04,7.77,7.77,-,12.48,25.78,25.78,-,33.42,23.68,23.68,-,25.97,15.41,15.41,-,Upgrade
3,Cash Growth,-10.22%,27.66%,60.01%,-,-11.48%,-69.87%,-69.87%,-,-62.67%,8.83%,8.83%,-,28.68%,53.69%,53.69%,-,40.82%,-16.82%,-16.82%,-,Upgrade
4,Accounts Receivable,44.77,44.77,37.04,37.04,49.29,-,45.87,-,46.35,-,50.99,-,70.36,-,66.54,-,60.69,-,49.33,-,Upgrade
5,Other Receivables,3.35,3.35,2.76,2.76,3.38,-,3.9,-,6.66,-,4.64,-,8.24,-,4.04,-,5.97,-,3.77,-,Upgrade
6,Receivables,48.12,48.12,39.8,39.8,52.67,-,49.76,-,53.02,-,55.63,-,78.6,-,70.58,-,66.65,-,53.1,-,Upgrade
7,Other Current Assets,7.81,7.81,8.02,8.02,8.97,-,21.25,-,22.42,-,25.47,-,24.9,-,18.72,-,14.51,-,24.14,-,Upgrade
8,Total Current Assets,65.84,65.84,60.25,60.25,72.68,-,78.78,-,87.91,-,106.88,-,136.91,-,112.99,-,107.13,-,92.65,-,Upgrade
9,"Property, Plant & Equipment",45.32,45.32,49.35,49.35,56.98,-,58.41,-,73.02,-,67.15,-,67.04,-,76.31,-,62.71,-,61.64,-,Upgrade
10,Long-Term Investments,0.67,0.67,0.65,0.65,0.65,-,0.69,-,0.67,-,0.74,-,0.73,-,0.71,-,0.66,-,0.63,-,Upgrade
11,Other Long-Term Assets,1.63,1.63,1.59,1.59,1.59,-,1.39,-,2.53,-,3.68,-,2.34,-,2.36,-,1.36,-,1.23,-,Upgrade
12,Total Assets,113.45,113.45,111.83,111.83,131.9,-,139.28,-,164.13,-,178.46,-,207.01,-,192.36,-,171.86,-,156.15,-,Upgrade
13,Accounts Payable,29.99,29.99,28.79,28.79,33.97,-,31.2,-,29.54,-,31.53,-,42.19,-,36.66,-,31.22,-,28.98,-,Upgrade
