,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Oct '24 Oct 31, 2024","Apr '24 Apr 30, 2024","Oct '23 Oct 31, 2023","Apr '23 Apr 30, 2023","Oct '22 Oct 31, 2022","Apr '22 Apr 30, 2022","Oct '21 Oct 31, 2021","Apr '21 Apr 30, 2021","Oct '20 Oct 31, 2020","Apr '20 Apr 30, 2020"
0,Revenue,163.49,125.69,290.31,220.13,213.34,262.23,136.02,146.06,86.31,93.96
1,Revenue Growth (YoY),-43.68%,-42.90%,36.08%,-16.05%,56.84%,79.54%,57.59%,55.45%,-41.55%,-18.16%
2,Cost of Revenue,157.24,127.89,269.66,207.07,218.42,252.21,132.86,123.93,84.74,72.78
3,Gross Profit,6.25,-2.2,20.64,13.06,-5.08,10.02,3.16,22.13,1.57,21.17
4,"Selling, General & Admin",4.92,3.43,5.42,3.61,4.85,2.72,4.29,2.57,4.68,7.36
5,Operating Expenses,5.9,3.43,9.1,3.61,3.4,2.72,5.6,2.57,5.31,7.36
6,Operating Income,0.35,-5.63,11.54,9.45,-8.48,7.3,-2.44,19.56,-3.74,13.81
7,Interest Expense,-0.02,-0,-,-0.01,-,-0.12,-,-0.16,-,-0.49
8,Interest & Investment Income,0.81,1.31,1.28,0.97,0.98,0.56,0.3,0.16,0.38,0.32
9,Earnings From Equity Investments,0.17,0.01,0.29,-0.06,0.16,-0.01,0.1,0,0.01,0.05
10,Other Non Operating Income (Expenses),1.15,0.78,0.6,0.85,0.23,0.05,0.11,0.06,0.18,0.05
11,EBT Excluding Unusual Items,2.46,-3.54,13.72,11.2,-7.12,7.77,-1.93,19.62,-3.17,13.74
12,Gain (Loss) on Sale of Assets,0.11,0.22,2.2,-,0.73,-0.25,0,0,0.17,0.34
13,Asset Writedown,-0.01,-,-0,-,-0.06,-,-0.02,-,-0.12,-
14,Pretax Income,2.56,-3.31,15.91,11.2,-6.45,7.53,-1.95,19.62,-3.13,14.08
15,Income Tax Expense,0.8,-,4.15,2.95,-1.13,1.97,0.14,4.77,0.26,4.49
16,Net Income,1.76,-3.31,11.76,8.25,-5.32,5.56,-2.09,14.85,-3.39,9.58
17,Net Income to Common,1.76,-3.31,11.76,8.25,-5.32,5.56,-2.09,14.85,-3.39,9.58
18,Net Income Growth,-85.03%,-,-,48.46%,-,-62.59%,-,54.94%,-,48.87%
19,Shares Outstanding (Basic),1260,1260,1260,1260,1260,1260,1260,1260,1263,952
20,Shares Outstanding (Diluted),1260,1260,1260,1260,1260,1260,1260,1260,1263,952
21,Shares Change (YoY),-,-,-,-,-,-,-0.20%,32.36%,33.61%,0.73%
22,EPS (Basic),0.00,-0.00,0.01,0.01,-0.00,0.00,-0.00,0.01,-0.00,0.01
23,EPS (Diluted),0.00,-0.00,0.01,0.01,-0.00,0.00,-0.00,0.01,-0.00,0.01
24,EPS Growth,-85.03%,-,-,48.48%,-,-62.59%,-,17.04%,-,47.80%
25,Free Cash Flow,13.73,-12.46,-16.18,-2.6,2.88,59.14,-7.28,12.84,-28.73,6.59
26,Free Cash Flow Per Share,0.01,-0.01,-0.01,-0.00,0.00,0.05,-0.01,0.01,-0.02,0.01
27,Dividend Per Share,-,-,-,0.018,-,0.009,-,-,-,-
28,Dividend Growth,-,-,-,91.58%,-,-,-,-,-,-
29,Operating Margin,0.22%,-4.48%,3.98%,4.29%,-3.98%,2.78%,-1.80%,13.39%,-4.34%,14.70%
30,Profit Margin,1.08%,-2.64%,4.05%,3.75%,-2.49%,2.12%,-1.54%,10.17%,-3.92%,10.20%
31,Free Cash Flow Margin,8.40%,-9.91%,-5.57%,-1.18%,1.35%,22.55%,-5.35%,8.79%,-33.28%,7.02%
32,EBITDA,1.71,-4.62,12.99,11.28,-5.45,8.2,-1.26,20.47,-2.83,14.39
33,D&A For EBITDA,1.36,1.01,1.45,1.83,3.03,0.9,1.18,0.91,0.91,0.58
34,EBIT,0.35,-5.63,11.54,9.45,-8.48,7.3,-2.44,19.56,-3.74,13.81
