,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Oct '24 Oct 31, 2024","Apr '24 Apr 30, 2024","Oct '23 Oct 31, 2023","Apr '23 Apr 30, 2023","Oct '22 Oct 31, 2022","Apr '22 Apr 30, 2022","Oct '21 Oct 31, 2021","Apr '21 Apr 30, 2021","Oct '20 Oct 31, 2020","Apr '20 Apr 30, 2020"
0,Cash & Equivalents,62.79,46.33,57.45,84.22,97.84,101.87,42.63,52.08,44.13,33.96
1,Cash & Short-Term Investments,62.79,46.33,57.45,84.22,97.84,101.87,42.63,52.08,44.13,33.96
2,Cash Growth,9.31%,-44.98%,-41.28%,-17.32%,129.50%,95.58%,-3.40%,53.37%,208.62%,-
3,Accounts Receivable,167.9,157.9,234.11,193.41,147.42,197.8,232.25,165.37,154.67,123
4,Other Receivables,15.62,7.67,16.26,4.03,5.07,5.08,4.1,2.54,3.18,40.69
5,Receivables,183.53,165.57,250.38,197.44,152.49,202.88,236.35,167.91,157.85,163.69
6,Prepaid Expenses,2.58,6.1,2.59,9.01,4.07,0,0.15,0.01,1.65,3.7
7,Other Current Assets,11.94,15.17,15.13,22.66,11.76,14.2,13.96,13.3,10.76,10
8,Total Current Assets,260.84,233.18,325.55,313.33,266.16,318.94,293.09,233.3,214.38,211.35
9,"Property, Plant & Equipment",21.26,15.12,13.86,8.62,10.36,12.4,13.66,15.04,14.67,14.82
10,Long-Term Investments,1.42,1.26,1.29,1,1.11,0.94,1,0.9,0.94,0.98
11,Other Intangible Assets,0.07,0.07,0.07,0.1,0.1,0.12,0.12,0.12,0.12,0.12
12,Long-Term Deferred Tax Assets,3.62,2.25,2.25,1.28,1.28,1.36,1.36,0.87,0.88,1.51
13,Other Long-Term Assets,5.28,5.15,5.15,5.42,4.72,4.78,5.44,5.52,5.54,5.5
14,Total Assets,292.48,257.03,348.17,329.74,283.72,338.54,314.68,255.75,236.52,234.28
15,Accounts Payable,90.82,51.88,102.79,85.69,83.02,78.85,70.65,68.52,61.98,44.56
16,Accrued Expenses,3.97,0.58,3.57,0.86,2.87,0.7,4.02,0.71,2.15,2.89
17,Current Portion of Leases,0.36,0.27,0.27,0.01,0.01,0.08,0.81,2.55,3.98,3.52
18,Current Income Taxes Payable,0.06,1.25,1.25,0.27,0.1,0.29,0.22,0.21,0.21,4.72
19,Current Unearned Revenue,2.55,1.08,36.05,37.1,5.49,56.03,53.41,-,1.39,-
20,Other Current Liabilities,41.98,50.45,49.4,40.68,34.94,28.66,17.46,13.86,10.88,15.21
21,Total Current Liabilities,139.75,105.51,193.33,164.61,126.43,164.61,146.56,85.84,80.59,70.91
22,Long-Term Leases,0.31,0.52,0.52,-,-,-,0.01,-,0.23,2.37
23,Long-Term Deferred Tax Liabilities,1,1.06,1.06,1.08,1.08,1,1,0.91,0.91,0.69
24,Total Liabilities,141.06,107.09,194.91,165.69,127.5,165.61,147.57,86.75,81.74,73.96
25,Common Stock,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03
26,Additional Paid-In Capital,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02,49.02
27,Retained Earnings,95.37,93.61,96.92,108.09,99.84,117.14,111.58,113.67,98.82,102.21
28,Comprehensive Income & Other,-0,0.28,0.29,-0.1,0.32,-0.26,-0.53,-0.73,-0.09,2.05
29,Shareholders' Equity,151.42,149.94,153.26,164.05,156.22,172.93,167.11,169,154.79,160.31
30,Total Liabilities & Equity,292.48,257.03,348.17,329.74,283.72,338.54,314.68,255.75,236.52,234.28
31,Total Debt,0.66,0.79,0.79,0.01,0.01,0.08,0.82,2.55,4.21,5.89
32,Net Cash (Debt),62.13,45.55,56.66,84.21,97.83,101.79,41.82,49.53,39.92,28.07
33,Net Cash Growth,9.65%,-45.91%,-42.08%,-17.27%,133.95%,105.51%,4.75%,76.43%,476.11%,-
34,Net Cash Per Share,0.05,0.04,0.04,0.07,0.08,0.08,0.03,0.04,0.03,0.03
35,Filing Date Shares Outstanding,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260
36,Total Common Shares Outstanding,1260,1260,1260,1260,1260,1260,1260,1260,1260,1260
37,Working Capital,121.09,127.68,132.22,148.71,139.73,154.33,146.53,147.46,133.79,140.45
38,Book Value Per Share,0.12,0.12,0.12,0.13,0.12,0.14,0.13,0.13,0.12,0.13
39,Tangible Book Value,151.36,149.87,153.2,163.95,156.12,172.82,166.99,168.88,154.67,160.19
40,Tangible Book Value Per Share,0.12,0.12,0.12,0.13,0.12,0.14,0.13,0.13,0.12,0.13
41,Land,5.61,-,5.61,-,0.06,-,0.06,-,0.06,-
42,Buildings,1.85,-,1.49,-,1.49,-,1.49,-,1.49,-
43,Machinery,35.85,-,27.57,-,31.79,-,23.4,-,21.65,-
44,Order Backlog,-,296.9,-,-,-,-,-,-,-,-
