,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,4188,4038,3889,3919,4373,5065,4627,4587,3718,4343,Upgrade
1,Revenue Growth (YoY),7.67%,3.03%,-11.06%,-22.62%,-5.50%,10.42%,24.45%,5.62%,-16.15%,3.32%,Upgrade
2,Cost of Revenue,1986,1855,2104,2248,2688,3032,2665,2465,2172,2477,Upgrade
3,Gross Profit,2202,2183,1785,1671,1685,2032,1963,2122,1546,1866,Upgrade
4,"Selling, General & Admin",1932,1996,1732,1681,1737,2065,1838,1792,1485,1753,Upgrade
5,Other Operating Expenses,-7.74,15.34,-15.34,44.75,-44.75,25.49,-25.49,57.87,-57.87,25.77,Upgrade
6,Operating Expenses,1925,2011,1717,1726,1692,2091,1812,1850,1427,1779,Upgrade
7,Operating Income,277.01,171.54,67.96,-54.67,-7.48,-58.1,150.63,272.17,118.82,86.62,Upgrade
8,Interest Expense,-87.68,-108.7,-106.86,-85.12,-52.78,-44.97,-45.63,-51.2,-69.04,-68.15,Upgrade
9,Interest & Investment Income,18.59,26.85,21.35,20.1,22.88,19.03,16.05,-,12.13,0.71,Upgrade
10,Earnings From Equity Investments,7.59,-2.08,-2.5,-2.62,-2.09,2.41,-1.14,-0.9,-0.35,0.42,Upgrade
11,Currency Exchange Gain (Loss),0.68,-26.21,44.34,39.42,2.57,-2.27,-2.59,-2.56,2.56,-0.01,Upgrade
12,Other Non Operating Income (Expenses),-,34.3,-,98.56,-,77.55,-,32.29,-,51.73,Upgrade
13,EBT Excluding Unusual Items,216.18,95.69,24.29,15.65,-36.9,-6.35,117.32,249.8,64.11,71.32,Upgrade
14,Gain (Loss) on Sale of Investments,0.95,0.9,0.38,-0.07,0.17,0.16,0.68,14.69,3.06,1.65,Upgrade
15,Gain (Loss) on Sale of Assets,0.75,75.17,-,-1.2,23.54,-2.74,2.74,2.51,-2.51,2.75,Upgrade
16,Asset Writedown,-,-,-,-,-,-,-,-10.96,-,-,Upgrade
17,Other Unusual Items,-,-,-,-,-,-0.07,0.07,-3.45,3.45,-,Upgrade
18,Pretax Income,217.88,171.76,24.67,14.39,-13.19,-9,120.81,252.58,68.12,75.72,Upgrade
19,Income Tax Expense,30.59,-6.85,-5.18,-23.32,-15.61,-35.4,19.65,48.93,13.86,9.41,Upgrade
20,Earnings From Continuing Operations,187.29,178.61,29.85,37.71,2.42,26.4,101.16,203.65,54.27,66.3,Upgrade
21,Minority Interest in Earnings,-1.84,-0.13,-4.84,-2.78,-3.86,-3.65,-0.09,-1.22,-0.13,0.13,Upgrade
22,Net Income,185.45,178.48,25.01,34.93,-1.44,22.75,101.07,202.44,54.14,66.43,Upgrade
23,Net Income to Common,185.45,178.48,25.01,34.93,-1.44,22.75,101.07,202.44,54.14,66.43,Upgrade
24,Net Income Growth,641.43%,410.98%,-,53.57%,-,-88.76%,86.69%,204.72%,-60.12%,115.53%,Upgrade
25,Shares Outstanding (Basic),1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,Upgrade
26,Shares Outstanding (Diluted),1668,1668,1668,1668,1668,1670,1669,1668,1668,1668,Upgrade
27,Shares Change (YoY),-,-,-,-0.14%,-0.07%,0.14%,0.07%,-,-,-0.00%,Upgrade
28,EPS (Basic),0.11,0.11,0.01,0.02,-0.00,0.01,0.06,0.12,0.03,0.04,Upgrade
29,EPS (Diluted),0.11,0.11,0.01,0.02,-0.00,0.01,0.06,0.12,0.03,0.04,Upgrade
30,EPS Growth,999.99%,412.83%,-,108.32%,-,-91.65%,100.00%,201.30%,-62.50%,115.53%,Upgrade
31,Free Cash Flow,165.41,582.19,389.28,456.16,-231.05,84.01,-85.87,533.58,276.43,208.11,Upgrade
32,Free Cash Flow Per Share,0.10,0.35,0.23,0.27,-0.14,0.05,-0.05,0.32,0.17,0.12,Upgrade
33,Operating Margin,6.61%,4.25%,1.75%,-1.39%,-0.17%,-1.15%,3.26%,5.93%,3.20%,1.99%,Upgrade
34,Profit Margin,4.43%,4.42%,0.64%,0.89%,-0.03%,0.45%,2.18%,4.41%,1.46%,1.53%,Upgrade
35,Free Cash Flow Margin,3.95%,14.42%,10.01%,11.64%,-5.28%,1.66%,-1.86%,11.63%,7.43%,4.79%,Upgrade
36,EBITDA,424.08,331.77,243.36,106.16,175.95,108.07,336.09,441.77,283.66,234.69,Upgrade
37,D&A For EBITDA,147.07,160.23,175.41,160.83,183.43,166.16,185.46,169.6,164.84,148.07,Upgrade
38,EBIT,277.01,171.54,67.96,-54.67,-7.48,-58.1,150.63,272.17,118.82,86.62,Upgrade
