,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2218,809,1201,917,1051,1685,1668,2986,1751,1451,2886,Upgrade
1,Market Cap Growth,-11.82%,-11.82%,14.29%,-45.54%,-37.00%,-43.58%,-4.76%,105.75%,-39.31%,-50.85%,-29.67%,Upgrade
2,Enterprise Value,3719,2297,3422,3691,4141,4445,3457,4309,3573,3454,4891,Upgrade
3,Last Close Price,1.33,0.48,0.72,0.55,0.63,1.01,1.00,1.79,1.05,0.87,1.73,Upgrade
4,PE Ratio,6.10,2.22,5.90,15.31,31.38,-,13.47,9.84,6.83,12.04,14.27,Upgrade
5,Forward PE,6.33,3.03,5.54,6.11,7.00,5.32,5.15,8.43,8.43,8.65,10.94,Upgrade
6,PS Ratio,0.27,0.10,0.15,0.12,0.13,0.18,0.17,0.32,0.21,0.18,0.33,Upgrade
7,PB Ratio,0.39,0.14,0.21,0.17,0.19,0.29,0.27,0.50,0.30,0.29,0.57,Upgrade
8,P/TBV Ratio,0.78,0.78,1.27,1.30,1.32,1.92,1.73,3.37,2.51,5.12,12.95,Upgrade
9,P/FCF Ratio,2.97,1.08,1.24,1.09,4.67,-,-897.76,-,2.16,2.99,7.27,Upgrade
10,P/OCF Ratio,0.85,0.85,0.98,0.80,1.91,-,5.34,4.00,1.66,2.03,4.21,Upgrade
11,PEG Ratio,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.48,Upgrade
12,EV/Sales Ratio,0.45,0.28,0.43,0.47,0.50,0.47,0.36,0.47,0.43,0.43,0.56,Upgrade
13,EV/EBITDA Ratio,4.33,3.04,5.95,10.56,14.68,15.65,7.78,5.54,4.93,6.66,7.59,Upgrade
14,EV/EBIT Ratio,8.19,5.12,14.29,277.94,-,-,-,10.19,9.14,16.81,14.58,Upgrade
15,EV/FCF Ratio,4.97,3.07,3.52,4.37,18.40,-,-1860.86,-,4.41,7.13,12.33,Upgrade
16,Debt / Equity Ratio,0.41,0.41,0.54,0.65,0.66,0.67,0.63,0.53,0.52,0.76,0.59,Upgrade
17,Debt / FCF Ratio,3.09,3.09,3.14,4.17,16.24,-,-2055.11,-,3.69,7.89,7.58,Upgrade
18,Return on Capital Employed (ROCE),7.37%,7.37%,3.87%,0.17%,-,-,-,5.45%,5.33%,2.81%,4.35%,Upgrade
19,Earnings Yield,16.40%,44.99%,16.94%,6.53%,3.19%,1.26%,7.42%,10.17%,14.65%,8.31%,7.01%,Upgrade
20,FCF Yield,33.70%,92.41%,80.89%,92.15%,21.42%,-8.73%,-0.11%,14.99%,46.25%,33.39%,13.75%,Upgrade
21,Buyback Yield / Dilution,-,-,-,0.14%,0.07%,-0.14%,-0.07%,-,-,0.00%,Upgrade,
22,Total Shareholder Return,-,-,-,0.14%,0.07%,-0.14%,-0.07%,-,-,0.00%,Upgrade,
