,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,803.72,981.9,1027,921.96,776.71,1087,1389,1693,1884,1055,Upgrade
1,Short-Term Investments,-,550,317.66,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,32.25,55.01,-,-,65.37,7.22,7.09,6.99,164.86,-,Upgrade
3,Cash & Short-Term Investments,835.97,1587,1345,921.96,842.08,1095,1396,1700,2049,1055,Upgrade
4,Cash Growth,-37.83%,72.12%,59.68%,-15.77%,-39.67%,-35.62%,-31.89%,61.21%,100.63%,13.35%,Upgrade
5,Accounts Receivable,1236,1182,1098,999.83,1231,1254,1283,1141,1026,1087,Upgrade
6,Other Receivables,-,539.79,1.54,425.09,0.64,499.99,2.6,361.52,-,330.62,Upgrade
7,Receivables,1236,1722,1099,1425,1232,1754,1286,1503,1026,1418,Upgrade
8,Inventory,1580,1463,1494,1902,2091,2403,2088,2061,1633,1954,Upgrade
9,Restricted Cash,-,-,-,-,-,-,260.69,-,25.56,-,Upgrade
10,Other Current Assets,1228,679.75,759.82,207.01,749.45,202.56,698.48,146.55,511.07,141.08,Upgrade
11,Total Current Assets,4881,5451,4698,4456,4914,5454,5729,5411,5245,4568,Upgrade
12,"Property, Plant & Equipment",1043,1165,1266,1317,1273,1368,1294,1290,1227,1356,Upgrade
13,Long-Term Investments,17.23,13.52,15.1,316.15,16.7,6.51,5.87,7.31,7.47,7.99,Upgrade
14,Goodwill,2561,2609,2583,2631,2714,2813,2783,2764,2598,2637,Upgrade
15,Other Intangible Assets,2058,2045,2050,2087,2169,2282,2287,2287,2126,2178,Upgrade
16,Long-Term Deferred Tax Assets,96.24,85.14,76.94,67.41,66.86,85.11,101.98,98.24,116.73,121.57,Upgrade
17,Other Long-Term Assets,-,4.18,582.53,840.63,1159,1163,9.68,11.33,10.3,8.78,Upgrade
18,Total Assets,10655,11373,11272,11715,12314,13172,12211,11869,11331,10877,Upgrade
19,Accounts Payable,1321,1304,986.84,1170,1201,1637,1429,1455,1069,1324,Upgrade
20,Accrued Expenses,0.38,571.95,0.36,457.11,0.34,535.04,0.39,526.85,0.63,464.56,Upgrade
21,Short-Term Debt,546.47,544.22,604.05,817.47,862.19,733.28,547.98,296.19,1185,634.65,Upgrade
22,Current Portion of Long-Term Debt,1559,2162,623.21,364.48,471.69,489.83,1388,1691,852.27,257.57,Upgrade
23,Current Portion of Leases,88.06,107.13,102.7,102.94,97.55,98.98,82.91,95.6,98.75,98.39,Upgrade
24,Current Income Taxes Payable,70.96,55.41,41.26,32.02,40.46,39.48,49.33,27.49,31.75,11.96,Upgrade
25,Current Unearned Revenue,-,138.63,-,122.87,-,124.76,-,146.23,-,135.89,Upgrade
26,Other Current Liabilities,981.03,300.91,985.44,321.81,888.01,349.44,952.73,299.65,770.48,248.47,Upgrade
27,Total Current Liabilities,4567,5184,3344,3388,3561,4007,4450,4538,4009,3176,Upgrade
28,Long-Term Debt,-,88.02,2005,2173,2285,2294,976.85,785.74,1566,1862,Upgrade
29,Long-Term Leases,116.54,148.52,187.14,197.24,177.34,201.93,156.88,123.18,120.4,156.81,Upgrade
30,Long-Term Deferred Tax Liabilities,249.25,295.16,318.68,364.52,432.36,510.94,571.73,570.51,522.4,535.45,Upgrade
31,Other Long-Term Liabilities,31.08,27.01,33.94,31.23,57.18,56,63.27,65.43,52.46,55.99,Upgrade
32,Total Liabilities,4966,5746,5891,6157,6517,7074,6223,6087,6274,5791,Upgrade
33,Common Stock,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,Upgrade
34,Additional Paid-In Capital,3320,3320,3320,3320,3320,3320,3320,3320,3320,3320,Upgrade
35,Retained Earnings,2509,2323,2140,2115,2080,2081,2058,1957,1755,1701,Upgrade
36,Comprehensive Income & Other,-183.57,-57.93,-140.46,64.96,342.38,642.72,559.61,455.04,-84.04,-0.36,Upgrade
37,Total Common Equity,5662,5602,5336,5517,5759,6061,5955,5749,5008,5037,Upgrade
38,Minority Interest,26.61,25.37,44.15,40.98,38.53,36.55,32.54,32.13,48.49,48.66,Upgrade
39,Shareholders' Equity,5689,5628,5380,5558,5798,6098,5988,5782,5056,5086,Upgrade
40,Total Liabilities & Equity,10655,11373,11272,11715,12314,13172,12211,11869,11331,10877,Upgrade
41,Total Debt,2310,3049,3522,3655,3894,3818,3153,2991,3823,3009,Upgrade
42,Net Cash (Debt),-1474,-1463,-2177,-2733,-3052,-2724,-1757,-1291,-1773,-1954,Upgrade
43,Net Cash Per Share,-0.88,-0.88,-1.31,-1.64,-1.83,-1.63,-1.05,-0.77,-1.06,-1.17,Upgrade
44,Filing Date Shares Outstanding,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,Upgrade
45,Total Common Shares Outstanding,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,Upgrade
46,Working Capital,314.03,267.2,1354,1068,1354,1447,1279,872.72,1236,1392,Upgrade
47,Book Value Per Share,3.39,3.36,3.20,3.31,3.45,3.63,3.57,3.45,3.00,3.02,Upgrade
48,Tangible Book Value,1044,948.67,703.59,798.73,875.66,966.53,884.99,698.71,283.37,222.91,Upgrade
49,Tangible Book Value Per Share,0.63,0.57,0.42,0.48,0.52,0.58,0.53,0.42,0.17,0.13,Upgrade
50,Buildings,548.45,551.88,586.28,596.98,612.92,647.27,640.93,628.9,585.83,595.03,Upgrade
51,Machinery,1778,1926,1771,1806,1699,1791,1832,1835,1709,1693,Upgrade
52,Construction In Progress,93.17,-,75.03,-,95.73,-,99.3,61.49,54.51,74.49,Upgrade
53,Leasehold Improvements,319.87,426.22,475.84,426.84,353.47,327.76,335.84,301.5,198.26,182.63,Upgrade
